date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-08,1216,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.36,0.0,2005-08-02,,101211958.0,0.0,0.0,0.0,25302989.0,0.0,2005-07-13,09:06:49
2007-08-23,1216,95年,0.6000000238418579,0.0,2007-08-16,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2007-08-16,,296128000.0,0.0,0.0,0.0,89526800.0,0.0,2007-07-30,15:17:05
2008-08-22,1216,96年,0.5,0.0,2008-08-14,0.0,0.0,0.0,0.0,2.0,0.0,2008-08-14,,851964032.0,0.0,0.0,0.0,198306000.0,0.0,2008-07-29,12:08:42
2009-08-24,1216,97年,0.4399999976158142,0.0,2009-08-18,0.0,0.0,0.0,0.0,0.4399999976158142,0.0,2009-08-18,,267076992.0,0.0,0.0,0.0,64815000.0,0.0,2009-08-03,16:19:47
2010-08-18,1216,98年,1.0,0.0,2010-08-12,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2010-08-12,,650964992.0,0.0,0.0,0.0,141495008.0,0.0,2010-07-28,15:29:00
2011-08-15,1216,99年,0.6000000238418579,0.0,2011-08-09,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2011-08-09,,955369984.0,0.0,0.0,0.0,196723008.0,0.0,2011-07-22,15:12:48
2012-08-17,1216,100年,0.699999988079071,0.0,2012-08-09,0.0,0.0,0.0,0.0,1.0,0.0,2012-08-09,,817571968.0,0.0,0.0,0.0,170058000.0,0.0,2012-07-24,11:10:16
2013-08-16,1216,101年,0.6000000238418579,0.0,2013-08-08,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2013-08-08,,1017560000.0,0.0,0.0,0.0,223332000.0,0.0,2013-07-22,15:01:05
2014-08-15,1216,102年,0.6000000238418579,0.0,2014-08-07,0.0,0.0,0.0,0.0,1.5,0.0,2014-08-07,2014-09-11,1068489984.0,0.0,0.0,0.0,228478000.0,0.0,2014-07-15,10:55:06
2015-08-14,1216,103年,0.4000000059604645,0.0,2015-08-06,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2015-08-06,2015-09-10,971108992.0,0.0,0.0,0.0,199476000.0,0.0,2015-07-17,16:48:40
2016-08-12,1216,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2016-08-04,2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-20,17:17:55
2017-08-11,1216,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0999999046325684,0.0,2017-08-03,2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,10:57:36
2018-08-10,1216,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2018-08-02,2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-13,11:49:05
2019-08-09,1216,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2019-08-01,2019-09-06,0.0,0.0,0.0,0.0,0.0,5682015421.0,2019-07-15,14:34:36
2020-08-14,1216,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2020-08-06,2020-09-11,0.0,0.0,0.0,0.0,0.0,5682015421.0,2020-07-15,10:09:33
