date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-13,1465,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,2005-08-05,,0.0,0.0,0.0,0.0,0.0,0.0,2005-07-19,15:09:15
2006-08-08,1465,94年,0.0,0.0,,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2006-08-02,,1717340.0,0.0,0.0,0.0,2576010.0,0.0,2006-07-13,11:30:20
2007-08-01,1465,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2007-07-26,,889133.0,0.0,0.0,0.0,1333700.0,0.0,2007-07-13,15:05:32
2008-09-16,1465,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.75,0.0,2008-09-10,,1371610.0,0.0,0.0,0.0,2057420.0,0.0,2008-08-26,14:31:57
2009-07-21,1465,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.550000011920929,0.0,2009-07-15,,979509.0,0.0,0.0,0.0,1469260.0,0.0,2009-06-29,18:30:59
2010-07-12,1465,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2010-07-06,,662740.0,0.0,0.0,0.0,994110.0,0.0,2010-06-17,10:30:20
2011-08-06,1465,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.200000047683716,0.0,2011-07-29,,3910710.0,0.0,0.0,0.0,5866060.0,0.0,2011-07-07,08:45:30
2012-08-29,1465,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2012-08-23,,1935170.0,0.0,0.0,0.0,2902760.0,0.0,2012-08-07,17:17:12
2013-07-30,1465,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-24,,1485020.0,0.0,0.0,0.0,2227530.0,0.0,2013-06-27,16:40:35
2014-09-05,1465,102年,2.0,0.0,2014-08-28,0.0,0.0,0.0,0.0,0.5,0.0,2014-08-28,2014-10-03,1879840.0,0.0,0.0,0.0,2819770.0,0.0,2014-08-12,17:10:39
2015-09-14,1465,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.949999988079071,0.0,2015-09-08,2015-10-05,1949450.0,0.0,0.0,0.0,2924180.0,0.0,2015-08-18,08:32:23
2016-09-14,1465,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,2016-09-08,2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-25,14:16:02
2017-08-08,1465,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6499999761581421,0.0,2017-08-02,2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-19,08:47:46
2018-08-18,1465,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20999999344348907,0.1899999976158142,2018-08-10,2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-18,09:40:45
2019-07-29,1465,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,2019-07-23,2019-08-19,0.0,0.0,0.0,0.0,0.0,103607267.0,2019-07-05,17:32:39
2020-09-13,1465,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2020-09-07,2020-09-30,0.0,0.0,0.0,0.0,0.0,103607267.0,2020-08-13,15:01:40
