date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-26,1109,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2005-07-20,,2519431.0,0.0,0.0,0.0,12597153.0,0.0,2005-07-04,10:00:07
2006-07-26,1109,94年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2006-07-20,,3098020.0,0.0,0.0,0.0,15490100.0,0.0,2006-06-29,15:46:33
2007-07-25,1109,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2007-07-19,,5782020.0,0.0,0.0,0.0,28910100.0,0.0,2007-07-03,10:50:19
2008-07-23,1109,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2008-07-17,,2246640.0,0.0,0.0,0.0,11233200.0,0.0,2008-06-23,16:25:23
2009-07-23,1109,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2009-07-16,,1700410.0,0.0,0.0,0.0,8502030.0,0.0,2009-07-01,15:00:30
2010-07-20,1109,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3499999940395355,0.0,2010-07-14,,971764.0,0.0,0.0,0.0,4858820.0,0.0,2010-06-25,14:26:15
2011-07-20,1109,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2800000011920929,0.0,2011-07-14,,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-27,16:58:58
2012-08-05,1109,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3499999940395355,0.0,2012-07-30,,661773.0,0.0,0.0,0.0,3308860.0,0.0,2012-07-12,17:45:59
2013-07-22,1109,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3799999952316284,0.0,2013-07-16,,790303.0,0.0,0.0,0.0,3951510.0,0.0,2013-06-28,16:51:34
2014-07-23,1109,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2014-07-17,,4941570.0,0.0,0.0,0.0,9883140.0,0.0,2014-06-12,15:02:11
2015-07-21,1109,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2015-07-15,2015-08-12,5103720.0,0.0,0.0,0.0,10207400.0,0.0,2015-06-29,14:29:03
2016-07-17,1109,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2016-07-11,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-22,18:04:46
2017-07-09,1109,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,2017-07-03,2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-19,09:07:56
2018-07-23,1109,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,2018-07-17,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-02,17:38:29
2019-07-22,1109,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2019-07-16,2019-08-15,0.0,0.0,0.0,0.0,0.0,341957868.0,2019-06-21,17:45:24
2020-07-24,1109,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1,0.0,2020-07-16,2020-08-17,0.0,0.0,0.0,0.0,0.0,341957868.0,2020-06-29,15:28:18
