,0,1,2,3,4,5,6
0,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
1,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證
2,710951　譜瑞中信05購01,TW20Z7109511,2020/05/07,上櫃,,RWSCCE,
3,711573　譜瑞中信06購01,TW20Z7115732,2020/06/02,上櫃,,RWSCCE,
4,711654　元太中信06購01,TW20Z7116540,2020/06/05,上櫃,,RWSCCE,
5,711864　中美晶中信06購01,TW20Z7118645,2020/06/12,上櫃,,RWSCCE,
6,711865　中美晶中信06購02,TW20Z7118652,2020/06/12,上櫃,,RWSCCE,
7,711866　穩懋中信06購01,TW20Z7118660,2020/06/12,上櫃,,RWSCCE,
8,711867　穩懋中信06購02,TW20Z7118678,2020/06/12,上櫃,,RWSCCE,
9,711909　鈊象元富06購01,TW20Z7119098,2020/06/12,上櫃,,RWSCCA,
10,712195　倉和統一04購01,TW20Z7121953,2020/06/24,上櫃,,RWSCCA,
11,712230　鈊象凱基04購01,TW20Z7122308,2020/06/24,上櫃,,RWSCCA,
12,712246　穩懋中信04購01,TW20Z7122464,2020/06/29,上櫃,,RWSCCE,
13,712261　鈊象凱基04購02,TW20Z7122613,2020/06/29,上櫃,,RWSCCA,
14,712294　譜瑞中信06購03,TW20Z7122944,2020/06/30,上櫃,,RWSCCE,
15,712460　鈊象元富07購01,TW20Z7124601,2020/07/03,上櫃,,RWSCCA,
16,712461　鈊象元富07購02,TW20Z7124619,2020/07/03,上櫃,,RWSCCA,
17,712602　信驊元富07購01,TW20Z7126028,2020/07/07,上櫃,,RWSCCA,
18,712612　昇佳電統一05購01,TW20Z7126127,2020/07/07,上櫃,,RWSCCA,
19,712613　昇佳電統一05購02,TW20Z7126135,2020/07/07,上櫃,,RWSCCA,
20,712618　台燿中信05購01,TW20Z7126184,2020/07/07,上櫃,,RWSCCE,
21,712789　M31元富07購01,TW20Z7127893,2020/07/10,上櫃,,RWSCCA,
22,712846　群聯元富07購01,TW20Z7128461,2020/07/13,上櫃,,RWSCCA,
23,712847　鈊象元富07購04,TW20Z7128479,2020/07/13,上櫃,,RWSCCA,
24,712862　穩懋康和07購01,TW20Z7128628,2020/07/13,上櫃,,RWSCCA,
25,712877　博智富邦04購01,TW20Z7128776,2020/07/14,上櫃,,RWSCCA,
26,712916　宏捷科統一04購01,TW20Z7129162,2020/07/14,上櫃,,RWSCCA,
27,712920　精測統一05購01,TW20Z7129204,2020/07/14,上櫃,,RWSCCA,
28,712968　穩懋元富07購01,TW20Z7129683,2020/07/15,上櫃,,RWSCCA,
29,712973　原相凱基05購01,TW20Z7129733,2020/07/15,上櫃,,RWSCCA,
30,712980　精材統一05購01,TW20Z7129808,2020/07/15,上櫃,,RWSCCA,
31,712981　精材統一05購02,TW20Z7129816,2020/07/15,上櫃,,RWSCCA,
32,713040　精材統一07購01,TW20Z7130400,2020/07/16,上櫃,,RWSCCA,
33,713125　世界元富04購01,TW20Z7131259,2020/07/20,上櫃,,RWSCCA,
34,713126　昇佳電元富05購01,TW20Z7131267,2020/07/20,上櫃,,RWSCCA,
35,713127　昇佳電元富05購02,TW20Z7131275,2020/07/20,上櫃,,RWSCCA,
36,713128　昇佳電元富05購03,TW20Z7131283,2020/07/20,上櫃,,RWSCCA,
37,713129　群聯元富07購03,TW20Z7131291,2020/07/20,上櫃,,RWSCCA,
38,713130　鈊象元富07購06,TW20Z7131309,2020/07/20,上櫃,,RWSCCA,
39,713133　新普中信07購01,TW20Z7131333,2020/07/21,上櫃,,RWSCCE,
40,713135　環球晶中信04購01,TW20Z7131358,2020/07/21,上櫃,,RWSCCE,
41,713148　聖暉元富04購01,TW20Z7131481,2020/07/21,上櫃,,RWSCCA,
42,713178　精測元富04購01,TW20Z7131788,2020/07/22,上櫃,,RWSCCA,
43,713179　穩懋元富04購01,TW20Z7131796,2020/07/22,上櫃,,RWSCCA,
44,713180　穩懋元富04購02,TW20Z7131804,2020/07/22,上櫃,,RWSCCA,
45,713231　合晶元富07購01,TW20Z7132315,2020/07/23,上櫃,,RWSCCA,
46,713232　信驊元富07購02,TW20Z7132323,2020/07/23,上櫃,,RWSCCA,
47,713233　宣德元富07購01,TW20Z7132331,2020/07/23,上櫃,,RWSCCA,
48,713234　閎康元富07購01,TW20Z7132349,2020/07/23,上櫃,,RWSCCA,
49,713237　聯亞元富04購01,TW20Z7132372,2020/07/23,上櫃,,RWSCCA,
50,713238　穩懋元富07購02,TW20Z7132380,2020/07/23,上櫃,,RWSCCA,
51,713239　鈊象元富07購08,TW20Z7132398,2020/07/23,上櫃,,RWSCCA,
52,713242　創惟統一04購01,TW20Z7132422,2020/07/24,上櫃,,RWSCCA,
53,713244　信驊凱基04購01,TW20Z7132448,2020/07/24,上櫃,,RWSCCA,
54,713262　宜鼎元富07購01,TW20Z7132620,2020/07/24,上櫃,,RWSCCA,
55,713263　欣銓元富07購01,TW20Z7132638,2020/07/24,上櫃,,RWSCCA,
56,713264　倉和元富07購01,TW20Z7132646,2020/07/24,上櫃,,RWSCCA,
57,713265　海韻電元富07購01,TW20Z7132653,2020/07/24,上櫃,,RWSCCA,
58,713266　緯軟元富07購01,TW20Z7132661,2020/07/24,上櫃,,RWSCCA,
59,713283　M31元富07購02,TW20Z7132836,2020/07/27,上櫃,,RWSCCA,
60,713284　晶焱元富04購01,TW20Z7132844,2020/07/27,上櫃,,RWSCCA,
61,713321　統新統一07購01,TW20Z7133214,2020/07/28,上櫃,,RWSCCA,
62,713322　統新統一07購02,TW20Z7133222,2020/07/28,上櫃,,RWSCCA,
63,713323　統新統一07購03,TW20Z7133230,2020/07/28,上櫃,,RWSCCA,
64,713370　宏捷科元富04購01,TW20Z7133701,2020/07/28,上櫃,,RWSCCA,
65,713371　宜特元富04購01,TW20Z7133719,2020/07/28,上櫃,,RWSCCA,
66,713372　信驊元富07購03,TW20Z7133727,2020/07/28,上櫃,,RWSCCA,
67,713373　統新元富07購01,TW20Z7133735,2020/07/28,上櫃,,RWSCCA,
68,713374　鈺太元富07購01,TW20Z7133743,2020/07/28,上櫃,,RWSCCA,
69,713388　創惟統一06購01,TW20Z7133883,2020/07/29,上櫃,,RWSCCA,
70,713404　力旺元富07購01,TW20Z7134048,2020/07/29,上櫃,,RWSCCA,
71,713408　原相元富07購01,TW20Z7134089,2020/07/29,上櫃,,RWSCCA,
72,713417　精材群益04購01,TW20Z7134170,2020/07/30,上櫃,,RWSCCA,
73,713428　精材元富04購01,TW20Z7134287,2020/07/30,上櫃,,RWSCCA,
74,713439　原相元富07購02,TW20Z7134394,2020/07/31,上櫃,,RWSCCA,
75,713516　譜瑞統一05購01,TW20Z7135169,2020/08/05,上櫃,,RWSCCA,
76,713517　譜瑞統一05購02,TW20Z7135177,2020/08/05,上櫃,,RWSCCA,
77,713527　雙鴻元富08購01,TW20Z7135276,2020/08/06,上櫃,,RWSCCA,
78,713528　穩懋元富05購01,TW20Z7135284,2020/08/06,上櫃,,RWSCCA,
79,713529　鈊象元富08購01,TW20Z7135292,2020/08/06,上櫃,,RWSCCA,
80,713530　鈊象元富08購02,TW20Z7135300,2020/08/06,上櫃,,RWSCCA,
81,713589　宣德統一05購01,TW20Z7135896,2020/08/07,上櫃,,RWSCCA,
82,713613　鈊象國泰04購01,TW20Z7136134,2020/08/10,上櫃,,RWSCCA,
83,713625　元太國泰04購01,TW20Z7136258,2020/08/11,上櫃,,RWSCCA,
84,713629　雙鴻群益04購03,TW20Z7136290,2020/08/11,上櫃,,RWSCCA,
85,713648　昇佳電統一04購01,TW20Z7136480,2020/08/11,上櫃,,RWSCCA,
86,713649　信驊統一04購01,TW20Z7136498,2020/08/11,上櫃,,RWSCCA,
87,713654　雙鴻統一04購02,TW20Z7136548,2020/08/11,上櫃,,RWSCCA,
88,713655　雙鴻國泰04購01,TW20Z7136555,2020/08/12,上櫃,,RWSCCA,
89,713675　合晶統一04購01,TW20Z7136753,2020/08/12,上櫃,,RWSCCA,
90,713676　宏捷科統一05購01,TW20Z7136761,2020/08/12,上櫃,,RWSCCA,
91,713691　弘塑元富08購01,TW20Z7136910,2020/08/13,上櫃,,RWSCCA,
92,713692　精測元富05購01,TW20Z7136928,2020/08/13,上櫃,,RWSCCA,
93,713698　雙美凱基04購02,TW20Z7136985,2020/08/13,上櫃,,RWSCCA,
94,713727　中菲行群益04購01,TW20Z7137272,2020/08/14,上櫃,,RWSCCA,
95,713728　波若威群益04購01,TW20Z7137280,2020/08/14,上櫃,,RWSCCA,
96,713733　昇佳電國票04購01,TW20Z7137330,2020/08/14,上櫃,,RWSCCA,
97,713736　安勤元富08購01,TW20Z7137363,2020/08/14,上櫃,,RWSCCA,
98,713762　倉和元富08購01,TW20Z7137629,2020/08/17,上櫃,,RWSCCA,
99,713763　桂盟元富08購01,TW20Z7137637,2020/08/17,上櫃,,RWSCCA,
100,713764　桂盟元富08購02,TW20Z7137645,2020/08/17,上櫃,,RWSCCA,
101,713765　精華元富08購01,TW20Z7137652,2020/08/17,上櫃,,RWSCCA,
102,713771　弘塑元大04購01,TW20Z7137710,2020/08/18,上櫃,,RWSCCA,
103,713777　大江元富08購01,TW20Z7137777,2020/08/18,上櫃,,RWSCCA,
104,713778　威剛元富08購01,TW20Z7137785,2020/08/18,上櫃,,RWSCCA,
105,713781　雙鴻凱基04購01,TW20Z7137819,2020/08/18,上櫃,,RWSCCA,
106,713791　聯亞兆豐04購01,TW20Z7137918,2020/08/19,上櫃,,RWSCCA,
107,713803　宣德國泰04購01,TW20Z7138031,2020/08/20,上櫃,,RWSCCA,
108,713810　宣德凱基04購01,TW20Z7138106,2020/08/20,上櫃,,RWSCCA,
109,713817　群聯元富08購01,TW20Z7138171,2020/08/20,上櫃,,RWSCCA,
110,713818　碩禾元富08購01,TW20Z7138189,2020/08/20,上櫃,,RWSCCA,
111,713819　碩禾元富08購02,TW20Z7138197,2020/08/20,上櫃,,RWSCCA,
112,713821　碩禾統一05購01,TW20Z7138213,2020/08/20,上櫃,,RWSCCA,
113,713833　碩禾統一04購01,TW20Z7138338,2020/08/21,上櫃,,RWSCCA,
114,713844　聯亞國泰04購01,TW20Z7138445,2020/08/21,上櫃,,RWSCCA,
115,713851　精材群益04購02,TW20Z7138510,2020/08/21,上櫃,,RWSCCA,
116,713852　信驊元富08購01,TW20Z7138528,2020/08/21,上櫃,,RWSCCA,
117,713853　碩禾元富08購03,TW20Z7138536,2020/08/21,上櫃,,RWSCCA,
118,713861　雙鴻國泰04購02,TW20Z7138619,2020/08/24,上櫃,,RWSCCA,
119,713868　宣德統一04購03,TW20Z7138684,2020/08/24,上櫃,,RWSCCA,
120,713870　宏捷科元富08購01,TW20Z7138700,2020/08/24,上櫃,,RWSCCA,
121,713871　碩禾元富08購04,TW20Z7138718,2020/08/24,上櫃,,RWSCCA,
122,713882　穩懋元富08購01,TW20Z7138825,2020/08/25,上櫃,,RWSCCA,
123,713912　熱映國泰04購01,TW20Z7139120,2020/08/27,上櫃,,RWSCCA,
124,713921　原相元富08購01,TW20Z7139211,2020/08/27,上櫃,,RWSCCA,
125,713922　精測元富08購01,TW20Z7139229,2020/08/27,上櫃,,RWSCCA,
126,713924　群聯群益04購02,TW20Z7139245,2020/08/27,上櫃,,RWSCCA,
127,713929　倉和凱基04購01,TW20Z7139294,2020/08/27,上櫃,,RWSCCA,
128,713934　鈊象凱基04購03,TW20Z7139344,2020/08/27,上櫃,,RWSCCA,
129,713935　鈊象凱基05購01,TW20Z7139351,2020/08/27,上櫃,,RWSCCA,
130,713938　鈊象統一04購01,TW20Z7139385,2020/08/27,上櫃,,RWSCCA,
131,713939　鈊象統一05購01,TW20Z7139393,2020/08/27,上櫃,,RWSCCA,
132,713942　僑威國票04購01,TW20Z7139427,2020/08/27,上櫃,,RWSCCA,
133,713946　神盾元富04購01,TW20Z7139468,2020/08/28,上櫃,,RWSCCA,
134,713957　宣德中信04購01,TW20Z7139575,2020/08/28,上櫃,,RWSCCE,
135,713965　昇佳電凱基04購01,TW20Z7139658,2020/08/28,上櫃,,RWSCCA,
136,713975　頎邦群益04購01,TW20Z7139757,2020/08/28,上櫃,,RWSCCA,
137,713976　宣德統一04購04,TW20Z7139765,2020/08/28,上櫃,,RWSCCA,
138,713977　宣德統一04購05,TW20Z7139773,2020/08/28,上櫃,,RWSCCA,
139,713982　鈊象國泰04購02,TW20Z7139823,2020/08/31,上櫃,,RWSCCA,
140,713984　精材中信04購01,TW20Z7139849,2020/08/31,上櫃,,RWSCCE,
141,713985　廣明中信04購01,TW20Z7139856,2020/08/31,上櫃,,RWSCCE,
142,713995　雙鴻群益04購04,TW20Z7139955,2020/08/31,上櫃,,RWSCCA,
143,713996　昇佳電元富08購01,TW20Z7139963,2020/08/31,上櫃,,RWSCCA,
144,713997　鈊象元富08購03,TW20Z7139971,2020/08/31,上櫃,,RWSCCA,
145,713998　鈊象元富08購04,TW20Z7139989,2020/08/31,上櫃,,RWSCCA,
146,713999　鈊象元富08購05,TW20Z7139997,2020/08/31,上櫃,,RWSCCA,
147,714000　鈊象元富08購06,TW20Z7140003,2020/08/31,上櫃,,RWSCCA,
148,714009　弘塑凱基04購01,TW20Z7140094,2020/08/31,上櫃,,RWSCCA,
149,714011　廣明統一04購01,TW20Z7140110,2020/08/31,上櫃,,RWSCCA,
150,714012　緯軟統一04購01,TW20Z7140128,2020/08/31,上櫃,,RWSCCA,
151,714030　弘塑統一04購01,TW20Z7140300,2020/09/01,上櫃,,RWSCCA,
152,714031　昇佳電統一04購02,TW20Z7140318,2020/09/01,上櫃,,RWSCCA,
153,714033　僑威統一04購01,TW20Z7140334,2020/09/01,上櫃,,RWSCCA,
154,714034　僑威統一04購02,TW20Z7140342,2020/09/01,上櫃,,RWSCCA,
155,714037　宏捷科群益05購01,TW20Z7140375,2020/09/01,上櫃,,RWSCCA,
156,714053　弘塑元富08購02,TW20Z7140532,2020/09/01,上櫃,,RWSCCA,
157,714054　昇佳電元富08購02,TW20Z7140540,2020/09/01,上櫃,,RWSCCA,
158,714055　昇佳電元富08購03,TW20Z7140557,2020/09/01,上櫃,,RWSCCA,
159,714057　宣德元富08購01,TW20Z7140573,2020/09/01,上櫃,,RWSCCA,
160,714059　宣德國泰04購02,TW20Z7140599,2020/09/01,上櫃,,RWSCCA,
161,714080　力致凱基05購01,TW20Z7140805,2020/09/03,上櫃,,RWSCCA,
162,714088　弘塑群益05購01,TW20Z7140888,2020/09/02,上櫃,,RWSCCA,
163,714120　大江元富09購01,TW20Z7141209,2020/09/03,上櫃,,RWSCCA,
164,714122　雙鴻元富09購01,TW20Z7141225,2020/09/03,上櫃,,RWSCCA,
165,714123　泰博國泰05購01,TW20Z7141233,2020/09/04,上櫃,,RWSCCA,
166,714131　宏捷科群益05購02,TW20Z7141316,2020/09/04,上櫃,,RWSCCA,
167,714150　泰博凱基05購01,TW20Z7141506,2020/09/07,上櫃,,RWSCCA,
168,714151　鈊象凱基05購02,TW20Z7141514,2020/09/04,上櫃,,RWSCCA,
169,714159　鈺太元富09購01,TW20Z7141597,2020/09/04,上櫃,,RWSCCA,
170,714172　中美晶國泰05購01,TW20Z7141720,2020/09/07,上櫃,,RWSCCA,
171,714173　鈊象國泰05購01,TW20Z7141738,2020/09/07,上櫃,,RWSCCA,
172,714193　弘塑元大05購01,TW20Z7141936,2020/09/07,上櫃,,RWSCCA,
173,714201　昇佳電元富05購04,TW20Z7142017,2020/09/07,上櫃,,RWSCCA,
174,714202　倉和元富09購01,TW20Z7142025,2020/09/07,上櫃,,RWSCCA,
175,714203　泰博元富09購01,TW20Z7142033,2020/09/07,上櫃,,RWSCCA,
176,714204　泰博元富09購02,TW20Z7142041,2020/09/07,上櫃,,RWSCCA,
177,714205　廣明元富06購01,TW20Z7142058,2020/09/07,上櫃,,RWSCCA,
178,714209　碩禾凱基05購01,TW20Z7142090,2020/09/07,上櫃,,RWSCCA,
179,714224　弘塑元大05購02,TW20Z7142249,2020/09/08,上櫃,,RWSCCA,
180,714237　宏捷科統一07購01,TW20Z7142371,2020/09/08,上櫃,,RWSCCA,
181,714242　中美晶凱基05購01,TW20Z7142421,2020/09/08,上櫃,,RWSCCA,
182,714246　雙鴻凱基05購01,TW20Z7142462,2020/09/08,上櫃,,RWSCCA,
183,714251　原相國泰04購01,TW20Z7142512,2020/09/09,上櫃,,RWSCCA,
184,714253　迅得群益04購01,TW20Z7142538,2020/09/09,上櫃,,RWSCCA,
185,714254　雙鴻統一04購03,TW20Z7142546,2020/09/09,上櫃,,RWSCCA,
186,714262　譜瑞元大04購02,TW20Z7142629,2020/09/09,上櫃,,RWSCCA,
187,714264　璟德元富09購01,TW20Z7142645,2020/09/09,上櫃,,RWSCCA,
188,714265　博智兆豐05購01,TW20Z7142652,2020/09/09,上櫃,,RWSCCA,
189,714266　環球晶兆豐04購01,TW20Z7142660,2020/09/09,上櫃,,RWSCCA,
190,714267　中菲行國票04購02,TW20Z7142678,2020/09/09,上櫃,,RWSCCA,
191,714268　創惟國票04購01,TW20Z7142686,2020/09/09,上櫃,,RWSCCA,
192,714269　豪展國票04購01,TW20Z7142694,2020/09/09,上櫃,,RWSCCA,
193,714272　原相統一05購01,TW20Z7142728,2020/09/10,上櫃,,RWSCCA,
194,714274　精測國泰05購01,TW20Z7142744,2020/09/10,上櫃,,RWSCCA,
195,714276　鈺太群益04購03,TW20Z7142769,2020/09/10,上櫃,,RWSCCA,
196,714277　鈺太群益04購04,TW20Z7142777,2020/09/10,上櫃,,RWSCCA,
197,714278　大田國票04購01,TW20Z7142785,2020/09/10,上櫃,,RWSCCA,
198,714279　宏捷科國票04購02,TW20Z7142793,2020/09/10,上櫃,,RWSCCA,
199,714285　穩懋兆豐04購01,TW20Z7142850,2020/09/10,上櫃,,RWSCCA,
200,714287　泰博元大04購01,TW20Z7142876,2020/09/11,上櫃,,RWSCCA,
201,714290　碩禾凱基05購02,TW20Z7142900,2020/09/11,上櫃,,RWSCCA,
202,714291　譜瑞凱基04購01,TW20Z7142918,2020/09/11,上櫃,,RWSCCA,
203,714292　鈊象凱基04購04,TW20Z7142926,2020/09/11,上櫃,,RWSCCA,
204,714293　磐亞國票04購01,TW20Z7142934,2020/09/11,上櫃,,RWSCCA,
205,714295　中菲行元富05購01,TW20Z7142959,2020/09/11,上櫃,,RWSCCA,
206,714296　威剛元富07購01,TW20Z7142967,2020/09/11,上櫃,,RWSCCA,
207,714297　統新元富09購01,TW20Z7142975,2020/09/11,上櫃,,RWSCCA,
208,714298　緯軟元富07購02,TW20Z7142983,2020/09/11,上櫃,,RWSCCA,
209,714300　精測兆豐05購01,TW20Z7143007,2020/09/11,上櫃,,RWSCCA,
210,714301　璟德國泰05購01,TW20Z7143015,2020/09/11,上櫃,,RWSCCA,
211,714313　中美晶國泰05購02,TW20Z7143130,2020/09/14,上櫃,,RWSCCA,
212,714316　波若威凱基06購01,TW20Z7143163,2020/09/14,上櫃,,RWSCCA,
213,714319　宣德統一04購06,TW20Z7143197,2020/09/14,上櫃,,RWSCCA,
214,714321　環球晶統一04購01,TW20Z7143213,2020/09/14,上櫃,,RWSCCA,
215,714322　台燿國票04購02,TW20Z7143221,2020/09/14,上櫃,,RWSCCA,
216,714323　昇佳電國票05購01,TW20Z7143239,2020/09/14,上櫃,,RWSCCA,
217,714324　金居國票04購01,TW20Z7143247,2020/09/14,上櫃,,RWSCCA,
218,714325　健喬國票04購01,TW20Z7143254,2020/09/14,上櫃,,RWSCCA,
219,714326　統新國票04購03,TW20Z7143262,2020/09/14,上櫃,,RWSCCA,
220,714327　精材國票04購01,TW20Z7143270,2020/09/14,上櫃,,RWSCCA,
221,714328　穩懋國票04購02,TW20Z7143288,2020/09/14,上櫃,,RWSCCA,
222,714331　凡甲元富09購01,TW20Z7143312,2020/09/14,上櫃,,RWSCCA,
223,714332　弘塑元富09購01,TW20Z7143320,2020/09/14,上櫃,,RWSCCA,
224,714333　精測元富09購01,TW20Z7143338,2020/09/14,上櫃,,RWSCCA,
225,714341　碩禾元大06購01,TW20Z7143411,2020/09/15,上櫃,,RWSCCA,
226,714343　金可國票04購01,TW20Z7143437,2020/09/15,上櫃,,RWSCCA,
227,714344　精華國票04購01,TW20Z7143445,2020/09/15,上櫃,,RWSCCA,
228,714345　德微國票04購01,TW20Z7143452,2020/09/15,上櫃,,RWSCCA,
229,714346　雙鴻國票04購02,TW20Z7143460,2020/09/15,上櫃,,RWSCCA,
230,714348　威剛元富07購02,TW20Z7143486,2020/09/15,上櫃,,RWSCCA,
231,714349　原相元富09購01,TW20Z7143494,2020/09/15,上櫃,,RWSCCA,
232,714350　創惟元富07購01,TW20Z7143502,2020/09/15,上櫃,,RWSCCA,
233,714351　群聯元富07購05,TW20Z7143510,2020/09/15,上櫃,,RWSCCA,
234,714352　僑威元富05購01,TW20Z7143528,2020/09/15,上櫃,,RWSCCA,
235,714353　僑威元富07購01,TW20Z7143536,2020/09/15,上櫃,,RWSCCA,
236,714354　僑威國泰05購01,TW20Z7143544,2020/09/15,上櫃,,RWSCCA,
237,714361　波若威凱基05購01,TW20Z7143619,2020/09/15,上櫃,,RWSCCA,
238,714366　明安統一05購01,TW20Z7143668,2020/09/15,上櫃,,RWSCCA,
239,714367　僑威統一05購01,TW20Z7143676,2020/09/15,上櫃,,RWSCCA,
240,714368　宏捷科國泰05購01,TW20Z7143684,2020/09/16,上櫃,,RWSCCA,
241,714371　宏捷科元大04購01,TW20Z7143718,2020/09/16,上櫃,,RWSCCA,
242,714374　雙鴻元大05購02,TW20Z7143742,2020/09/16,上櫃,,RWSCCA,
243,714375　良維元富09購01,TW20Z7143759,2020/09/16,上櫃,,RWSCCA,
244,714380　僑威凱基05購01,TW20Z7143809,2020/09/16,上櫃,,RWSCCA,
245,714381　聯亞國票04購01,TW20Z7143817,2020/09/16,上櫃,,RWSCCA,
246,714382　雙鴻國票04購03,TW20Z7143825,2020/09/16,上櫃,,RWSCCA,
247,714384　世界統一04購01,TW20Z7143841,2020/09/16,上櫃,,RWSCCA,
248,714385　明安統一04購01,TW20Z7143858,2020/09/16,上櫃,,RWSCCA,
249,714386　宣德統一05購02,TW20Z7143866,2020/09/16,上櫃,,RWSCCA,
250,714388　弘塑群益04購01,TW20Z7143882,2020/09/17,上櫃,,RWSCCA,
251,714404　世界國票04購01,TW20Z7144047,2020/09/17,上櫃,,RWSCCA,
252,714405　兆利國票04購02,TW20Z7144054,2020/09/17,上櫃,,RWSCCA,
253,714406　良維國票04購01,TW20Z7144062,2020/09/17,上櫃,,RWSCCA,
254,714408　豪展凱基04購01,TW20Z7144088,2020/09/17,上櫃,,RWSCCA,
255,714409　優群凱基04購01,TW20Z7144096,2020/09/17,上櫃,,RWSCCA,
256,714410　中菲行國泰05購01,TW20Z7144104,2020/09/18,上櫃,,RWSCCA,
257,714411　環球晶國泰04購01,TW20Z7144112,2020/09/18,上櫃,,RWSCCA,
258,714422　M31群益04購01,TW20Z7144229,2020/09/18,上櫃,,RWSCCA,
259,714425　群聯兆豐04購01,TW20Z7144252,2020/09/18,上櫃,,RWSCCA,
260,714426　中美晶國票04購02,TW20Z7144260,2020/09/18,上櫃,,RWSCCA,
261,714427　群聯國票04購02,TW20Z7144278,2020/09/18,上櫃,,RWSCCA,
262,714428　熱映國票04購01,TW20Z7144286,2020/09/18,上櫃,,RWSCCA,
263,714429　雙鴻國票04購05,TW20Z7144294,2020/09/18,上櫃,,RWSCCA,
264,714431　原相統一05購02,TW20Z7144310,2020/09/18,上櫃,,RWSCCA,
265,714432　宏捷科凱基05購01,TW20Z7144328,2020/09/18,上櫃,,RWSCCA,
266,714433　原相凱基04購01,TW20Z7144336,2020/09/18,上櫃,,RWSCCA,
267,714435　中美晶群益04購01,TW20Z7144351,2020/09/21,上櫃,,RWSCCA,
268,714440　僑威凱基05購02,TW20Z7144401,2020/09/21,上櫃,,RWSCCA,
269,714442　雙鴻凱基05購02,TW20Z7144427,2020/09/21,上櫃,,RWSCCA,
270,714449　聯亞元富09購01,TW20Z7144492,2020/09/21,上櫃,,RWSCCA,
271,714451　晶焱兆豐04購01,TW20Z7144518,2020/09/21,上櫃,,RWSCCA,
272,714452　穩懋兆豐04購02,TW20Z7144526,2020/09/21,上櫃,,RWSCCA,
273,714453　鈺太國票04購01,TW20Z7144534,2020/09/21,上櫃,,RWSCCA,
274,714457　良維元大04購01,TW20Z7144575,2020/09/21,上櫃,,RWSCCA,
275,714465　中美晶元大04購01,TW20Z7144658,2020/09/22,上櫃,,RWSCCA,
276,714473　弘塑國票04購02,TW20Z7144732,2020/09/22,上櫃,,RWSCCA,
277,714474　原相國票04購01,TW20Z7144740,2020/09/22,上櫃,,RWSCCA,
278,714475　海韻電國票04購01,TW20Z7144757,2020/09/22,上櫃,,RWSCCA,
279,714476　鈊象國票04購02,TW20Z7144765,2020/09/22,上櫃,,RWSCCA,
280,714477　M31凱基04購01,TW20Z7144773,2020/09/22,上櫃,,RWSCCA,
281,714480　迅得凱基04購01,TW20Z7144807,2020/09/22,上櫃,,RWSCCA,
282,714486　精材兆豐04購01,TW20Z7144864,2020/09/22,上櫃,,RWSCCA,
283,714487　聯亞兆豐04購02,TW20Z7144872,2020/09/22,上櫃,,RWSCCA,
284,714488　宣德統一05購03,TW20Z7144880,2020/09/22,上櫃,,RWSCCA,
285,714489　海韻電統一05購01,TW20Z7144898,2020/09/22,上櫃,,RWSCCA,
286,714490　熱映統一05購01,TW20Z7144906,2020/09/22,上櫃,,RWSCCA,
287,714491　譜瑞元富05購01,TW20Z7144914,2020/09/22,上櫃,,RWSCCA,
288,714492　譜瑞中信07購01,TW20Z7144922,2020/09/22,上櫃,,RWSCCE,
289,714498　威剛元大04購01,TW20Z7144989,2020/09/23,上櫃,,RWSCCA,
290,714501　倉和元大04購02,TW20Z7145010,2020/09/23,上櫃,,RWSCCA,
291,714503　倉和國泰05購01,TW20Z7145036,2020/09/23,上櫃,,RWSCCA,
292,714504　穩懋富邦06購01,TW20Z7145044,2020/09/23,上櫃,,RWSCCA,
293,714505　倉和元富09購02,TW20Z7145051,2020/09/23,上櫃,,RWSCCA,
294,714513　合晶統一05購01,TW20Z7145135,2020/09/23,上櫃,,RWSCCA,
295,714515　倉和統一05購01,TW20Z7145150,2020/09/23,上櫃,,RWSCCA,
296,714516　鈊象統一04購02,TW20Z7145168,2020/09/23,上櫃,,RWSCCA,
297,714518　頎邦統一05購01,TW20Z7145184,2020/09/23,上櫃,,RWSCCA,
298,714520　倉和國票04購02,TW20Z7145200,2020/09/23,上櫃,,RWSCCA,
299,714540　宣德兆豐04購01,TW20Z7145408,2020/09/24,上櫃,,RWSCCA,
300,714547　碩禾元大06購02,TW20Z7145473,2020/09/24,上櫃,,RWSCCA,
301,714552　宣德統一04購07,TW20Z7145523,2020/09/24,上櫃,,RWSCCA,
302,714553　倉和統一04購02,TW20Z7145531,2020/09/24,上櫃,,RWSCCA,
303,714561　大江國票04購02,TW20Z7145614,2020/09/24,上櫃,,RWSCCA,
304,714562　杰力國票04購01,TW20Z7145622,2020/09/24,上櫃,,RWSCCA,
305,714563　信驊國票04購01,TW20Z7145630,2020/09/24,上櫃,,RWSCCA,
306,714564　倉和國票04購03,TW20Z7145648,2020/09/24,上櫃,,RWSCCA,
307,714565　耕興國票04購01,TW20Z7145655,2020/09/24,上櫃,,RWSCCA,
308,714566　聯亞國票04購02,TW20Z7145663,2020/09/24,上櫃,,RWSCCA,
309,714573　雙鴻凱基04購02,TW20Z7145739,2020/09/25,上櫃,,RWSCCA,
310,714578　環球晶富邦05購01,TW20Z7145788,2020/09/25,上櫃,,RWSCCA,
