date,stock_id,type,value,origin_name
2008-06-30,1101,AccountsPayable,48107000.0,應付帳款
2008-06-30,1101,AccruedPensionLiabilities,26426000.0,應計退休金負債
2008-06-30,1101,AmortizationExpense,49830000.0,攤銷費用
2008-06-30,1101,CashBalancesBeginningOfPeriod,1211160000.0,期初現金及約當現金餘額
2008-06-30,1101,CashBalancesEndOfPeriod,3163480000.0,期末現金及約當現金餘額
2008-06-30,1101,CashBalancesIncrease,1952330000.0,本期現金及約當現金淨增減數
2008-06-30,1101,CashDividendsInvesteeCompaniesUnderTheEquityMethod,4703140000.0,收到權益法被投資公司現金股利
2008-06-30,1101,DeferredIncomeTax,328000.0,遞延所得稅
2008-06-30,1101,Depreciation,816673000.0,折舊費用
2008-06-30,1101,DisposeThePriceFixedAssets,1129000.0,處分固定資產價款
2008-06-30,1101,IncomeTaxPayable,17932000.0,應付所得稅
2008-06-30,1101,NetCashInflowFromOperatingActivities,6492020000.0,營業活動之淨現金流入
2008-06-30,1101,NetIncome,2837140000.0,本期淨利
2008-06-30,1101,PayIncomeTax,132640000.0,支付所得稅
2008-06-30,1101,PayTheInterest,150817000.0,支付利息
2008-06-30,1101,PurchaseFixedAssets,87052000.0,購置固定資產
2009-03-31,1101,AccountsPayable,200260000.0,應付帳款
2009-03-31,1101,AccruedPensionLiabilities,17923000.0,應計退休金負債
2009-03-31,1101,AmountDueFromRelatedParties,108069000.0,應收關係人款項
2009-03-31,1101,AmountDueToRelatedParties,75102000.0,應付關係人款項
2009-03-31,1101,CashBalancesBeginningOfPeriod,2235340000.0,期初現金及約當現金餘額
2009-03-31,1101,CashBalancesEndOfPeriod,1923310000.0,期末現金及約當現金餘額
2009-03-31,1101,CashFlowsProvidedFromFinancingActivities,725601000.0,融資活動之淨現金流出
2009-03-31,1101,DeferredIncomeTax,24990000.0,遞延所得稅
2009-03-31,1101,IncomeTaxPayable,0.0,應付所得稅
2009-03-31,1101,InventoryIncrease,613106000.0,存  貨
2009-03-31,1101,NetCashInflowFromOperatingActivities,410475000.0,營業活動之淨現金流入
2009-03-31,1101,PayIncomeTax,436000.0,支付所得稅
2009-03-31,1101,PayTheInterest,97398000.0,支付利息
2009-09-30,1101,AccountsPayable,3540000.0,應付帳款
2009-09-30,1101,AccruedPensionLiabilities,62888000.0,應計退休金負債
2009-09-30,1101,AmountDueFromRelatedParties,352079000.0,應收關係人款項
2009-09-30,1101,AmountDueToRelatedParties,172699000.0,應付關係人款項
2009-09-30,1101,CashBalancesBeginningOfPeriod,2235340000.0,期初現金及約當現金餘額
2009-09-30,1101,CashBalancesEndOfPeriod,1495780000.0,期末現金及約當現金餘額
2009-09-30,1101,CashFlowsProvidedFromFinancingActivities,5036720000.0,融資活動之淨現金流出
2009-09-30,1101,DeferredIncomeTax,10580000.0,遞延所得稅
2009-09-30,1101,IncomeTaxPayable,67157000.0,應付所得稅
2009-09-30,1101,InventoryIncrease,265534000.0,存  貨
2009-09-30,1101,NetCashInflowFromOperatingActivities,4427860000.0,營業活動之淨現金流入
2009-09-30,1101,PayIncomeTax,188112000.0,支付所得稅
2009-09-30,1101,PayTheInterest,225127000.0,支付利息
2009-12-31,1101,AccountsPayable,93414000.0,應付帳款
2009-12-31,1101,AccruedPensionLiabilities,82283000.0,應計退休金負債
2009-12-31,1101,AmortizationExpense,130497000.0,攤銷費用
2009-12-31,1101,CashBalancesBeginningOfPeriod,2235340000.0,期初現金及約當現金餘額
2009-12-31,1101,CashBalancesEndOfPeriod,1211160000.0,期末現金及約當現金餘額
2009-12-31,1101,CashBalancesIncrease,1024180000.0,本期現金及約當現金淨增減數
2009-12-31,1101,CashDividendsInvesteeCompaniesUnderTheEquityMethod,2862050000.0,收到權益法被投資公司現金股利
2009-12-31,1101,DeferredIncomeTax,33682000.0,遞延所得稅
2009-12-31,1101,Depreciation,1638820000.0,折舊費用
2009-12-31,1101,DisposeThePriceFixedAssets,7290000.0,處分固定資產價款
2009-12-31,1101,IncomeTaxPayable,20797000.0,應付所得稅
2009-12-31,1101,NetCashInflowFromOperatingActivities,4716260000.0,營業活動之淨現金流入
2009-12-31,1101,NetIncome,7424530000.0,本期淨利
2009-12-31,1101,PayIncomeTax,188379000.0,支付所得稅
2009-12-31,1101,PayTheInterest,361845000.0,支付利息
2009-12-31,1101,PurchaseFixedAssets,97913000.0,購置固定資產
2010-03-31,1101,AccountsPayable,15066000.0,應付帳款
2010-03-31,1101,AccruedPensionLiabilities,11949000.0,應計退休金負債
2010-03-31,1101,AmortizationExpense,25649000.0,攤銷費用
2010-03-31,1101,AmountDueFromRelatedParties,202762000.0,應收關係人款項
2010-03-31,1101,AmountDueToRelatedParties,55712000.0,應付關係人款項
2010-03-31,1101,CashBalancesBeginningOfPeriod,1211160000.0,期初現金及約當現金餘額
2010-03-31,1101,CashBalancesEndOfPeriod,4792470000.0,期末現金及約當現金餘額
2010-03-31,1101,CashBalancesIncrease,3581310000.0,本期現金及約當現金淨增減數
2010-03-31,1101,CashDividendsInvesteeCompaniesUnderTheEquityMethod,2934060000.0,收到權益法被投資公司現金股利
2010-03-31,1101,CashFlowsProvidedFromFinancingActivities,369193000.0,融資活動之淨現金流出
2010-03-31,1101,DeferredIncomeTax,8167000.0,遞延所得稅
2010-03-31,1101,Depreciation,409113000.0,折舊費用
2010-03-31,1101,DisposeThePriceFixedAssets,233000.0,處分固定資產價款
2010-03-31,1101,IncomeTaxPayable,47204000.0,應付所得稅
2010-03-31,1101,InventoryIncrease,198381000.0,存  貨
2010-03-31,1101,NetCashInflowFromOperatingActivities,3967590000.0,營業活動之淨現金流入
2010-03-31,1101,NetIncome,924955000.0,本期淨利
2010-03-31,1101,PayIncomeTax,21336000.0,支付所得稅
2010-03-31,1101,PayTheInterest,77414000.0,支付利息
2010-03-31,1101,PurchaseFixedAssets,21185000.0,購置固定資產
2010-06-30,1101,AccountsPayable,48107000.0,應付帳款
2010-06-30,1101,AccruedPensionLiabilities,26426000.0,應計退休金負債
2010-06-30,1101,AmountDueFromRelatedParties,178389000.0,應收關係人款項
2010-06-30,1101,AmountDueToRelatedParties,145996000.0,應付關係人款項
2010-06-30,1101,CashBalancesBeginningOfPeriod,1211160000.0,期初現金及約當現金餘額
2010-06-30,1101,CashBalancesEndOfPeriod,3163480000.0,期末現金及約當現金餘額
2010-06-30,1101,CashFlowsProvidedFromFinancingActivities,4489880000.0,融資活動之淨現金流出
2010-06-30,1101,CashProvidedByInvestingActivities,49806000.0,投資活動之淨現金流出
2010-06-30,1101,DecreaseInShortTermLoans,7519000.0,短期借款減少
2010-06-30,1101,DeferredIncomeTax,328000.0,遞延所得稅
2010-06-30,1101,IncomeTaxPayable,17932000.0,應付所得稅
2010-06-30,1101,InventoryIncrease,67616000.0,存  貨
2010-06-30,1101,NetCashInflowFromOperatingActivities,6492020000.0,營業活動之淨現金流入
2010-06-30,1101,PayIncomeTax,132640000.0,支付所得稅
2010-06-30,1101,PayTheInterest,150817000.0,支付利息
2010-09-30,1101,AccountsPayable,24148000.0,應付帳款
2010-09-30,1101,AccruedPensionLiabilities,23046000.0,應計退休金負債
2010-09-30,1101,AmountDueFromRelatedParties,182462000.0,應收關係人款項
2010-09-30,1101,AmountDueToRelatedParties,125495000.0,應付關係人款項
2010-09-30,1101,CashBalancesBeginningOfPeriod,1211160000.0,期初現金及約當現金餘額
2010-09-30,1101,CashBalancesEndOfPeriod,1013690000.0,期末現金及約當現金餘額
2010-09-30,1101,CashFlowsProvidedFromFinancingActivities,8879170000.0,融資活動之淨現金流出
2010-09-30,1101,DeferredIncomeTax,2485000.0,遞延所得稅
2010-09-30,1101,IncomeTaxPayable,8700000.0,應付所得稅
2010-09-30,1101,InventoryIncrease,418265000.0,存  貨
2010-09-30,1101,NetCashInflowFromOperatingActivities,8317130000.0,營業活動之淨現金流入
2010-09-30,1101,PayIncomeTax,155015000.0,支付所得稅
2010-09-30,1101,PayTheInterest,219912000.0,支付利息
2010-12-31,1101,AccountsPayable,19115000.0,應付帳款
2010-12-31,1101,AccruedPensionLiabilities,38095000.0,應計退休金負債
2010-12-31,1101,AmortizationExpense,94974000.0,攤銷費用
2010-12-31,1101,CashBalancesBeginningOfPeriod,1211160000.0,期初現金及約當現金餘額
2010-12-31,1101,CashBalancesEndOfPeriod,12285200000.0,期末現金及約當現金餘額
