date,stock_id,type,value,origin_name
2012-03-31,1235,AccountsPayable,12693000.0,應付帳款增加(減少)
2012-03-31,1235,AmortizationExpense,3000.0,攤銷費用
2012-03-31,1235,AmountDueToRelatedParties,836000.0,應付帳款-關係人增加(減少)
2012-03-31,1235,CashBalancesBeginningOfPeriod,17265000.0,期初現金及約當現金餘額
2012-03-31,1235,CashBalancesEndOfPeriod,16509000.0,期末現金及約當現金餘額
2012-03-31,1235,CashBalancesIncrease,756000.0,本期現金及約當現金增加（減少）數
2012-03-31,1235,CashFlowsFromOperatingActivities,37225000.0,營業活動之淨現金流入（流出）
2012-03-31,1235,CashFlowsProvidedFromFinancingActivities,51436000.0,籌資活動之淨現金流入（流出）
2012-03-31,1235,CashProvidedByInvestingActivities,14910000.0,投資活動之淨現金流入(流出)
2012-03-31,1235,CashReceivedThroughOperations,35451000.0,營運產生之現金流入（流出）
2012-03-31,1235,DecreaseInDepositDeposit,1143000.0,存出保證金減少
2012-03-31,1235,Depreciation,1225000.0,折舊費用
2012-03-31,1235,IncomeBeforeIncomeTaxFromContinuingOperations,10128000.0,繼續營業單位稅前淨利（淨損）
2012-03-31,1235,InterestExpense,2972000.0,利息費用
2012-03-31,1235,InterestIncome,13000.0,利息收入
2012-03-31,1235,InventoryIncrease,7949000.0,存貨(增加)減少
2012-03-31,1235,NetIncomeBeforeTax,10128000.0,本期稅前淨利（淨損）
2012-03-31,1235,OtherNonCurrentLiabilitiesIncrease,13000.0,其他流動資產(增加)減少
2012-03-31,1235,PayTheInterest,1787000.0,支付之利息
2012-03-31,1235,PropertyAndPlantAndEquipment,771000.0,取得不動產、廠房及設備
2012-03-31,1235,ReceivableIncrease,6737000.0,應收帳款(增加)減少
2012-03-31,1235,TotalIncomeLossItems,6301000.0,收益費損項目合計
2012-06-30,1235,AccountsPayable,8910000.0,應付帳款增加(減少)
2012-06-30,1235,AmortizationExpense,3000.0,攤銷費用
2012-06-30,1235,AmountDueToRelatedParties,53000.0,應付帳款-關係人增加(減少)
