date,stock_id,type,value,origin_name
2012-03-31,1220,AccountsPayable,73442000.0,應付帳款增加(減少)
2012-03-31,1220,AmortizationExpense,1332000.0,攤銷費用
2012-03-31,1220,AmountDueToRelatedParties,4424000.0,應付帳款-關係人增加(減少)
2012-03-31,1220,CashBalancesBeginningOfPeriod,439542000.0,期初現金及約當現金餘額
2012-03-31,1220,CashBalancesEndOfPeriod,101110000.0,期末現金及約當現金餘額
2012-03-31,1220,CashBalancesIncrease,338432000.0,本期現金及約當現金增加（減少）數
2012-03-31,1220,CashFlowsFromOperatingActivities,102006000.0,營業活動之淨現金流入（流出）
2012-03-31,1220,CashFlowsProvidedFromFinancingActivities,437432000.0,籌資活動之淨現金流入（流出）
2012-03-31,1220,CashProvidedByInvestingActivities,2882000.0,投資活動之淨現金流入(流出)
2012-03-31,1220,CashReceivedThroughOperations,105304000.0,營運產生之現金流入（流出）
2012-03-31,1220,DecreaseInDepositDeposit,812000.0,存出保證金減少
2012-03-31,1220,DecreaseInShortTermLoans,707278000.0,短期借款減少
2012-03-31,1220,Depreciation,19275000.0,折舊費用
2012-03-31,1220,IncomeBeforeIncomeTaxFromContinuingOperations,41911000.0,繼續營業單位稅前淨利（淨損）
2012-03-31,1220,InterestExpense,1418000.0,利息費用
2012-03-31,1220,InterestIncome,91000.0,利息收入
2012-03-31,1220,InventoryIncrease,123976000.0,存貨(增加)減少
2012-03-31,1220,NetIncomeBeforeTax,41911000.0,本期稅前淨利（淨損）
2012-03-31,1220,OtherNonCurrentLiabilitiesIncrease,2184000.0,其他流動資產(增加)減少
2012-03-31,1220,PayTheInterest,3407000.0,支付之利息
2012-03-31,1220,PropertyAndPlantAndEquipment,6678000.0,取得不動產、廠房及設備
2012-03-31,1220,ReceivableIncrease,3831000.0,應收帳款(增加)減少
2012-03-31,1220,RepaymentOfLongTermDebt,0.0,償還長期借款
2012-03-31,1220,TotalIncomeLossItems,22885000.0,收益費損項目合計
