stock_id,stock_name,date,HoldingSharesLevel,people,percent,unit
1301,台塑,2017-10-06,1-999,98307.0,0.35,22448254.0
1301,台塑,2017-10-06,"1,000-5,000",57045.0,1.9,121083858.0
1301,台塑,2017-10-06,"10,001-15,000",5269.0,0.98,62738362.0
1301,台塑,2017-10-06,"100,001-200,000",732.0,1.58,100718238.0
1301,台塑,2017-10-06,"15,001-20,000",2301.0,0.62,40037624.0
1301,台塑,2017-10-06,"20,001-30,000",2714.0,1.02,65499546.0
1301,台塑,2017-10-06,"200,001-400,000",368.0,1.6,102195025.0
1301,台塑,2017-10-06,"30,001-40,000",1179.0,0.63,40621461.0
1301,台塑,2017-10-06,"40,001-50,000",742.0,0.52,33195055.0
1301,台塑,2017-10-06,"400,001-600,000",170.0,1.32,84291668.0
1301,台塑,2017-10-06,"5,001-10,000",11873.0,1.29,82260385.0
1301,台塑,2017-10-06,"50,001-100,000",1491.0,1.6,102376134.0
1301,台塑,2017-10-06,"600,001-800,000",87.0,0.95,60611052.0
1301,台塑,2017-10-06,"800,001-1,000,000",63.0,0.88,56538110.0
1301,台塑,2017-10-06,"more than 1,000,001",306.0,84.68,5391126009.0
1301,台塑,2017-10-06,total,182647.0,100.0,6365740781.0
1301,台塑,2017-10-13,1-999,98358.0,0.35,22459423.0
1301,台塑,2017-10-13,"1,000-5,000",56688.0,1.89,120381131.0
1301,台塑,2017-10-13,"10,001-15,000",5255.0,0.98,62534754.0
1301,台塑,2017-10-13,"100,001-200,000",731.0,1.57,100548564.0
1301,台塑,2017-10-13,"15,001-20,000",2292.0,0.62,39834828.0
1301,台塑,2017-10-13,"20,001-30,000",2699.0,1.02,65150284.0
1301,台塑,2017-10-13,"200,001-400,000",366.0,1.59,101819521.0
1301,台塑,2017-10-13,"30,001-40,000",1174.0,0.63,40448882.0
1301,台塑,2017-10-13,"40,001-50,000",745.0,0.52,33341310.0
1301,台塑,2017-10-13,"400,001-600,000",167.0,1.29,82676534.0
1301,台塑,2017-10-13,"5,001-10,000",11812.0,1.28,81834116.0
1301,台塑,2017-10-13,"50,001-100,000",1492.0,1.61,102697040.0
1301,台塑,2017-10-13,"600,001-800,000",93.0,1.01,64748500.0
1301,台塑,2017-10-13,"800,001-1,000,000",62.0,0.87,55701010.0
1301,台塑,2017-10-13,"more than 1,000,001",306.0,84.69,5391564884.0
1301,台塑,2017-10-13,total,182240.0,100.0,6365740781.0
1301,台塑,2017-11-03,1-999,97914.0,0.35,22330022.0
1301,台塑,2017-11-03,"1,000-5,000",57806.0,1.92,122631708.0
1301,台塑,2017-11-03,"10,001-15,000",5272.0,0.98,62810150.0
1301,台塑,2017-11-03,"100,001-200,000",742.0,1.6,102150057.0
1301,台塑,2017-11-03,"15,001-20,000",2321.0,0.63,40411074.0
1301,台塑,2017-11-03,"20,001-30,000",2720.0,1.03,65603563.0
1301,台塑,2017-11-03,"200,001-400,000",367.0,1.6,101962938.0
1301,台塑,2017-11-03,"30,001-40,000",1184.0,0.64,40861168.0
1301,台塑,2017-11-03,"40,001-50,000",760.0,0.53,34025638.0
1301,台塑,2017-11-03,"400,001-600,000",164.0,1.27,81216339.0
1301,台塑,2017-11-03,"5,001-10,000",11968.0,1.3,83052374.0
1301,台塑,2017-11-03,"50,001-100,000",1501.0,1.62,103389707.0
1301,台塑,2017-11-03,"600,001-800,000",91.0,0.98,62912684.0
1301,台塑,2017-11-03,"800,001-1,000,000",64.0,0.9,57497519.0
1301,台塑,2017-11-03,"more than 1,000,001",309.0,84.59,5384885840.0
1301,台塑,2017-11-03,total,183183.0,100.0,6365740781.0
1301,台塑,2017-11-17,1-999,97805.0,0.35,22298623.0
1301,台塑,2017-11-17,"1,000-5,000",57674.0,1.92,122398911.0
1301,台塑,2017-11-17,"10,001-15,000",5292.0,0.99,63058671.0
1301,台塑,2017-11-17,"100,001-200,000",736.0,1.58,101120852.0
1301,台塑,2017-11-17,"15,001-20,000",2306.0,0.63,40131366.0
1301,台塑,2017-11-17,"20,001-30,000",2722.0,1.03,65658425.0
1301,台塑,2017-11-17,"200,001-400,000",376.0,1.63,103993470.0
1301,台塑,2017-11-17,"30,001-40,000",1184.0,0.64,40861951.0
1301,台塑,2017-11-17,"40,001-50,000",762.0,0.53,34124815.0
1301,台塑,2017-11-17,"400,001-600,000",166.0,1.28,82059031.0
1301,台塑,2017-11-17,"5,001-10,000",11929.0,1.3,82772827.0
1301,台塑,2017-11-17,"50,001-100,000",1489.0,1.6,102481641.0
1301,台塑,2017-11-17,"600,001-800,000",89.0,0.97,61814323.0
1301,台塑,2017-11-17,"800,001-1,000,000",63.0,0.88,56480884.0
1301,台塑,2017-11-17,"more than 1,000,001",311.0,84.61,5386484991.0
1301,台塑,2017-11-17,total,182904.0,100.0,6365740781.0
1301,台塑,2017-12-01,1-999,97655.0,0.34,22253633.0
1301,台塑,2017-12-01,"1,000-5,000",57586.0,1.92,122222244.0
1301,台塑,2017-12-01,"10,001-15,000",5294.0,0.99,63105868.0
1301,台塑,2017-12-01,"100,001-200,000",736.0,1.58,100986712.0
1301,台塑,2017-12-01,"15,001-20,000",2294.0,0.62,39916168.0
1301,台塑,2017-12-01,"20,001-30,000",2718.0,1.02,65538380.0
1301,台塑,2017-12-01,"200,001-400,000",380.0,1.65,105539869.0
1301,台塑,2017-12-01,"30,001-40,000",1191.0,0.64,41060918.0
1301,台塑,2017-12-01,"40,001-50,000",765.0,0.53,34308850.0
1301,台塑,2017-12-01,"400,001-600,000",165.0,1.29,82159834.0
1301,台塑,2017-12-01,"5,001-10,000",11924.0,1.3,82775280.0
1301,台塑,2017-12-01,"50,001-100,000",1492.0,1.61,102861653.0
1301,台塑,2017-12-01,"600,001-800,000",90.0,0.97,62332929.0
1301,台塑,2017-12-01,"800,001-1,000,000",67.0,0.94,60199778.0
1301,台塑,2017-12-01,"more than 1,000,001",310.0,84.52,5380478665.0
1301,台塑,2017-12-01,total,182667.0,100.0,6365740781.0
1301,台塑,2017-12-08,1-999,97671.0,0.34,22272576.0
1301,台塑,2017-12-08,"1,000-5,000",57190.0,1.9,121403635.0
1301,台塑,2017-12-08,"10,001-15,000",5252.0,0.98,62588007.0
1301,台塑,2017-12-08,"100,001-200,000",735.0,1.58,100659305.0
1301,台塑,2017-12-08,"15,001-20,000",2295.0,0.62,39945562.0
1301,台塑,2017-12-08,"20,001-30,000",2706.0,1.02,65234372.0
1301,台塑,2017-12-08,"200,001-400,000",381.0,1.65,105631144.0
1301,台塑,2017-12-08,"30,001-40,000",1183.0,0.64,40823550.0
1301,台塑,2017-12-08,"40,001-50,000",766.0,0.53,34323222.0
1301,台塑,2017-12-08,"400,001-600,000",169.0,1.31,83753143.0
1301,台塑,2017-12-08,"5,001-10,000",11884.0,1.29,82473008.0
1301,台塑,2017-12-08,"50,001-100,000",1491.0,1.61,102886408.0
1301,台塑,2017-12-08,"600,001-800,000",89.0,0.97,61889187.0
1301,台塑,2017-12-08,"800,001-1,000,000",66.0,0.93,59228701.0
1301,台塑,2017-12-08,"more than 1,000,001",311.0,84.55,5382628961.0
1301,台塑,2017-12-08,total,182189.0,100.0,6365740781.0
1301,台塑,2017-12-15,1-999,97617.0,0.34,22267243.0
1301,台塑,2017-12-15,"1,000-5,000",57067.0,1.9,121181555.0
1301,台塑,2017-12-15,"10,001-15,000",5247.0,0.98,62506702.0
1301,台塑,2017-12-15,"100,001-200,000",729.0,1.57,99987604.0
1301,台塑,2017-12-15,"15,001-20,000",2285.0,0.62,39775862.0
1301,台塑,2017-12-15,"20,001-30,000",2711.0,1.02,65342237.0
1301,台塑,2017-12-15,"200,001-400,000",385.0,1.67,106906634.0
1301,台塑,2017-12-15,"30,001-40,000",1184.0,0.64,40844659.0
1301,台塑,2017-12-15,"40,001-50,000",763.0,0.53,34166365.0
1301,台塑,2017-12-15,"400,001-600,000",166.0,1.29,82543838.0
1301,台塑,2017-12-15,"5,001-10,000",11867.0,1.29,82336353.0
1301,台塑,2017-12-15,"50,001-100,000",1495.0,1.62,103231344.0
1301,台塑,2017-12-15,"600,001-800,000",87.0,0.95,60834347.0
1301,台塑,2017-12-15,"800,001-1,000,000",67.0,0.94,59947427.0
