stock_id,stock_name,date,HoldingSharesLevel,people,percent,unit
1909,榮成,2017-10-06,1-999,23173.0,0.32,3677413.0
1909,榮成,2017-10-06,"1,000-5,000",11852.0,2.15,24442269.0
1909,榮成,2017-10-06,"10,001-15,000",693.0,0.74,8471920.0
1909,榮成,2017-10-06,"100,001-200,000",138.0,1.66,18880149.0
1909,榮成,2017-10-06,"15,001-20,000",340.0,0.53,6102257.0
1909,榮成,2017-10-06,"20,001-30,000",365.0,0.79,8958130.0
1909,榮成,2017-10-06,"200,001-400,000",117.0,2.78,31601133.0
1909,榮成,2017-10-06,"30,001-40,000",173.0,0.53,6027663.0
1909,榮成,2017-10-06,"40,001-50,000",108.0,0.42,4838125.0
1909,榮成,2017-10-06,"400,001-600,000",52.0,2.14,24371968.0
1909,榮成,2017-10-06,"5,001-10,000",1918.0,1.25,14244824.0
1909,榮成,2017-10-06,"50,001-100,000",245.0,1.53,17374024.0
1909,榮成,2017-10-06,"600,001-800,000",24.0,1.45,16508604.0
1909,榮成,2017-10-06,"800,001-1,000,000",19.0,1.5,17099527.0
1909,榮成,2017-10-06,"more than 1,000,001",87.0,82.12,931087721.0
1909,榮成,2017-10-06,total,39304.0,100.0,1133685727.0
1909,榮成,2017-10-13,1-999,23063.0,0.32,3659143.0
1909,榮成,2017-10-13,"1,000-5,000",13416.0,2.49,28298883.0
1909,榮成,2017-10-13,"10,001-15,000",803.0,0.87,9912865.0
1909,榮成,2017-10-13,"100,001-200,000",139.0,1.69,19238850.0
1909,榮成,2017-10-13,"15,001-20,000",409.0,0.65,7397374.0
1909,榮成,2017-10-13,"20,001-30,000",417.0,0.91,10345100.0
1909,榮成,2017-10-13,"200,001-400,000",120.0,2.86,32473493.0
1909,榮成,2017-10-13,"30,001-40,000",194.0,0.6,6868400.0
1909,榮成,2017-10-13,"40,001-50,000",130.0,0.52,5904861.0
1909,榮成,2017-10-13,"400,001-600,000",55.0,2.28,25951515.0
1909,榮成,2017-10-13,"5,001-10,000",2274.0,1.5,17089600.0
1909,榮成,2017-10-13,"50,001-100,000",258.0,1.6,18165131.0
1909,榮成,2017-10-13,"600,001-800,000",20.0,1.2,13638948.0
1909,榮成,2017-10-13,"800,001-1,000,000",20.0,1.56,17747441.0
1909,榮成,2017-10-13,"more than 1,000,001",82.0,80.88,916994123.0
1909,榮成,2017-10-13,total,41400.0,100.0,1133685727.0
1909,榮成,2017-10-20,1-999,23063.0,0.32,3660870.0
1909,榮成,2017-10-20,"1,000-5,000",13641.0,2.54,28852990.0
1909,榮成,2017-10-20,"10,001-15,000",789.0,0.85,9728168.0
1909,榮成,2017-10-20,"100,001-200,000",149.0,1.81,20526751.0
1909,榮成,2017-10-20,"15,001-20,000",444.0,0.7,8037147.0
1909,榮成,2017-10-20,"20,001-30,000",439.0,0.96,10940216.0
1909,榮成,2017-10-20,"200,001-400,000",119.0,2.83,32163395.0
1909,榮成,2017-10-20,"30,001-40,000",208.0,0.64,7308831.0
1909,榮成,2017-10-20,"40,001-50,000",137.0,0.54,6209821.0
1909,榮成,2017-10-20,"400,001-600,000",51.0,2.12,24086551.0
1909,榮成,2017-10-20,"5,001-10,000",2363.0,1.57,17863071.0
1909,榮成,2017-10-20,"50,001-100,000",249.0,1.53,17405668.0
1909,榮成,2017-10-20,"600,001-800,000",24.0,1.44,16386364.0
1909,榮成,2017-10-20,"800,001-1,000,000",20.0,1.57,17826261.0
1909,榮成,2017-10-20,"more than 1,000,001",80.0,80.5,912689623.0
1909,榮成,2017-10-20,total,41776.0,100.0,1133685727.0
1909,榮成,2017-11-03,1-999,23060.0,0.32,3660749.0
1909,榮成,2017-11-03,"1,000-5,000",13462.0,2.48,28189839.0
1909,榮成,2017-11-03,"10,001-15,000",771.0,0.83,9507921.0
1909,榮成,2017-11-03,"100,001-200,000",144.0,1.79,20347065.0
1909,榮成,2017-11-03,"15,001-20,000",435.0,0.69,7909123.0
1909,榮成,2017-11-03,"20,001-30,000",420.0,0.91,10381415.0
1909,榮成,2017-11-03,"200,001-400,000",111.0,2.69,30543754.0
1909,榮成,2017-11-03,"30,001-40,000",206.0,0.64,7258343.0
1909,榮成,2017-11-03,"40,001-50,000",140.0,0.56,6393594.0
1909,榮成,2017-11-03,"400,001-600,000",50.0,2.13,24207092.0
1909,榮成,2017-11-03,"5,001-10,000",2352.0,1.58,17927221.0
1909,榮成,2017-11-03,"50,001-100,000",269.0,1.69,19248000.0
1909,榮成,2017-11-03,"600,001-800,000",17.0,1.02,11615940.0
1909,榮成,2017-11-03,"800,001-1,000,000",22.0,1.69,19202377.0
1909,榮成,2017-11-03,"more than 1,000,001",78.0,80.91,917293294.0
1909,榮成,2017-11-03,total,41537.0,100.0,1133685727.0
1909,榮成,2017-11-17,1-999,23022.0,0.32,3637759.0
1909,榮成,2017-11-17,"1,000-5,000",14427.0,2.68,30430533.0
1909,榮成,2017-11-17,"10,001-15,000",818.0,0.89,10160844.0
