stock_id,stock_name,date,HoldingSharesLevel,people,percent,unit
3373,熱映,2017-10-20,1-999,11554.0,0.42,182373.0
3373,熱映,2017-10-20,"1,000-5,000",1995.0,9.81,4247997.0
3373,熱映,2017-10-20,"10,001-15,000",108.0,3.18,1378823.0
3373,熱映,2017-10-20,"100,001-200,000",27.0,8.6,3725535.0
3373,熱映,2017-10-20,"15,001-20,000",89.0,3.82,1654578.0
3373,熱映,2017-10-20,"20,001-30,000",91.0,5.27,2284018.0
3373,熱映,2017-10-20,"200,001-400,000",10.0,7.35,3185031.0
3373,熱映,2017-10-20,"30,001-40,000",38.0,3.16,1370926.0
3373,熱映,2017-10-20,"40,001-50,000",24.0,2.55,1104860.0
3373,熱映,2017-10-20,"400,001-600,000",3.0,3.29,1427802.0
3373,熱映,2017-10-20,"5,001-10,000",422.0,7.55,3269803.0
3373,熱映,2017-10-20,"50,001-100,000",46.0,7.4,3204092.0
3373,熱映,2017-10-20,"600,001-800,000",2.0,3.12,1354095.0
3373,熱映,2017-10-20,"800,001-1,000,000",1.0,1.95,845000.0
3373,熱映,2017-10-20,"more than 1,000,001",3.0,32.46,14054868.0
3373,熱映,2017-10-20,total,14413.0,100.0,43289801.0
3373,熱映,2017-11-03,1-999,11561.0,0.41,180529.0
3373,熱映,2017-11-03,"1,000-5,000",1986.0,9.81,4248044.0
3373,熱映,2017-11-03,"10,001-15,000",107.0,3.12,1354542.0
3373,熱映,2017-11-03,"100,001-200,000",26.0,8.13,3523535.0
3373,熱映,2017-11-03,"15,001-20,000",81.0,3.49,1513166.0
3373,熱映,2017-11-03,"20,001-30,000",94.0,5.45,2360412.0
3373,熱映,2017-11-03,"200,001-400,000",12.0,8.78,3802031.0
3373,熱映,2017-11-03,"30,001-40,000",38.0,3.15,1363926.0
3373,熱映,2017-11-03,"40,001-50,000",23.0,2.43,1054464.0
3373,熱映,2017-11-03,"400,001-600,000",3.0,3.29,1427802.0
3373,熱映,2017-11-03,"5,001-10,000",412.0,7.37,3193295.0
3373,熱映,2017-11-03,"50,001-100,000",44.0,7.14,3095092.0
3373,熱映,2017-11-03,"600,001-800,000",2.0,3.04,1317095.0
3373,熱映,2017-11-03,"800,001-1,000,000",1.0,1.85,801000.0
3373,熱映,2017-11-03,"more than 1,000,001",3.0,32.46,14054868.0
3373,熱映,2017-11-03,total,14393.0,100.0,43289801.0
3373,熱映,2017-11-10,1-999,11557.0,0.41,177515.0
3373,熱映,2017-11-10,"1,000-5,000",2138.0,10.28,4454314.0
3373,熱映,2017-11-10,"10,001-15,000",99.0,2.98,1290077.0
3373,熱映,2017-11-10,"100,001-200,000",31.0,9.92,4297535.0
3373,熱映,2017-11-10,"15,001-20,000",80.0,3.48,1510072.0
3373,熱映,2017-11-10,"20,001-30,000",94.0,5.48,2374016.0
3373,熱映,2017-11-10,"200,001-400,000",9.0,6.28,2719031.0
3373,熱映,2017-11-10,"30,001-40,000",32.0,2.64,1143175.0
3373,熱映,2017-11-10,"40,001-50,000",25.0,2.64,1145264.0
3373,熱映,2017-11-10,"400,001-600,000",3.0,3.29,1427802.0
3373,熱映,2017-11-10,"5,001-10,000",418.0,7.5,3249945.0
3373,熱映,2017-11-10,"50,001-100,000",38.0,6.31,2734092.0
3373,熱映,2017-11-10,"600,001-800,000",3.0,4.34,1882095.0
3373,熱映,2017-11-10,"800,001-1,000,000",1.0,1.91,830000.0
3373,熱映,2017-11-10,"more than 1,000,001",3.0,32.46,14054868.0
3373,熱映,2017-11-10,total,14531.0,100.0,43289801.0
