stock_id,stock_name,date,HoldingSharesLevel,people,percent,unit
9960,邁達康,2017-10-06,1-999,4841.0,0.46,157596.0
9960,邁達康,2017-10-06,"1,000-5,000",430.0,2.81,945885.0
9960,邁達康,2017-10-06,"10,001-15,000",26.0,0.95,319945.0
9960,邁達康,2017-10-06,"100,001-200,000",7.0,2.75,926599.0
9960,邁達康,2017-10-06,"15,001-20,000",13.0,0.69,233264.0
9960,邁達康,2017-10-06,"20,001-30,000",28.0,2.15,723179.0
9960,邁達康,2017-10-06,"200,001-400,000",8.0,6.17,2073006.0
9960,邁達康,2017-10-06,"30,001-40,000",9.0,0.92,311318.0
9960,邁達康,2017-10-06,"40,001-50,000",8.0,1.07,361304.0
9960,邁達康,2017-10-06,"400,001-600,000",6.0,8.59,2885801.0
9960,邁達康,2017-10-06,"5,001-10,000",101.0,2.32,779831.0
9960,邁達康,2017-10-06,"50,001-100,000",20.0,4.07,1369510.0
9960,邁達康,2017-10-06,"600,001-800,000",5.0,10.3,3462530.0
9960,邁達康,2017-10-06,"800,001-1,000,000",2.0,4.81,1618000.0
9960,邁達康,2017-10-06,"more than 1,000,001",6.0,51.87,17424732.0
9960,邁達康,2017-10-06,total,5510.0,100.0,33592500.0
9960,邁達康,2017-10-20,1-999,4844.0,0.46,157560.0
9960,邁達康,2017-10-20,"1,000-5,000",429.0,2.81,945921.0
9960,邁達康,2017-10-20,"10,001-15,000",27.0,0.97,327945.0
9960,邁達康,2017-10-20,"100,001-200,000",7.0,2.75,925599.0
9960,邁達康,2017-10-20,"15,001-20,000",12.0,0.63,214264.0
9960,邁達康,2017-10-20,"20,001-30,000",28.0,2.17,730179.0
9960,邁達康,2017-10-20,"200,001-400,000",8.0,6.17,2073006.0
9960,邁達康,2017-10-20,"30,001-40,000",9.0,0.92,311318.0
9960,邁達康,2017-10-20,"40,001-50,000",8.0,1.09,367304.0
9960,邁達康,2017-10-20,"400,001-600,000",6.0,8.59,2886801.0
9960,邁達康,2017-10-20,"5,001-10,000",95.0,2.16,727831.0
9960,邁達康,2017-10-20,"50,001-100,000",20.0,4.07,1369510.0
9960,邁達康,2017-10-20,"600,001-800,000",5.0,10.45,3511530.0
9960,邁達康,2017-10-20,"800,001-1,000,000",2.0,4.81,1618000.0
9960,邁達康,2017-10-20,"more than 1,000,001",6.0,51.87,17425732.0
9960,邁達康,2017-10-20,total,5506.0,100.0,33592500.0
9960,邁達康,2017-11-03,1-999,4848.0,0.46,157754.0
9960,邁達康,2017-11-03,"1,000-5,000",412.0,2.73,920382.0
9960,邁達康,2017-11-03,"10,001-15,000",25.0,0.91,305890.0
9960,邁達康,2017-11-03,"100,001-200,000",7.0,2.75,925599.0
9960,邁達康,2017-11-03,"15,001-20,000",11.0,0.59,200264.0
9960,邁達康,2017-11-03,"20,001-30,000",29.0,2.28,766005.0
9960,邁達康,2017-11-03,"200,001-400,000",9.0,6.74,2265006.0
9960,邁達康,2017-11-03,"30,001-40,000",8.0,0.84,283492.0
9960,邁達康,2017-11-03,"40,001-50,000",8.0,1.07,361304.0
9960,邁達康,2017-11-03,"400,001-600,000",5.0,7.55,2537801.0
9960,邁達康,2017-11-03,"5,001-10,000",91.0,2.06,695231.0
9960,邁達康,2017-11-03,"50,001-100,000",20.0,4.09,1374510.0
9960,邁達康,2017-11-03,"600,001-800,000",5.0,10.59,3557530.0
9960,邁達康,2017-11-03,"800,001-1,000,000",2.0,5.37,1807000.0
9960,邁達康,2017-11-03,"more than 1,000,001",6.0,51.9,17434732.0
9960,邁達康,2017-11-03,total,5486.0,100.0,33592500.0
9960,邁達康,2017-11-10,1-999,4849.0,0.46,156754.0
9960,邁達康,2017-11-10,"1,000-5,000",411.0,2.73,917382.0
9960,邁達康,2017-11-10,"10,001-15,000",25.0,0.91,305890.0
9960,邁達康,2017-11-10,"100,001-200,000",7.0,2.75,925599.0
9960,邁達康,2017-11-10,"15,001-20,000",11.0,0.59,200264.0
9960,邁達康,2017-11-10,"20,001-30,000",29.0,2.28,766005.0
9960,邁達康,2017-11-10,"200,001-400,000",9.0,6.72,2258006.0
9960,邁達康,2017-11-10,"30,001-40,000",8.0,0.84,283492.0
9960,邁達康,2017-11-10,"40,001-50,000",8.0,1.07,361304.0
9960,邁達康,2017-11-10,"400,001-600,000",5.0,7.53,2530801.0
9960,邁達康,2017-11-10,"5,001-10,000",92.0,2.08,701231.0
9960,邁達康,2017-11-10,"50,001-100,000",20.0,4.09,1375510.0
9960,邁達康,2017-11-10,"600,001-800,000",5.0,10.57,3551530.0
9960,邁達康,2017-11-10,"800,001-1,000,000",2.0,5.37,1807000.0
9960,邁達康,2017-11-10,"more than 1,000,001",6.0,51.95,17451732.0
9960,邁達康,2017-11-10,total,5487.0,100.0,33592500.0
9960,邁達康,2017-11-17,1-999,4855.0,0.46,156754.0
9960,邁達康,2017-11-17,"1,000-5,000",410.0,2.72,916382.0
9960,邁達康,2017-11-17,"10,001-15,000",27.0,0.97,327468.0
9960,邁達康,2017-11-17,"100,001-200,000",7.0,2.75,925599.0
9960,邁達康,2017-11-17,"15,001-20,000",10.0,0.53,180264.0
9960,邁達康,2017-11-17,"20,001-30,000",30.0,2.34,787005.0
9960,邁達康,2017-11-17,"200,001-400,000",9.0,6.73,2262006.0
9960,邁達康,2017-11-17,"30,001-40,000",8.0,0.84,283492.0
9960,邁達康,2017-11-17,"40,001-50,000",8.0,1.07,361304.0
9960,邁達康,2017-11-17,"400,001-600,000",5.0,7.53,2531801.0
9960,邁達康,2017-11-17,"5,001-10,000",90.0,2.01,676653.0
9960,邁達康,2017-11-17,"50,001-100,000",20.0,4.07,1370510.0
9960,邁達康,2017-11-17,"600,001-800,000",5.0,10.58,3554530.0
9960,邁達康,2017-11-17,"800,001-1,000,000",2.0,5.37,1807000.0
9960,邁達康,2017-11-17,"more than 1,000,001",6.0,51.95,17451732.0
9960,邁達康,2017-11-17,total,5492.0,100.0,33592500.0
9960,邁達康,2017-11-24,1-999,4865.0,0.46,155754.0
9960,邁達康,2017-11-24,"1,000-5,000",402.0,2.65,891382.0
9960,邁達康,2017-11-24,"10,001-15,000",26.0,0.94,315890.0
9960,邁達康,2017-11-24,"100,001-200,000",7.0,2.75,925599.0
9960,邁達康,2017-11-24,"15,001-20,000",10.0,0.53,180264.0
9960,邁達康,2017-11-24,"20,001-30,000",30.0,2.34,787005.0
9960,邁達康,2017-11-24,"200,001-400,000",9.0,6.72,2259006.0
9960,邁達康,2017-11-24,"30,001-40,000",8.0,0.84,283492.0
9960,邁達康,2017-11-24,"40,001-50,000",9.0,1.21,407304.0
9960,邁達康,2017-11-24,"400,001-600,000",5.0,7.68,2580801.0
9960,邁達康,2017-11-24,"5,001-10,000",89.0,1.98,668231.0
9960,邁達康,2017-11-24,"50,001-100,000",19.0,3.9,1312510.0
9960,邁達康,2017-11-24,"600,001-800,000",5.0,10.61,3564530.0
9960,邁達康,2017-11-24,"800,001-1,000,000",2.0,5.37,1807000.0
9960,邁達康,2017-11-24,"more than 1,000,001",6.0,51.95,17453732.0
9960,邁達康,2017-11-24,total,5492.0,100.0,33592500.0
9960,邁達康,2017-12-01,1-999,4863.0,0.46,155754.0
9960,邁達康,2017-12-01,"1,000-5,000",403.0,2.65,893382.0
9960,邁達康,2017-12-01,"10,001-15,000",25.0,0.9,303890.0
9960,邁達康,2017-12-01,"100,001-200,000",7.0,2.75,925599.0
9960,邁達康,2017-12-01,"15,001-20,000",10.0,0.53,180264.0
9960,邁達康,2017-12-01,"20,001-30,000",30.0,2.34,787005.0
9960,邁達康,2017-12-01,"200,001-400,000",9.0,6.73,2261006.0
9960,邁達康,2017-12-01,"30,001-40,000",8.0,0.84,283492.0
9960,邁達康,2017-12-01,"40,001-50,000",9.0,1.21,407304.0
9960,邁達康,2017-12-01,"400,001-600,000",5.0,7.68,2580801.0
9960,邁達康,2017-12-01,"5,001-10,000",90.0,2.01,678231.0
9960,邁達康,2017-12-01,"50,001-100,000",19.0,3.9,1311510.0
9960,邁達康,2017-12-01,"600,001-800,000",5.0,10.62,3567530.0
9960,邁達康,2017-12-01,"800,001-1,000,000",2.0,5.37,1807000.0
9960,邁達康,2017-12-01,"more than 1,000,001",6.0,51.94,17449732.0
9960,邁達康,2017-12-01,total,5491.0,100.0,33592500.0
9960,邁達康,2017-12-08,1-999,4863.0,0.45,153812.0
9960,邁達康,2017-12-08,"1,000-5,000",406.0,2.65,893324.0
9960,邁達康,2017-12-08,"10,001-15,000",25.0,0.9,304155.0
9960,邁達康,2017-12-08,"100,001-200,000",7.0,2.75,924599.0
9960,邁達康,2017-12-08,"15,001-20,000",10.0,0.53,179264.0
9960,邁達康,2017-12-08,"20,001-30,000",29.0,2.25,758005.0
9960,邁達康,2017-12-08,"200,001-400,000",9.0,6.71,2257006.0
9960,邁達康,2017-12-08,"30,001-40,000",9.0,0.96,323492.0
9960,邁達康,2017-12-08,"40,001-50,000",9.0,1.21,407304.0
