stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
1817,凱撒衛,2014-05-05,0.0,0.0,18150.0,0.0,0.0,0.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-06,38.0,0.0,18150.0,0.0,38.0,0.0,7.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-07,32.0,0.0,18150.0,5.0,65.0,38.0,1.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-08,7.0,0.0,18150.0,17.0,55.0,65.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-09,26.0,0.0,18150.0,1.0,80.0,55.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-12,31.0,0.0,18150.0,6.0,105.0,80.0,8.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-13,36.0,0.0,18150.0,12.0,129.0,105.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-14,69.0,0.0,18150.0,22.0,176.0,129.0,41.0,0.0,0.0,18150.0,1.0,1.0,0.0, 
1817,凱撒衛,2014-05-15,83.0,0.0,18150.0,7.0,252.0,176.0,23.0,1.0,0.0,18150.0,0.0,0.0,1.0, 
1817,凱撒衛,2014-05-16,27.0,0.0,18150.0,101.0,178.0,252.0,8.0,0.0,0.0,18150.0,3.0,3.0,0.0, 
1817,凱撒衛,2014-05-19,71.0,0.0,18150.0,48.0,201.0,178.0,8.0,3.0,0.0,18150.0,4.0,4.0,3.0, 
1817,凱撒衛,2014-05-20,25.0,0.0,18150.0,24.0,202.0,201.0,3.0,0.0,0.0,18150.0,0.0,4.0,4.0, 
1817,凱撒衛,2014-05-21,10.0,0.0,18150.0,20.0,192.0,202.0,3.0,0.0,0.0,18150.0,0.0,4.0,4.0, 
1817,凱撒衛,2014-05-22,4.0,0.0,18150.0,0.0,196.0,192.0,1.0,0.0,0.0,18150.0,0.0,4.0,4.0, 
1817,凱撒衛,2014-05-23,17.0,0.0,18150.0,2.0,211.0,196.0,0.0,0.0,0.0,18150.0,0.0,4.0,4.0, 
1817,凱撒衛,2014-05-26,10.0,0.0,18150.0,20.0,201.0,211.0,0.0,0.0,0.0,18150.0,0.0,4.0,4.0, 
1817,凱撒衛,2014-05-27,2.0,0.0,18150.0,12.0,191.0,201.0,0.0,4.0,0.0,18150.0,0.0,0.0,4.0, 
1817,凱撒衛,2014-05-28,3.0,0.0,18150.0,6.0,188.0,191.0,4.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-29,12.0,0.0,18150.0,0.0,200.0,188.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-05-30,3.0,0.0,18150.0,2.0,201.0,200.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-06-03,0.0,0.0,18150.0,3.0,198.0,201.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-06-04,35.0,0.0,18150.0,0.0,233.0,198.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-06-05,4.0,0.0,18150.0,1.0,236.0,233.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
1817,凱撒衛,2014-06-06,3.0,0.0,18150.0,10.0,229.0,236.0,0.0,0.0,0.0,18150.0,0.0,0.0,0.0, 
