stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
2530,華建,2001-01-05,1323.0,10.0,108403.0,384.0,45481.0,44552.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-08,1036.0,141.0,108403.0,819.0,45557.0,45481.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-09,1681.0,2.0,108403.0,1326.0,45910.0,45557.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-10,2648.0,41.0,108403.0,1354.0,47163.0,45910.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-11,1919.0,0.0,108403.0,2820.0,46247.0,47148.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-12,2017.0,67.0,108403.0,2888.0,45334.0,46272.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-15,1080.0,24.0,108403.0,1358.0,45032.0,45334.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-16,1354.0,56.0,108403.0,1394.0,44936.0,45032.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-17,1836.0,70.0,108403.0,1162.0,45540.0,44936.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-18,1470.0,673.0,108403.0,649.0,45688.0,45540.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-29,2375.0,154.0,108403.0,1458.0,46260.0,45497.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-30,1205.0,20.0,108403.0,1121.0,46316.0,46252.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-01-31,1918.0,10.0,108403.0,673.0,47551.0,46316.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-01,2337.0,31.0,108403.0,2056.0,47801.0,47551.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-02,1892.0,49.0,108403.0,1807.0,47837.0,47801.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-05,4449.0,42.0,108403.0,4273.0,47958.0,47824.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-06,2859.0,77.0,108403.0,2781.0,47972.0,47971.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-07,504.0,157.0,108403.0,1035.0,47284.0,47972.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-08,1322.0,53.0,108403.0,1384.0,47169.0,47284.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-09,951.0,79.0,108403.0,1241.0,46800.0,47169.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-12,1356.0,34.0,108403.0,798.0,47343.0,46819.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-13,2296.0,175.0,108403.0,2649.0,46815.0,47343.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-14,1411.0,74.0,108403.0,1499.0,46653.0,46815.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-15,730.0,6.0,108403.0,1034.0,46328.0,46638.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-16,2508.0,138.0,108403.0,4548.0,44160.0,46338.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-19,2225.0,101.0,108403.0,1584.0,44690.0,44150.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-20,1579.0,147.0,108403.0,1479.0,44643.0,44690.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-21,11418.0,252.0,108403.0,10068.0,45741.0,44643.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-22,2630.0,96.0,108403.0,2571.0,45674.0,45711.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-23,7133.0,68.0,108403.0,4381.0,48358.0,45674.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-26,7548.0,212.0,108403.0,7740.0,47834.0,48238.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-02-27,3856.0,76.0,108403.0,4341.0,47273.0,47834.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-01,3611.0,82.0,108403.0,2687.0,48115.0,47273.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-02,2151.0,39.0,108403.0,2312.0,47915.0,48115.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-05,2272.0,163.0,108403.0,1798.0,48226.0,47915.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-06,2284.0,20.0,108403.0,4066.0,46424.0,48226.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-07,2788.0,48.0,108403.0,2366.0,46798.0,46424.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-08,1999.0,250.0,108403.0,1748.0,46794.0,46793.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-09,2956.0,181.0,108403.0,3455.0,46114.0,46794.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-12,1651.0,250.0,108403.0,2211.0,45304.0,46114.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-13,1667.0,10.0,108403.0,1747.0,45214.0,45304.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-14,1148.0,6.0,108403.0,916.0,45440.0,45214.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
2530,華建,2001-03-15,845.0,26.0,108403.0,1227.0,45010.0,45418.0,0.0,0.0,0.0,108403.0,0.0,59.0,59.0,X
