stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
1904,正隆,2001-01-05,1403.0,11.0,237500.0,1771.0,43236.0,43615.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-08,2803.0,116.0,237500.0,1944.0,43979.0,43236.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-09,1016.0,56.0,237500.0,1439.0,43500.0,43979.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-10,1894.0,245.0,237500.0,3559.0,41587.0,43497.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-11,2564.0,0.0,237500.0,3638.0,40493.0,41567.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-12,1311.0,6.0,237500.0,1177.0,40628.0,40500.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-15,441.0,32.0,237500.0,363.0,40674.0,40628.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-16,1852.0,39.0,237500.0,869.0,41618.0,40674.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-17,1568.0,496.0,237500.0,1308.0,41377.0,41613.0,0.0,0.0,0.0,237500.0,0.0,16.0,16.0,X
1904,正隆,2001-01-18,3624.0,244.0,237500.0,2226.0,42531.0,41377.0,0.0,10.0,0.0,237500.0,0.0,6.0,16.0,X
1904,正隆,2001-01-29,2479.0,5.0,237500.0,1678.0,43282.0,42486.0,0.0,0.0,4.0,237500.0,0.0,2.0,6.0,X
1904,正隆,2001-01-30,962.0,27.0,237500.0,1153.0,43035.0,43253.0,0.0,0.0,0.0,237500.0,0.0,2.0,2.0,X
1904,正隆,2001-01-31,1776.0,16.0,237500.0,1218.0,43577.0,43035.0,0.0,0.0,0.0,237500.0,0.0,2.0,2.0,X
1904,正隆,2001-02-01,887.0,45.0,237500.0,761.0,43658.0,43577.0,0.0,1.0,0.0,237500.0,0.0,1.0,2.0,X
1904,正隆,2001-02-02,8276.0,8.0,237500.0,3863.0,48061.0,43656.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-05,4098.0,41.0,237500.0,3508.0,48560.0,48011.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-06,2066.0,32.0,237500.0,3456.0,47136.0,48558.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-07,630.0,4.0,237500.0,733.0,47029.0,47136.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-08,306.0,502.0,237500.0,274.0,46559.0,47029.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-09,615.0,131.0,237500.0,935.0,46108.0,46559.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-12,227.0,14.0,237500.0,461.0,45829.0,46077.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-13,988.0,2.0,237500.0,391.0,46424.0,45829.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-14,989.0,226.0,237500.0,745.0,46442.0,46424.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-15,1436.0,60.0,237500.0,468.0,47355.0,46447.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-16,1481.0,115.0,237500.0,1114.0,47607.0,47355.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-19,540.0,85.0,237500.0,941.0,47121.0,47607.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-20,2513.0,110.0,237500.0,1878.0,47696.0,47171.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-21,695.0,40.0,237500.0,615.0,47736.0,47696.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-22,1459.0,87.0,237500.0,1654.0,47454.0,47736.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-23,459.0,12.0,237500.0,746.0,47155.0,47454.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-26,598.0,21.0,237500.0,631.0,47101.0,47155.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-02-27,1087.0,65.0,237500.0,615.0,47508.0,47101.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-01,522.0,114.0,237500.0,679.0,47237.0,47508.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-02,133.0,25.0,237500.0,280.0,47065.0,47237.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-05,263.0,64.0,237500.0,416.0,46848.0,47065.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-06,928.0,26.0,237500.0,463.0,47287.0,46848.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-07,369.0,7.0,237500.0,466.0,47196.0,47300.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-08,404.0,5.0,237500.0,768.0,46827.0,47196.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
1904,正隆,2001-03-09,146.0,30.0,237500.0,386.0,46557.0,46827.0,0.0,0.0,0.0,237500.0,0.0,1.0,1.0,X
