stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
6671,三能-KY,2019-06-17,0.0,0.0,15187.0,0.0,0.0,0.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-18,1.0,0.0,15187.0,0.0,1.0,0.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-19,0.0,0.0,15187.0,0.0,1.0,1.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-20,12.0,0.0,15187.0,0.0,13.0,1.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-21,0.0,0.0,15187.0,0.0,13.0,13.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-24,0.0,0.0,15187.0,0.0,13.0,13.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-25,1.0,0.0,15187.0,0.0,14.0,13.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-26,0.0,0.0,15187.0,0.0,14.0,14.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-27,0.0,0.0,15187.0,0.0,14.0,14.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-06-28,0.0,0.0,15187.0,0.0,14.0,14.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-01,5.0,0.0,15187.0,0.0,19.0,14.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-02,7.0,0.0,15187.0,1.0,25.0,19.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-03,0.0,0.0,15187.0,0.0,25.0,25.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0,X 
6671,三能-KY,2019-07-04,2.0,0.0,15187.0,0.0,27.0,25.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0,X 
6671,三能-KY,2019-07-05,0.0,0.0,15187.0,0.0,27.0,27.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0,X 
6671,三能-KY,2019-07-08,1.0,0.0,15187.0,0.0,28.0,27.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0,X 
6671,三能-KY,2019-07-09,0.0,0.0,15187.0,0.0,28.0,28.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-10,2.0,0.0,15187.0,0.0,30.0,28.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-11,1.0,0.0,15187.0,0.0,31.0,30.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-12,0.0,0.0,15187.0,0.0,31.0,31.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-15,0.0,0.0,15187.0,0.0,31.0,31.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-16,0.0,0.0,15187.0,0.0,31.0,31.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-17,100.0,0.0,15187.0,0.0,131.0,31.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-18,0.0,0.0,15187.0,0.0,131.0,131.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-19,0.0,0.0,15187.0,0.0,131.0,131.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-22,0.0,0.0,15187.0,0.0,131.0,131.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-23,0.0,0.0,15187.0,0.0,131.0,131.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-24,2.0,0.0,15187.0,0.0,133.0,131.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-25,0.0,0.0,15187.0,0.0,133.0,133.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-26,0.0,0.0,15187.0,0.0,133.0,133.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-29,0.0,0.0,15187.0,0.0,133.0,133.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-30,0.0,0.0,15187.0,0.0,133.0,133.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-07-31,3.0,0.0,15187.0,0.0,136.0,133.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-01,29.0,0.0,15187.0,0.0,165.0,136.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-02,18.0,0.0,15187.0,11.0,172.0,165.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-05,9.0,0.0,15187.0,0.0,181.0,172.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-06,0.0,0.0,15187.0,1.0,180.0,181.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-07,0.0,0.0,15187.0,0.0,180.0,180.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-08,0.0,0.0,15187.0,1.0,179.0,180.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
6671,三能-KY,2019-08-12,0.0,0.0,15187.0,0.0,179.0,179.0,0.0,0.0,0.0,15187.0,0.0,0.0,0.0, 
