stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
1451,年興,2001-01-05,1018.0,1.0,124660.0,649.0,9789.0,9421.0,900.0,205.0,0.0,124660.0,182.0,859.0,882.0,
1451,年興,2001-01-08,562.0,0.0,124660.0,424.0,9924.0,9786.0,0.0,227.0,0.0,124660.0,0.0,627.0,854.0,
1451,年興,2001-01-09,536.0,1.0,124660.0,234.0,10225.0,9924.0,129.0,190.0,1.0,124660.0,25.0,461.0,627.0,
1451,年興,2001-01-10,1054.0,11.0,124660.0,487.0,10781.0,10225.0,6.0,131.0,0.0,124660.0,0.0,330.0,461.0,
1451,年興,2001-01-11,738.0,4.0,124660.0,518.0,11004.0,10788.0,205.0,10.0,0.0,124660.0,33.0,349.0,326.0,
1451,年興,2001-01-12,400.0,4.0,124660.0,428.0,10970.0,11002.0,30.0,9.0,2.0,124660.0,51.0,387.0,347.0,
1451,年興,2001-01-15,270.0,24.0,124660.0,375.0,10841.0,10970.0,0.0,82.0,5.0,124660.0,0.0,300.0,387.0,
1451,年興,2001-01-16,1053.0,0.0,124660.0,516.0,11377.0,10840.0,443.0,45.0,0.0,124660.0,0.0,255.0,300.0,
1451,年興,2001-01-17,2338.0,30.0,124660.0,842.0,12843.0,11377.0,131.0,22.0,0.0,124660.0,2.0,235.0,255.0,
1451,年興,2001-01-18,2374.0,77.0,124660.0,1451.0,13689.0,12843.0,0.0,49.0,0.0,124660.0,0.0,186.0,235.0,
1451,年興,2001-01-29,3629.0,9.0,124660.0,883.0,16387.0,13650.0,827.0,3.0,0.0,124660.0,807.0,990.0,186.0,
1451,年興,2001-01-30,1849.0,20.0,124660.0,1194.0,17009.0,16374.0,14.0,264.0,0.0,124660.0,10.0,723.0,977.0,
1451,年興,2001-01-31,761.0,40.0,124660.0,265.0,17465.0,17009.0,0.0,45.0,0.0,124660.0,0.0,678.0,723.0,
1451,年興,2001-02-01,6106.0,15.0,124660.0,2349.0,21205.0,17463.0,3831.0,426.0,0.0,124660.0,287.0,539.0,678.0,
1451,年興,2001-02-02,4146.0,105.0,124660.0,3622.0,21534.0,21115.0,282.0,215.0,0.0,124660.0,19.0,240.0,436.0,
1451,年興,2001-02-05,3363.0,8.0,124660.0,1930.0,22948.0,21523.0,841.0,22.0,1.0,124660.0,53.0,268.0,238.0,
1451,年興,2001-02-06,1724.0,8.0,124660.0,3948.0,20716.0,22948.0,559.0,19.0,0.0,124660.0,19.0,268.0,268.0,
1451,年興,2001-02-07,2469.0,36.0,124660.0,1939.0,21206.0,20712.0,172.0,17.0,0.0,124660.0,0.0,248.0,265.0,
1451,年興,2001-02-08,2226.0,2.0,124660.0,1717.0,21472.0,20965.0,38.0,51.0,0.0,124660.0,1.0,198.0,248.0,
