date,stock_id,dividend_yield,PER,PBR
2008-08-15,1339,4.65,8.37,1.03
2010-12-25,1339,4.68,8.32,1.02
2012-04-24,1339,0.0,11.35,1.47
2012-04-25,1339,0.0,11.25,1.46
2012-04-26,1339,5.56,11.35,1.47
2012-04-27,1339,5.82,10.85,1.4
2012-04-30,1339,5.96,10.58,1.33
2012-05-02,1339,5.69,11.08,1.39
2012-05-03,1339,5.8,10.88,1.37
2012-05-04,1339,5.69,11.08,1.39
2012-05-07,1339,5.73,11.0,1.38
2012-05-08,1339,5.59,11.29,1.42
2012-05-09,1339,5.54,11.38,1.43
2012-05-10,1339,5.71,11.04,1.39
2012-05-11,1339,5.86,10.77,1.35
2012-05-14,1339,5.9,10.69,1.34
2012-05-15,1339,5.96,10.58,1.33
2012-05-16,1339,6.12,10.31,1.3
2012-05-17,1339,6.07,10.38,1.31
2012-05-18,1339,6.28,10.04,1.26
2012-05-21,1339,6.32,9.98,1.26
2012-05-22,1339,6.17,10.23,1.29
2012-05-23,1339,6.27,10.06,1.27
2012-05-24,1339,6.33,9.96,1.25
2012-05-25,1339,6.43,9.81,1.23
2012-05-28,1339,6.42,9.83,1.24
2012-05-29,1339,6.27,10.06,1.27
2012-05-30,1339,6.31,10.0,1.26
2012-05-31,1339,6.37,9.9,1.25
2012-06-01,1339,6.43,9.81,1.23
2012-06-04,1339,6.59,9.58,1.2
2012-06-05,1339,6.48,9.73,1.22
2012-06-06,1339,6.42,9.83,1.24
2012-06-07,1339,6.53,9.65,1.21
2012-06-08,1339,6.47,9.75,1.23
2012-06-11,1339,6.47,9.75,1.23
2012-06-12,1339,6.47,9.75,1.23
2012-06-13,1339,6.38,9.88,1.24
2012-06-14,1339,6.41,9.85,1.24
2012-06-15,1339,6.31,10.0,1.26
2012-06-18,1339,6.1,10.35,1.3
2012-06-19,1339,6.19,10.19,1.28
2012-06-20,1339,6.17,10.23,1.29
2012-06-21,1339,6.15,10.25,1.29
2012-06-22,1339,6.15,10.25,1.29
2012-06-25,1339,6.2,10.17,1.28
2012-06-26,1339,6.21,10.15,1.28
2012-06-27,1339,5.68,10.15,1.28
2012-06-28,1339,5.66,10.19,1.28
2012-06-29,1339,5.58,10.35,1.3
2012-07-02,1339,5.46,10.56,1.33
2012-07-03,1339,5.5,10.48,1.32
2012-07-04,1339,5.47,10.54,1.33
2012-07-05,1339,5.52,10.44,1.31
2012-07-06,1339,5.43,10.62,1.34
2012-07-09,1339,5.52,10.44,1.31
2012-07-10,1339,5.51,10.46,1.32
2012-07-11,1339,5.48,10.52,1.32
2012-07-12,1339,5.51,10.46,1.32
2012-07-13,1339,5.6,10.31,1.3
2012-07-16,1339,5.6,10.31,1.3
2012-07-17,1339,5.56,10.38,1.31
2012-07-18,1339,5.64,10.23,1.29
2012-07-19,1339,5.64,10.23,1.29
2012-07-20,1339,5.64,10.23,1.29
2012-07-23,1339,5.66,10.19,1.28
2012-07-24,1339,5.66,10.19,1.28
2012-07-25,1339,5.68,10.15,1.28
2012-07-26,1339,5.64,10.23,1.29
2012-07-27,1339,5.62,10.27,1.29
2012-07-30,1339,5.55,10.4,1.31
2012-07-31,1339,5.54,10.42,1.31
2012-08-01,1339,5.51,10.46,1.32
2012-08-03,1339,5.48,10.52,1.32
2012-08-06,1339,5.47,10.54,1.33
2012-08-07,1339,5.49,10.5,1.32
2012-08-08,1339,5.49,10.5,1.32
2012-08-09,1339,5.43,10.62,1.34
2012-08-10,1339,5.43,10.62,1.34
2012-08-13,1339,5.3,10.88,1.37
2012-08-14,1339,5.36,10.77,1.35
2012-08-15,1339,5.42,10.65,1.34
2012-08-16,1339,5.39,10.71,1.35
2012-08-17,1339,5.37,10.75,1.35
2012-08-20,1339,5.28,10.92,1.37
2012-08-21,1339,5.29,10.9,1.37
2012-08-22,1339,5.3,10.88,1.37
2012-08-23,1339,5.35,10.79,1.36
2012-08-24,1339,5.31,10.87,1.37
2012-08-27,1339,5.35,10.79,1.36
2012-08-28,1339,5.34,10.81,1.36
2012-08-29,1339,5.29,10.9,1.37
