date,stock_id,dividend_yield,PER,PBR
2008-08-15,1340,4.86,7.11,0.9
2010-12-25,1340,4.78,7.23,0.92
2014-01-14,1340,0.0,0.0,3.86
2014-01-15,1340,0.0,20.39,3.64
2014-01-16,1340,0.0,20.39,3.64
2014-01-17,1340,0.0,20.66,3.69
2014-01-20,1340,0.0,20.32,3.63
2014-01-21,1340,0.0,18.94,3.38
2014-01-22,1340,0.0,19.28,3.44
2014-01-23,1340,0.0,18.8,3.36
2014-01-24,1340,0.0,18.94,3.38
2014-01-27,1340,0.0,18.46,3.3
2014-02-05,1340,0.0,19.15,3.42
2014-02-06,1340,0.0,19.08,3.41
2014-02-07,1340,0.0,19.21,3.43
2014-02-10,1340,0.0,18.87,3.37
2014-02-11,1340,0.0,17.84,3.19
2014-02-12,1340,0.0,18.04,3.22
2014-02-13,1340,0.0,17.98,3.21
2014-02-14,1340,0.0,18.04,3.22
2014-02-17,1340,0.0,17.98,3.21
2014-02-18,1340,0.0,18.87,3.37
2014-02-19,1340,0.0,18.87,3.37
2014-02-20,1340,0.0,19.21,3.43
2014-02-21,1340,0.0,19.42,3.47
2014-02-24,1340,0.0,20.73,3.7
2014-02-25,1340,0.0,20.94,3.74
2014-02-26,1340,0.0,20.87,3.73
2014-02-27,1340,0.0,21.56,3.85
2014-03-03,1340,0.0,21.56,3.85
2014-03-04,1340,0.0,21.28,3.8
2014-03-05,1340,0.0,22.18,3.96
2014-03-06,1340,0.0,23.55,4.21
2014-03-07,1340,0.0,21.97,3.92
2014-03-10,1340,0.0,22.18,3.96
2014-03-11,1340,0.0,22.52,4.02
2014-03-12,1340,0.0,23.0,4.11
2014-03-13,1340,0.0,23.42,4.18
2014-03-14,1340,0.0,23.21,4.15
2014-03-17,1340,0.0,24.04,4.29
2014-03-18,1340,0.0,23.48,4.19
2014-03-19,1340,0.0,22.59,4.03
2014-03-20,1340,0.0,22.87,4.08
2014-03-21,1340,0.0,22.38,4.0
2014-03-24,1340,0.0,21.9,3.91
2014-03-25,1340,0.0,22.8,4.07
2014-03-26,1340,0.0,22.45,4.01
2014-03-27,1340,0.0,22.11,3.95
2014-03-28,1340,0.0,21.42,3.83
2014-03-31,1340,0.0,21.56,3.53
2014-04-01,1340,0.0,16.68,3.65
2014-04-02,1340,0.0,16.68,3.65
2014-04-03,1340,0.0,16.43,3.6
2014-04-07,1340,0.0,16.32,3.57
2014-04-08,1340,0.0,16.48,3.61
2014-04-09,1340,0.0,16.68,3.65
2014-04-10,1340,0.0,16.32,3.57
2014-04-11,1340,0.0,15.86,3.47
2014-04-14,1340,0.0,15.29,3.35
2014-04-15,1340,0.0,15.65,3.43
2014-04-16,1340,0.0,15.65,3.43
2014-04-17,1340,0.0,15.71,3.44
2014-04-18,1340,0.0,15.24,3.34
2014-04-21,1340,0.0,15.19,3.33
2014-04-22,1340,3.31,15.55,3.4
2014-04-23,1340,3.39,15.19,3.33
2014-04-24,1340,3.62,14.21,3.11
2014-04-25,1340,3.89,13.23,2.9
2014-04-28,1340,3.98,12.92,2.83
2014-04-29,1340,3.73,13.8,3.02
2014-04-30,1340,3.77,13.65,2.99
2014-05-02,1340,3.68,14.01,3.07
2014-05-05,1340,3.73,13.8,3.02
2014-05-06,1340,3.77,13.65,2.99
2014-05-07,1340,3.86,13.34,2.92
2014-05-08,1340,3.86,13.34,2.33
2014-05-09,1340,3.88,14.78,2.32
2014-05-12,1340,3.85,14.89,2.34
2014-05-13,1340,3.82,15.01,2.36
2014-05-14,1340,3.73,15.35,2.41
2014-05-15,1340,3.77,15.18,2.39
2014-05-16,1340,3.75,15.29,2.41
2014-05-19,1340,3.76,15.23,2.4
2014-05-20,1340,3.75,15.29,2.41
2014-05-21,1340,3.76,15.23,2.4
2014-05-22,1340,3.72,15.41,2.42
2014-05-23,1340,3.7,15.46,2.43
2014-05-26,1340,3.61,15.86,2.5
2014-05-27,1340,3.7,15.46,2.43
2014-05-28,1340,3.66,15.64,2.46
2014-05-29,1340,3.72,15.41,2.42
2014-05-30,1340,3.79,15.12,2.38
2014-06-03,1340,3.77,15.18,2.39
2014-06-04,1340,3.77,15.18,2.39
2014-06-05,1340,3.8,15.06,2.37
2014-06-06,1340,3.77,15.18,2.39
2014-06-09,1340,3.83,14.95,2.35
2014-06-10,1340,3.85,14.89,2.34
2014-06-11,1340,3.85,14.89,2.34
2014-06-12,1340,3.88,14.78,2.32
2014-06-13,1340,4.02,14.26,2.24
2014-06-16,1340,3.95,14.49,2.28
2014-06-17,1340,3.92,14.6,2.3
2014-06-18,1340,3.89,14.72,2.32
2014-06-19,1340,3.95,14.49,2.28
2014-06-20,1340,3.95,14.49,2.28
2014-06-23,1340,4.02,14.26,2.24
2014-06-24,1340,4.02,14.26,2.24
2014-06-25,1340,3.83,14.95,2.35
2014-06-26,1340,3.88,14.78,2.32
2014-06-27,1340,3.76,15.23,2.4
2014-06-30,1340,3.82,15.01,2.36
2014-07-01,1340,3.79,15.12,2.38
2014-07-02,1340,3.86,14.83,2.33
2014-07-03,1340,3.8,15.06,2.37
2014-07-04,1340,3.86,14.83,2.33
2014-07-07,1340,4.1,13.97,2.2
2014-07-08,1340,4.07,14.09,2.22
2014-07-09,1340,4.12,13.92,2.19
2014-07-10,1340,4.27,13.4,2.11
2014-07-11,1340,4.27,13.4,2.11
2014-07-14,1340,4.27,13.4,2.11
2014-07-15,1340,4.26,13.46,2.12
2014-07-16,1340,4.2,13.63,2.14
2014-07-17,1340,4.05,14.15,2.23
2014-07-18,1340,4.03,14.2,2.23
2014-07-21,1340,4.15,13.8,2.17
2014-07-22,1340,4.08,14.03,2.21
2014-07-24,1340,4.07,14.09,2.22
2014-07-25,1340,4.17,13.75,2.16
2014-07-28,1340,4.12,13.92,2.19
2014-07-29,1340,4.15,13.8,2.17
2014-07-30,1340,4.13,13.86,2.18
2014-07-31,1340,4.2,13.63,2.14
2014-08-01,1340,4.17,13.75,2.16
2014-08-04,1340,4.12,13.92,2.19
2014-08-05,1340,4.12,13.92,2.19
2014-08-06,1340,4.18,13.69,2.15
2014-08-07,1340,4.17,13.75,2.16
2014-08-08,1340,4.17,13.75,2.16
2014-08-11,1340,4.07,14.09,2.22
2014-08-12,1340,3.98,14.38,2.36
2014-08-13,1340,3.85,12.62,2.44
2014-08-14,1340,3.88,12.52,2.42
2014-08-15,1340,3.77,12.86,2.49
2014-08-18,1340,3.88,12.52,2.42
2014-08-19,1340,4.31,11.26,2.18
2014-08-20,1340,4.31,11.26,2.18
2014-08-21,1340,4.42,10.97,2.12
2014-08-22,1340,4.44,10.92,2.11
2014-08-25,1340,4.33,11.21,2.17
2014-08-26,1340,4.31,11.26,2.18
2014-08-27,1340,4.29,11.31,2.19
2014-08-28,1340,4.18,11.6,2.24
2014-08-29,1340,4.22,11.5,2.22
2014-09-01,1340,4.27,11.36,2.2
2014-09-02,1340,4.33,11.21,2.17
2014-09-03,1340,4.39,11.07,2.14
2014-09-04,1340,4.35,11.17,2.16
2014-09-05,1340,4.35,11.17,2.16
2014-09-09,1340,4.35,11.17,2.16
2014-09-10,1340,4.35,11.17,2.16
2014-09-11,1340,4.41,11.02,2.13
2014-09-12,1340,4.41,11.02,2.13
2014-09-15,1340,4.39,11.07,2.14
2014-09-16,1340,4.37,11.12,2.15
2014-09-17,1340,4.42,10.97,2.12
2014-09-18,1340,4.39,11.07,2.14
2014-09-19,1340,4.44,10.92,2.11
2014-09-22,1340,4.5,10.78,2.08
2014-09-23,1340,4.57,10.63,2.05
2014-09-24,1340,4.57,10.63,2.05
2014-09-25,1340,4.63,10.49,2.03
2014-09-26,1340,4.69,10.34,2.0
2014-09-29,1340,4.78,10.15,1.96
2014-09-30,1340,4.88,9.95,1.92
2014-10-01,1340,4.57,10.63,2.05
2014-10-02,1340,4.61,10.53,2.04
2014-10-03,1340,4.57,10.63,2.05
2014-10-06,1340,4.63,10.49,2.03
2014-10-07,1340,4.69,10.34,2.0
2014-10-08,1340,4.78,10.15,1.96
2014-10-09,1340,4.57,10.63,2.05
2014-10-13,1340,4.85,10.0,1.93
2014-10-14,1340,4.83,10.05,1.94
2014-10-15,1340,4.95,9.81,1.9
2014-10-16,1340,5.13,9.47,1.83
2014-10-17,1340,5.36,9.05,1.75
2014-10-20,1340,5.26,9.22,1.78
2014-10-21,1340,5.2,9.33,1.8
2014-10-22,1340,5.17,9.4,1.82
2014-10-23,1340,5.25,9.25,1.79
2014-10-24,1340,5.36,9.06,1.75
2014-10-27,1340,5.43,8.93,1.73
2014-10-28,1340,5.24,9.27,1.79
2014-10-29,1340,5.1,9.51,1.84
2014-10-30,1340,5.14,9.44,1.82
2014-10-31,1340,5.17,9.4,1.82
2014-11-03,1340,5.13,9.47,1.83
