date,stock_id,dividend_yield,PER,PBR
2005-09-05,1307,4.14,12.16,1.28
2005-09-06,1307,4.2,11.98,1.26
2005-09-07,1307,4.24,11.87,1.25
2005-09-08,1307,4.35,11.58,1.22
2005-09-09,1307,4.36,11.55,1.22
2005-09-12,1307,4.38,11.51,1.21
2005-09-13,1307,4.38,11.51,1.21
2005-09-14,1307,4.38,11.51,1.21
2005-09-15,1307,4.46,11.29,1.19
2005-09-16,1307,4.49,11.22,1.18
2005-09-19,1307,4.52,11.15,1.18
2005-09-20,1307,4.49,11.22,1.18
2005-09-21,1307,4.52,11.15,1.18
2005-09-23,1307,4.52,11.15,1.18
2005-09-26,1307,4.56,11.04,1.16
2005-09-27,1307,4.56,11.04,1.16
2005-09-28,1307,4.39,11.47,1.21
2005-09-29,1307,4.49,11.22,1.18
2005-09-30,1307,4.49,11.22,1.18
2005-10-04,1307,4.44,11.33,1.19
2005-10-05,1307,4.47,11.26,1.19
2005-10-06,1307,4.47,11.26,1.19
2005-10-07,1307,4.46,11.29,1.19
2005-10-11,1307,4.49,11.22,1.18
2005-10-12,1307,4.47,11.26,1.19
2005-10-13,1307,4.43,11.37,1.2
2005-10-14,1307,4.38,11.51,1.21
2005-10-17,1307,4.38,11.51,1.21
2005-10-18,1307,4.46,11.29,1.19
2005-10-19,1307,4.49,11.22,1.18
2005-10-20,1307,4.55,11.08,1.17
2005-10-21,1307,4.58,11.01,1.16
2005-10-24,1307,4.62,10.9,1.15
2005-10-25,1307,4.61,10.94,1.15
2005-10-26,1307,4.47,11.26,1.19
2005-10-27,1307,4.56,11.04,1.16
2005-10-28,1307,4.49,11.22,1.18
2005-10-31,1307,4.55,11.08,1.17
2005-11-01,1307,4.47,11.26,1.14
2005-11-02,1307,4.59,11.38,1.11
2005-11-03,1307,4.55,11.49,1.12
2005-11-04,1307,4.62,11.31,1.1
2005-11-07,1307,4.64,11.27,1.1
2005-11-08,1307,4.65,11.23,1.1
2005-11-09,1307,4.64,11.27,1.1
2005-11-10,1307,4.56,11.46,1.12
2005-11-11,1307,4.64,11.27,1.1
2005-11-14,1307,4.53,11.53,1.12
2005-11-15,1307,4.64,11.27,1.1
2005-11-16,1307,4.59,11.38,1.11
2005-11-17,1307,4.59,11.38,1.11
2005-11-18,1307,4.58,11.42,1.11
2005-11-21,1307,4.52,11.57,1.13
2005-11-22,1307,4.52,11.57,1.13
2005-11-23,1307,4.46,11.72,1.14
2005-11-24,1307,4.46,11.72,1.14
2005-11-25,1307,4.43,11.79,1.15
2005-11-28,1307,4.44,11.75,1.15
2005-11-29,1307,4.44,11.75,1.15
2005-11-30,1307,4.44,11.75,1.15
2005-12-01,1307,4.44,11.75,1.15
2005-12-02,1307,4.44,11.75,1.15
2005-12-05,1307,4.4,11.87,1.16
2005-12-06,1307,4.4,11.87,1.16
2005-12-07,1307,4.42,11.83,1.15
2005-12-08,1307,4.4,11.87,1.16
2005-12-09,1307,4.38,11.94,1.16
2005-12-12,1307,4.38,11.94,1.16
2005-12-13,1307,4.35,12.01,1.17
2005-12-14,1307,4.36,11.98,1.17
2005-12-15,1307,4.32,12.09,1.18
2005-12-16,1307,4.27,12.24,1.19
2005-12-19,1307,4.15,12.57,1.23
2005-12-20,1307,4.12,12.69,1.24
2005-12-21,1307,4.09,12.76,1.24
2005-12-22,1307,4.07,12.84,1.25
2005-12-23,1307,3.93,13.28,1.3
2005-12-26,1307,3.8,13.73,1.34
2005-12-27,1307,3.72,14.03,1.37
2005-12-28,1307,3.63,14.4,1.4
2005-12-29,1307,3.5,14.93,1.46
2005-12-30,1307,3.5,14.93,1.46
2006-01-02,1307,3.66,14.25,1.39
2006-01-03,1307,3.5,14.93,1.46
2006-01-04,1307,3.55,14.7,1.43
2006-01-05,1307,3.61,14.48,1.41
2006-01-06,1307,3.67,14.22,1.39
2006-01-09,1307,3.66,14.25,1.39
2006-01-10,1307,3.61,14.48,1.41
2006-01-11,1307,3.68,14.18,1.38
2006-01-12,1307,3.72,14.03,1.37
2006-01-13,1307,3.72,14.03,1.37
2006-01-16,1307,3.72,14.03,1.37
2006-01-17,1307,3.87,13.51,1.32
2006-01-18,1307,3.89,13.43,1.31
2006-01-19,1307,3.91,13.36,1.3
2006-01-20,1307,4.0,13.06,1.27
2006-01-23,1307,4.06,12.87,1.26
2006-01-24,1307,4.02,12.99,1.27
2006-01-25,1307,4.01,13.02,1.27
2006-02-03,1307,3.8,13.73,1.34
2006-02-06,1307,3.91,13.36,1.3
2006-02-07,1307,3.9,13.4,1.31
2006-02-08,1307,3.92,13.32,1.3
2006-02-09,1307,3.95,13.21,1.29
2006-02-10,1307,3.93,13.28,1.3
2006-02-13,1307,3.95,13.21,1.29
2006-02-14,1307,3.95,13.21,1.29
2006-02-15,1307,3.95,13.21,1.29
2006-02-16,1307,3.93,13.28,1.3
2006-02-17,1307,3.9,13.4,1.31
2006-02-20,1307,3.87,13.51,1.32
2006-02-21,1307,3.87,13.51,1.32
2006-02-22,1307,3.93,13.28,1.3
2006-02-23,1307,3.94,13.25,1.29
2006-02-24,1307,3.94,13.25,1.29
2006-02-27,1307,3.95,13.21,1.29
2006-03-01,1307,3.93,13.28,1.3
2006-03-02,1307,3.93,13.28,1.3
2006-03-03,1307,3.89,13.43,1.31
2006-03-06,1307,3.91,13.36,1.3
2006-03-07,1307,3.91,13.36,1.3
2006-03-08,1307,3.83,13.66,1.33
2006-03-09,1307,3.84,13.62,1.33
2006-03-10,1307,3.81,13.69,1.34
2006-03-13,1307,3.84,13.62,1.33
2006-03-14,1307,3.86,13.54,1.32
2006-03-15,1307,3.93,13.28,1.3
2006-03-16,1307,3.93,13.28,1.3
2006-03-17,1307,3.93,13.28,1.3
2006-03-20,1307,4.0,13.06,1.27
2006-03-21,1307,4.03,12.95,1.26
2006-03-22,1307,3.93,13.28,1.3
2006-03-23,1307,3.91,13.36,1.3
2006-03-24,1307,3.95,13.21,1.29
2006-03-27,1307,3.93,13.28,1.3
2006-03-28,1307,4.0,13.06,1.27
2006-03-29,1307,4.0,13.06,1.27
2006-03-30,1307,3.99,13.1,1.28
2006-03-31,1307,3.98,13.13,1.28
2006-04-03,1307,3.97,13.17,1.28
2006-04-04,1307,3.98,13.13,1.28
2006-04-06,1307,3.93,13.28,1.3
2006-04-07,1307,3.85,13.58,1.29
2006-04-10,1307,3.85,13.09,1.29
2006-04-11,1307,3.8,13.24,1.31
2006-04-12,1307,3.78,13.31,1.31
2006-04-13,1307,3.85,13.09,1.29
2006-04-14,1307,3.83,13.17,1.3
2006-04-17,1307,3.87,13.02,1.29
2006-04-18,1307,3.87,13.02,1.29
2006-04-19,1307,3.89,12.95,1.28
2006-04-20,1307,3.89,12.95,1.28
2006-04-21,1307,3.75,13.42,1.32
2006-04-24,1307,3.93,12.81,1.26
2006-04-25,1307,3.9,12.91,1.27
2006-04-26,1307,5.52,13.02,1.29
2006-04-27,1307,5.56,12.95,1.28
2006-04-28,1307,5.59,12.88,1.27
2006-05-02,1307,5.49,13.09,1.29
2006-05-03,1307,5.46,13.17,1.25
2006-05-04,1307,5.29,12.77,1.29
2006-05-05,1307,5.08,13.31,1.35
2006-05-09,1307,4.89,13.82,1.4
2006-05-10,1307,5.03,13.45,1.36
2006-05-11,1307,5.19,13.01,1.32
2006-05-12,1307,5.22,12.94,1.31
2006-05-15,1307,5.24,12.91,1.31
2006-05-16,1307,5.38,12.57,1.27
2006-05-17,1307,5.38,12.57,1.27
2006-05-18,1307,5.03,13.45,1.36
2006-05-19,1307,5.13,13.18,1.33
2006-05-22,1307,5.38,12.57,1.27
2006-05-23,1307,5.35,12.64,1.28
2006-05-24,1307,5.35,12.64,1.28
2006-05-25,1307,5.41,12.5,1.26
2006-05-26,1307,5.49,12.3,1.24
2006-05-29,1307,5.56,12.16,1.23
2006-05-30,1307,5.6,12.06,1.22
2006-06-01,1307,5.6,12.06,1.22
2006-06-02,1307,5.6,12.06,1.22
2006-06-05,1307,5.65,11.96,1.21
2006-06-06,1307,5.71,11.82,1.2
2006-06-07,1307,5.75,11.76,1.19
2006-06-08,1307,6.02,11.22,1.13
2006-06-09,1307,5.95,11.35,1.15
2006-06-12,1307,6.13,11.01,1.11
2006-06-13,1307,6.06,11.15,1.13
2006-06-14,1307,5.95,11.35,1.15
2006-06-15,1307,6.06,11.15,1.13
2006-06-16,1307,6.01,11.25,1.14
2006-06-19,1307,5.81,11.62,1.18
2006-06-20,1307,6.17,10.95,1.11
2006-06-21,1307,6.21,10.88,1.1
2006-06-22,1307,6.13,11.01,1.11
2006-06-23,1307,6.17,10.95,1.11
2006-06-26,1307,6.13,11.01,1.11
2006-06-27,1307,6.17,10.95,1.11
2006-06-28,1307,6.25,10.81,1.09
2006-06-29,1307,6.13,11.01,1.11
2006-06-30,1307,6.17,10.95,1.11
2006-07-03,1307,6.21,10.88,1.1
2006-07-04,1307,6.21,10.88,1.1
2006-07-05,1307,6.21,10.88,1.1
2006-07-06,1307,6.13,11.01,1.11
2006-07-07,1307,6.17,10.95,1.11
2006-07-10,1307,6.17,10.95,1.11
2006-07-11,1307,6.17,10.95,1.11
2006-07-12,1307,6.17,10.95,1.11
2006-07-13,1307,6.17,10.95,1.11
2006-07-14,1307,6.13,11.01,1.11
2006-07-17,1307,6.33,10.68,1.08
2006-07-18,1307,6.29,10.74,1.09
2006-07-19,1307,6.31,10.71,1.08
2006-07-20,1307,6.12,11.05,1.12
2006-07-21,1307,6.25,10.81,1.09
2006-07-24,1307,6.17,10.95,1.11
2006-07-25,1307,6.29,10.74,1.09
2006-07-26,1307,6.25,10.81,1.09
2006-07-27,1307,6.19,10.91,1.1
2006-07-28,1307,6.08,11.11,1.12
2006-07-31,1307,6.1,11.08,1.12
2006-08-01,1307,6.04,11.18,1.13
2006-08-02,1307,6.02,11.22,1.13
2006-08-03,1307,6.02,11.22,1.13
2006-08-04,1307,5.83,11.59,1.17
2006-08-07,1307,5.99,11.28,1.14
2006-08-08,1307,5.99,11.28,1.14
2006-08-09,1307,5.99,11.28,1.14
2006-08-10,1307,5.99,11.28,1.14
2006-08-11,1307,5.88,11.49,1.16
2006-08-14,1307,5.9,11.45,1.16
2006-08-15,1307,5.88,11.49,1.16
2006-08-16,1307,5.95,11.35,1.15
2006-08-17,1307,5.99,11.28,1.14
2006-08-18,1307,5.8,11.66,1.18
2006-08-21,1307,5.92,11.42,1.16
2006-08-22,1307,5.88,11.49,1.16
2006-08-23,1307,5.88,11.49,1.16
2006-08-24,1307,5.88,11.49,1.16
2006-08-25,1307,5.95,11.35,1.15
2006-08-28,1307,6.06,11.15,1.13
2006-08-29,1307,5.92,11.42,1.16
2006-08-30,1307,6.02,11.22,1.13
2006-08-31,1307,5.88,11.49,1.23
2006-09-01,1307,5.88,10.9,1.23
2006-09-04,1307,6.01,10.67,1.2
2006-09-05,1307,4.6,12.57,1.5
2006-09-06,1307,6.02,10.64,1.2
2006-09-07,1307,6.02,10.64,1.2
2006-09-08,1307,6.06,10.58,1.19
2006-09-11,1307,6.01,10.67,1.2
2006-09-12,1307,6.01,10.67,1.2
2006-09-13,1307,6.02,10.64,1.2
2006-09-14,1307,6.06,10.58,1.19
2006-09-15,1307,6.04,10.61,1.2
2006-09-19,1307,5.95,10.77,1.21
2006-09-20,1307,5.8,11.06,1.25
2006-09-21,1307,5.6,11.44,1.29
2006-09-22,1307,5.6,11.44,1.29
