date,stock_id,dividend_yield,PER,PBR
2005-09-05,1460,2.48,46.54,0.58
2005-09-06,1460,2.41,47.85,0.6
2005-09-07,1460,2.42,47.62,0.59
2005-09-08,1460,2.45,47.0,0.59
2005-09-09,1460,2.44,47.38,0.59
2005-09-12,1460,2.48,46.54,0.58
2005-09-13,1460,2.49,46.38,0.58
2005-09-14,1460,2.49,46.38,0.58
2005-09-15,1460,2.48,46.46,0.58
2005-09-16,1460,2.55,45.23,0.56
2005-09-19,1460,2.56,45.08,0.56
2005-09-20,1460,2.5,46.08,0.57
2005-09-21,1460,2.54,45.46,0.57
2005-09-23,1460,2.59,44.62,0.56
2005-09-26,1460,2.63,43.85,0.55
2005-09-27,1460,2.63,43.85,0.55
2005-09-28,1460,2.63,43.85,0.55
2005-09-29,1460,2.59,44.62,0.56
2005-09-30,1460,2.42,47.62,0.59
2005-10-04,1460,2.46,46.92,0.58
2005-10-05,1460,2.49,46.31,0.58
2005-10-06,1460,2.5,46.23,0.58
2005-10-07,1460,2.5,46.15,0.58
2005-10-11,1460,2.54,45.38,0.57
2005-10-12,1460,2.51,45.92,0.57
2005-10-13,1460,2.53,45.69,0.57
2005-10-14,1460,2.48,46.46,0.58
2005-10-17,1460,2.53,45.54,0.57
2005-10-18,1460,2.54,45.46,0.57
2005-10-19,1460,2.54,45.38,0.57
2005-10-20,1460,2.54,45.38,0.57
2005-10-21,1460,2.55,45.23,0.56
2005-10-24,1460,2.56,45.0,0.56
2005-10-25,1460,2.58,44.69,0.56
2005-10-26,1460,2.58,44.69,0.56
2005-10-27,1460,2.6,44.38,0.55
2005-10-28,1460,2.6,44.46,0.55
2005-10-31,1460,2.54,45.38,0.57
2005-11-01,1460,2.56,45.08,0.56
2005-11-02,1460,2.56,293.0,0.56
2005-11-03,1460,2.54,295.0,0.56
2005-11-04,1460,2.55,294.0,0.56
2005-11-07,1460,2.56,293.0,0.56
2005-11-08,1460,2.56,293.0,0.56
2005-11-09,1460,2.56,292.5,0.55
2005-11-10,1460,2.56,293.0,0.56
2005-11-11,1460,2.55,294.5,0.56
2005-11-14,1460,2.45,305.5,0.58
2005-11-15,1460,2.47,304.0,0.58
2005-11-16,1460,2.47,304.0,0.58
2005-11-17,1460,2.49,301.5,0.57
2005-11-18,1460,2.48,302.5,0.57
2005-11-21,1460,2.48,302.5,0.57
2005-11-22,1460,2.46,305.0,0.58
2005-11-23,1460,2.46,304.5,0.58
2005-11-24,1460,2.47,304.0,0.58
2005-11-25,1460,2.48,302.5,0.57
2005-11-28,1460,2.48,303.0,0.57
2005-11-29,1460,2.47,303.5,0.58
2005-11-30,1460,2.47,303.5,0.58
2005-12-01,1460,2.48,302.5,0.57
2005-12-02,1460,2.48,302.5,0.57
2005-12-05,1460,2.47,303.5,0.58
2005-12-06,1460,2.46,304.5,0.58
2005-12-07,1460,2.48,303.0,0.57
2005-12-08,1460,2.48,302.0,0.57
2005-12-09,1460,2.47,303.5,0.58
2005-12-12,1460,2.46,304.5,0.58
2005-12-13,1460,2.46,305.0,0.58
2005-12-14,1460,2.45,306.5,0.58
2005-12-15,1460,2.47,304.0,0.58
2005-12-16,1460,2.46,305.0,0.58
2005-12-19,1460,2.35,319.0,0.6
2005-12-20,1460,2.37,316.5,0.6
2005-12-21,1460,2.39,313.5,0.59
2005-12-22,1460,2.45,305.5,0.58
2005-12-23,1460,2.45,306.5,0.58
2005-12-26,1460,2.46,305.0,0.58
2005-12-27,1460,2.42,310.0,0.59
2005-12-28,1460,2.45,306.0,0.58
2005-12-29,1460,2.44,307.0,0.58
2005-12-30,1460,2.45,305.5,0.58
2006-01-02,1460,2.53,296.0,0.56
2006-01-03,1460,2.54,295.5,0.56
2006-01-04,1460,2.56,293.0,0.56
2006-01-05,1460,2.55,294.0,0.56
2006-01-06,1460,2.56,293.5,0.56
2006-01-09,1460,2.53,296.5,0.56
2006-01-10,1460,2.54,295.0,0.56
2006-01-11,1460,2.5,300.0,0.57
2006-01-12,1460,2.54,295.0,0.56
2006-01-13,1460,2.56,293.0,0.56
2006-01-16,1460,2.56,293.5,0.56
2006-01-17,1460,2.62,286.5,0.54
2006-01-18,1460,2.65,283.5,0.54
2006-01-19,1460,2.67,281.0,0.53
2006-01-20,1460,2.68,279.5,0.53
2006-01-23,1460,2.74,274.0,0.52
2006-01-24,1460,2.73,275.0,0.52
2006-01-25,1460,2.7,277.5,0.53
2006-02-03,1460,2.7,277.5,0.53
2006-02-06,1460,2.66,282.0,0.53
2006-02-07,1460,2.59,290.0,0.55
2006-02-08,1460,2.62,286.0,0.54
2006-02-09,1460,2.62,286.0,0.54
2006-02-10,1460,2.61,287.5,0.55
2006-02-13,1460,2.66,281.5,0.53
2006-02-14,1460,2.68,280.0,0.53
2006-02-15,1460,2.68,280.0,0.53
2006-02-16,1460,2.68,280.0,0.53
2006-02-17,1460,2.68,280.0,0.53
2006-02-20,1460,2.72,276.0,0.52
2006-02-21,1460,2.73,274.5,0.52
2006-02-22,1460,2.84,264.5,0.5
2006-02-23,1460,2.88,260.0,0.49
2006-02-24,1460,2.86,262.0,0.5
2006-02-27,1460,2.88,260.5,0.49
2006-03-01,1460,2.86,262.5,0.5
2006-03-02,1460,2.86,262.5,0.5
2006-03-03,1460,2.88,260.0,0.49
2006-03-06,1460,2.9,259.0,0.49
2006-03-07,1460,2.95,254.0,0.48
2006-03-08,1460,2.96,253.0,0.48
2006-03-09,1460,2.92,257.0,0.49
2006-03-10,1460,2.92,257.0,0.49
2006-03-13,1460,2.94,255.0,0.48
2006-03-14,1460,3.0,250.0,0.47
2006-03-15,1460,2.99,251.0,0.48
2006-03-16,1460,2.96,253.5,0.48
2006-03-17,1460,2.98,251.5,0.48
2006-03-20,1460,3.01,249.5,0.47
2006-03-21,1460,3.03,247.5,0.47
2006-03-22,1460,3.04,246.5,0.47
2006-03-23,1460,3.06,245.0,0.46
2006-03-24,1460,3.06,245.0,0.46
2006-03-27,1460,3.05,246.0,0.47
2006-03-28,1460,3.05,246.0,0.47
2006-03-29,1460,3.05,245.5,0.47
2006-03-30,1460,3.09,242.5,0.46
2006-03-31,1460,3.04,246.5,0.47
2006-04-03,1460,3.05,246.0,0.47
2006-04-04,1460,3.04,247.0,0.47
2006-04-06,1460,3.0,250.0,0.47
2006-04-07,1460,2.99,251.0,0.48
2006-04-10,1460,2.99,251.0,0.48
2006-04-11,1460,3.01,249.5,0.47
2006-04-12,1460,2.94,255.5,0.48
2006-04-13,1460,2.91,258.0,0.49
2006-04-14,1460,2.94,255.5,0.48
2006-04-17,1460,2.85,263.0,0.5
2006-04-18,1460,2.87,261.0,0.49
2006-04-19,1460,2.87,261.0,0.49
2006-04-20,1460,2.84,264.0,0.5
2006-04-21,1460,2.83,265.0,0.5
2006-04-24,1460,2.8,267.5,0.51
2006-04-25,1460,2.81,267.0,0.51
2006-04-26,1460,2.78,270.0,0.51
2006-04-27,1460,2.75,272.5,0.52
2006-04-28,1460,2.77,270.5,0.5
2006-05-02,1460,2.68,0.0,0.52
2006-05-03,1460,2.7,0.0,0.52
2006-05-04,1460,2.69,0.0,0.52
2006-05-05,1460,2.52,0.0,0.56
2006-05-09,1460,2.3,0.0,0.61
2006-05-10,1460,2.27,0.0,0.62
2006-05-11,1460,2.31,0.0,0.6
2006-05-12,1460,2.31,0.0,0.61
2006-05-15,1460,2.27,0.0,0.62
2006-05-16,1460,2.31,0.0,0.61
2006-05-17,1460,2.34,0.0,0.6
2006-05-18,1460,2.34,0.0,0.6
2006-05-19,1460,2.34,0.0,0.6
2006-05-22,1460,2.42,0.0,0.58
2006-05-23,1460,2.42,0.0,0.58
2006-05-24,1460,2.42,0.0,0.58
2006-05-25,1460,2.42,0.0,0.58
2006-05-26,1460,2.42,0.0,0.58
2006-05-29,1460,2.4,0.0,0.58
2006-05-30,1460,2.42,0.0,0.58
2006-06-01,1460,2.42,0.0,0.58
2006-06-02,1460,2.42,0.0,0.58
2006-06-05,1460,2.56,0.0,0.55
2006-06-06,1460,2.71,0.0,0.52
2006-06-07,1460,2.83,0.0,0.49
2006-06-08,1460,2.91,0.0,0.48
2006-06-09,1460,2.92,0.0,0.48
2006-06-12,1460,2.91,0.0,0.48
2006-06-13,1460,2.94,0.0,0.48
2006-06-14,1460,2.88,0.0,0.49
2006-06-15,1460,2.87,0.0,0.49
2006-06-16,1460,2.75,0.0,0.51
2006-06-19,1460,2.75,0.0,0.51
2006-06-20,1460,2.76,0.0,0.51
2006-06-21,1460,2.82,0.0,0.5
2006-06-22,1460,2.78,0.0,0.5
2006-06-23,1460,2.78,0.0,0.5
2006-06-26,1460,2.73,0.0,0.51
2006-06-27,1460,2.73,0.0,0.51
2006-06-28,1460,2.74,0.0,0.51
2006-06-29,1460,2.66,0.0,0.53
2006-06-30,1460,2.67,0.0,0.52
2006-07-03,1460,2.7,0.0,0.52
2006-07-04,1460,2.72,0.0,0.51
2006-07-05,1460,2.77,0.0,0.51
2006-07-06,1460,2.81,0.0,0.5
2006-07-07,1460,2.81,0.0,0.5
2006-07-10,1460,2.83,0.0,0.49
2006-07-11,1460,2.82,0.0,0.5
2006-07-12,1460,2.8,0.0,0.5
2006-07-13,1460,2.82,0.0,0.5
2006-07-14,1460,2.87,0.0,0.49
2006-07-17,1460,2.94,0.0,0.48
2006-07-18,1460,2.9,0.0,0.48
2006-07-19,1460,2.88,0.0,0.49
2006-07-20,1460,2.88,0.0,0.49
2006-07-21,1460,2.88,0.0,0.49
2006-07-24,1460,2.9,0.0,0.48
2006-07-25,1460,2.89,0.0,0.48
2006-07-26,1460,2.89,0.0,0.48
2006-07-27,1460,2.88,0.0,0.49
2006-07-28,1460,2.88,0.0,0.49
2006-07-31,1460,2.86,0.0,0.49
2006-08-01,1460,2.88,0.0,0.49
2006-08-02,1460,2.84,0.0,0.49
2006-08-03,1460,2.75,0.0,0.51
2006-08-04,1460,2.77,0.0,0.5
2006-08-07,1460,2.77,0.0,0.5
2006-08-08,1460,2.77,0.0,0.5
2006-08-09,1460,2.78,0.0,0.5
2006-08-10,1460,2.81,0.0,0.5
2006-08-11,1460,2.83,0.0,0.49
2006-08-14,1460,2.84,0.0,0.49
2006-08-15,1460,2.84,0.0,0.49
2006-08-16,1460,2.79,0.0,0.5
2006-08-17,1460,2.81,0.0,0.51
2006-08-18,1460,2.83,0.0,0.5
2006-08-21,1460,2.88,0.0,0.49
2006-08-22,1460,2.91,0.0,0.49
2006-08-23,1460,2.93,0.0,0.49
2006-08-24,1460,2.88,0.0,0.49
2006-08-25,1460,2.86,0.0,0.5
2006-08-28,1460,2.9,0.0,0.49
2006-08-29,1460,2.92,34.27,0.49
2006-08-30,1460,2.88,34.67,0.49
2006-08-31,1460,2.87,34.87,0.5
2006-09-01,1460,2.88,34.67,0.49
2006-09-04,1460,2.86,34.93,0.5
2006-09-05,1460,0.0,47.0,0.66
2006-09-06,1460,2.88,34.73,0.5
2006-09-07,1460,2.86,34.93,0.5
2006-09-08,1460,2.86,34.93,0.5
2006-09-11,1460,2.86,35.0,0.5
2006-09-12,1460,2.86,34.93,0.5
2006-09-13,1460,2.87,34.87,0.5
2006-09-14,1460,2.93,34.13,0.49
2006-09-15,1460,2.87,34.87,0.5
2006-09-19,1460,2.84,35.27,0.5
2006-09-20,1460,2.87,34.87,0.5
2006-09-21,1460,2.84,35.27,0.5
2006-09-22,1460,2.83,35.33,0.5
2006-09-25,1460,2.8,35.67,0.51
2006-09-26,1460,2.8,35.73,0.51
2006-09-27,1460,2.76,36.2,0.52
2006-09-28,1460,2.78,36.0,0.51
2006-09-29,1460,2.76,36.2,0.52
2006-10-02,1460,2.64,37.87,0.54
2006-10-03,1460,2.64,37.87,0.54
2006-10-04,1460,2.53,39.53,0.55
2006-10-05,1460,2.51,39.87,0.56
2006-10-11,1460,2.49,40.13,0.56
2006-10-12,1460,2.49,40.13,0.56
2006-10-13,1460,2.52,39.73,0.56
2006-10-14,1460,2.49,40.2,0.56
2006-10-16,1460,2.48,40.33,0.56
2006-10-17,1460,2.51,39.87,0.56
2006-10-18,1460,2.53,39.47,0.55
2006-10-19,1460,2.56,39.13,0.55
2006-10-20,1460,2.56,39.13,0.55
2006-10-23,1460,2.54,39.4,0.55
2006-10-24,1460,2.44,41.0,0.57
2006-10-25,1460,2.48,40.4,0.56
2006-10-26,1460,2.48,40.27,0.56
2006-10-27,1460,2.51,39.8,0.56
2006-10-30,1460,2.56,39.07,0.55
2006-10-31,1460,2.6,38.53,0.54
2006-11-01,1460,2.59,38.6,0.54
2006-11-02,1460,2.56,39.0,0.54
2006-11-06,1460,2.5,40.0,0.56
2006-11-07,1460,2.48,40.33,0.56
2006-11-08,1460,2.5,40.0,0.56
2006-11-09,1460,2.48,40.33,0.56
2006-11-10,1460,2.48,40.27,0.56
2006-11-13,1460,2.48,40.33,0.56
2006-11-14,1460,2.4,41.67,0.58
2006-11-15,1460,2.45,40.8,0.57
2006-11-16,1460,2.44,41.07,0.57
2006-11-17,1460,2.44,41.0,0.57
2006-11-20,1460,2.42,41.27,0.58
2006-11-21,1460,2.4,41.67,0.58
2006-11-22,1460,2.38,42.0,0.59
2006-11-23,1460,2.4,41.73,0.58
2006-11-24,1460,0.0,41.47,0.58
2006-11-27,1460,0.0,41.47,0.58
2006-11-28,1460,0.0,41.33,0.58
2006-11-29,1460,0.0,42.27,0.59
2006-11-30,1460,0.0,45.2,0.63
2006-12-01,1460,0.0,48.0,0.67
2006-12-04,1460,0.0,49.67,0.69
2006-12-05,1460,0.0,46.33,0.65
2006-12-06,1460,0.0,46.8,0.65
2006-12-07,1460,0.0,47.47,0.66
2006-12-08,1460,0.0,47.6,0.66
2006-12-11,1460,0.0,47.87,0.67
2006-12-12,1460,0.0,46.27,0.65
2006-12-13,1460,0.0,44.73,0.62
2006-12-14,1460,0.0,45.87,0.64
2006-12-15,1460,0.0,46.0,0.64
2006-12-18,1460,0.0,47.0,0.66
2006-12-19,1460,0.0,46.47,0.65
2006-12-20,1460,0.0,46.87,0.65
2006-12-21,1460,0.0,45.73,0.64
2006-12-22,1460,0.0,45.47,0.64
2006-12-25,1460,0.0,46.8,0.65
2006-12-26,1460,0.0,47.87,0.67
2006-12-27,1460,0.0,47.73,0.67
2006-12-28,1460,0.0,47.8,0.67
2006-12-29,1460,0.0,48.53,0.68
2007-01-02,1460,0.0,51.87,0.72
2007-01-03,1460,0.0,51.0,0.71
2007-01-04,1460,0.0,49.67,0.69
2007-01-05,1460,0.0,47.4,0.66
2007-01-08,1460,0.0,47.47,0.66
2007-01-09,1460,0.0,47.73,0.67
2007-01-10,1460,0.0,46.67,0.65
2007-01-11,1460,0.0,43.67,0.61
2007-01-12,1460,0.0,44.07,0.62
2007-01-15,1460,0.0,44.53,0.62
2007-01-16,1460,0.0,44.67,0.62
2007-01-17,1460,0.0,45.13,0.63
2007-01-18,1460,0.0,46.0,0.64
2007-01-19,1460,0.0,45.47,0.64
2007-01-22,1460,0.0,44.6,0.62
2007-01-23,1460,0.0,45.0,0.63
2007-01-24,1460,0.0,45.07,0.63
2007-01-25,1460,0.0,44.73,0.62
2007-01-26,1460,0.0,44.47,0.62
2007-01-29,1460,0.0,44.13,0.62
2007-01-31,1460,0.0,43.0,0.6
2007-02-01,1460,0.0,42.87,0.6
2007-02-02,1460,0.0,44.27,0.62
2007-02-05,1460,0.0,44.07,0.62
2007-02-07,1460,0.0,44.93,0.63
2007-02-08,1460,0.0,44.67,0.62
2007-02-09,1460,0.0,46.0,0.64
2007-02-12,1460,0.0,46.8,0.65
2007-02-13,1460,0.0,46.93,0.66
2007-02-14,1460,0.0,46.4,0.65
2007-02-26,1460,0.0,47.27,0.66
2007-02-27,1460,0.0,47.13,0.66
2007-03-01,1460,0.0,45.73,0.64
2007-03-02,1460,0.0,46.33,0.65
2007-03-03,1460,0.0,46.2,0.65
2007-03-05,1460,0.0,44.07,0.62
2007-03-06,1460,0.0,44.0,0.61
2007-03-07,1460,0.0,44.27,0.62
2007-03-08,1460,0.0,44.33,0.62
2007-03-09,1460,0.0,43.87,0.61
2007-03-12,1460,0.0,44.33,0.62
2007-03-13,1460,0.0,43.8,0.61
2007-03-14,1460,0.0,43.07,0.6
2007-03-15,1460,0.0,44.0,0.61
2007-03-16,1460,0.0,43.87,0.61
2007-03-19,1460,0.0,44.0,0.61
2007-03-20,1460,0.0,44.67,0.62
2007-03-21,1460,0.0,44.67,0.62
2007-03-22,1460,0.0,44.67,0.62
2007-03-23,1460,0.0,46.2,0.65
2007-03-26,1460,0.0,47.4,0.66
2007-03-27,1460,0.0,46.93,0.66
2007-03-28,1460,0.0,48.0,0.67
2007-03-29,1460,0.0,48.0,0.67
2007-03-30,1460,0.0,48.0,0.67
2007-04-02,1460,0.0,48.07,0.67
2007-04-03,1460,0.0,48.0,0.67
2007-04-04,1460,0.0,49.33,0.69
2007-04-09,1460,0.0,52.0,0.73
2007-04-10,1460,0.0,50.67,0.71
2007-04-11,1460,0.0,51.4,0.72
2007-04-12,1460,0.0,51.67,0.72
2007-04-13,1460,0.0,50.0,0.7
2007-04-14,1460,0.0,50.8,0.71
2007-04-16,1460,0.0,51.0,0.71
2007-04-17,1460,0.0,49.73,0.69
2007-04-18,1460,0.0,49.47,0.69
2007-04-19,1460,0.0,49.47,0.69
2007-04-20,1460,0.0,49.8,0.7
2007-04-23,1460,0.0,50.13,0.7
2007-04-24,1460,0.0,50.07,0.7
2007-04-25,1460,0.0,49.0,0.68
2007-04-26,1460,0.0,48.8,0.68
2007-04-27,1460,0.0,48.33,0.67
2007-04-30,1460,0.0,51.93,0.67
2007-05-02,1460,2.11,50.86,0.66
2007-05-03,1460,2.15,49.86,0.64
2007-05-04,1460,2.05,52.36,0.68
2007-05-07,1460,2.03,52.86,0.68
2007-05-08,1460,2.05,52.14,0.67
2007-05-09,1460,2.01,53.29,0.69
2007-05-10,1460,2.01,53.29,0.69
2007-05-11,1460,2.01,53.43,0.69
2007-05-14,1460,2.01,53.36,0.69
2007-05-15,1460,2.01,53.21,0.69
2007-05-16,1460,2.03,52.86,0.68
2007-05-17,1460,2.03,52.79,0.68
2007-05-18,1460,2.03,52.79,0.68
2007-05-21,1460,2.07,51.79,0.67
2007-05-22,1460,2.07,51.71,0.67
2007-05-23,1460,2.08,51.57,0.67
2007-05-24,1460,2.09,51.14,0.66
2007-05-25,1460,2.14,50.07,0.65
2007-05-28,1460,2.13,50.29,0.65
2007-05-29,1460,2.15,49.79,0.64
2007-05-30,1460,2.16,49.57,0.64
2007-05-31,1460,2.16,49.57,0.64
2007-06-01,1460,2.2,48.79,0.63
2007-06-04,1460,2.2,48.79,0.63
2007-06-05,1460,2.21,48.43,0.62
2007-06-06,1460,2.2,48.64,0.63
2007-06-07,1460,2.23,48.14,0.62
2007-06-08,1460,2.23,48.07,0.62
2007-06-11,1460,2.26,47.5,0.61
2007-06-12,1460,2.26,47.43,0.61
2007-06-13,1460,2.16,49.57,0.64
2007-06-14,1460,2.16,49.64,0.64
2007-06-15,1460,2.15,49.93,0.64
2007-06-20,1460,2.12,50.5,0.65
2007-06-21,1460,2.12,50.57,0.65
2007-06-22,1460,2.07,51.79,0.67
2007-06-23,1460,2.08,51.43,0.66
2007-06-25,1460,1.95,55.0,0.71
2007-06-26,1460,1.92,55.71,0.72
2007-06-27,1460,1.97,54.43,0.7
2007-06-28,1460,1.97,54.43,0.7
2007-06-29,1460,1.96,54.57,0.7
2007-07-02,1460,1.94,55.36,0.71
