date,stock_id,dividend_yield,PER,PBR
2005-09-05,1109,5.52,25.14,0.69
2005-09-06,1109,5.5,25.25,0.69
2005-09-07,1109,5.5,25.25,0.69
2005-09-08,1109,5.51,25.19,0.69
2005-09-09,1109,5.57,24.94,0.68
2005-09-12,1109,5.57,24.92,0.68
2005-09-13,1109,5.58,24.89,0.68
2005-09-14,1109,5.61,24.78,0.68
2005-09-15,1109,5.62,24.72,0.68
2005-09-16,1109,5.62,24.72,0.68
2005-09-19,1109,5.56,25.0,0.69
2005-09-20,1109,5.54,25.08,0.69
2005-09-21,1109,5.56,25.0,0.69
2005-09-23,1109,5.59,24.83,0.68
2005-09-26,1109,5.56,24.97,0.68
2005-09-27,1109,5.62,24.72,0.68
2005-09-28,1109,5.59,24.86,0.68
2005-09-29,1109,5.57,24.92,0.68
2005-09-30,1109,5.61,24.78,0.68
2005-10-04,1109,5.62,24.72,0.68
2005-10-05,1109,5.63,24.67,0.68
2005-10-06,1109,5.59,24.86,0.68
2005-10-07,1109,5.57,24.92,0.68
2005-10-11,1109,5.56,25.0,0.69
2005-10-12,1109,5.61,24.75,0.68
2005-10-13,1109,5.63,24.67,0.68
2005-10-14,1109,5.63,24.67,0.68
2005-10-17,1109,5.68,24.44,0.67
2005-10-18,1109,5.54,25.08,0.69
2005-10-19,1109,5.63,24.67,0.68
2005-10-20,1109,5.67,24.5,0.67
2005-10-21,1109,5.69,24.39,0.67
2005-10-24,1109,5.68,24.44,0.67
2005-10-25,1109,5.66,24.56,0.67
2005-10-26,1109,5.58,24.89,0.68
2005-10-27,1109,5.58,24.89,0.68
2005-10-28,1109,5.59,24.86,0.68
2005-10-31,1109,5.59,24.86,0.68
2005-11-01,1109,5.59,24.86,0.67
2005-11-02,1109,5.57,19.09,0.67
2005-11-03,1109,5.61,18.96,0.66
2005-11-04,1109,5.62,18.94,0.66
2005-11-07,1109,5.64,18.87,0.66
2005-11-08,1109,5.64,18.87,0.66
2005-11-09,1109,5.56,19.13,0.67
2005-11-10,1109,5.56,19.13,0.67
2005-11-11,1109,5.56,19.15,0.67
2005-11-14,1109,5.56,19.15,0.67
2005-11-15,1109,5.58,19.06,0.67
2005-11-16,1109,5.58,19.06,0.67
2005-11-17,1109,5.58,19.06,0.67
2005-11-18,1109,5.61,18.96,0.66
2005-11-21,1109,5.61,18.96,0.66
2005-11-22,1109,5.6,19.0,0.66
2005-11-23,1109,5.61,18.98,0.66
2005-11-24,1109,5.59,19.02,0.67
2005-11-25,1109,5.59,19.02,0.67
2005-11-28,1109,5.59,19.04,0.67
2005-11-29,1109,5.57,19.11,0.67
2005-11-30,1109,5.56,19.13,0.67
2005-12-01,1109,5.56,19.13,0.67
2005-12-02,1109,5.56,19.15,0.67
2005-12-05,1109,5.54,19.19,0.67
2005-12-06,1109,5.56,19.15,0.67
2005-12-07,1109,5.54,19.21,0.67
2005-12-08,1109,5.54,19.21,0.67
2005-12-09,1109,5.55,19.17,0.67
2005-12-12,1109,5.59,19.04,0.67
2005-12-13,1109,5.56,19.15,0.67
2005-12-14,1109,5.57,19.09,0.67
2005-12-15,1109,5.57,19.11,0.67
2005-12-16,1109,5.56,19.15,0.67
2005-12-19,1109,5.53,19.23,0.67
2005-12-20,1109,5.51,19.32,0.68
2005-12-21,1109,5.52,19.26,0.67
2005-12-22,1109,5.54,19.19,0.67
2005-12-23,1109,5.51,19.3,0.67
2005-12-26,1109,5.51,19.32,0.68
2005-12-27,1109,5.51,19.32,0.68
2005-12-28,1109,5.55,19.17,0.67
2005-12-29,1109,5.49,19.36,0.68
2005-12-30,1109,5.48,19.43,0.68
2006-01-02,1109,5.51,19.3,0.67
2006-01-03,1109,5.49,19.36,0.68
2006-01-04,1109,5.51,19.32,0.68
2006-01-05,1109,5.51,19.32,0.68
2006-01-06,1109,5.49,19.38,0.68
2006-01-09,1109,5.51,19.3,0.67
2006-01-10,1109,5.45,19.53,0.68
2006-01-11,1109,5.4,19.7,0.69
2006-01-12,1109,5.3,20.06,0.7
2006-01-13,1109,5.09,20.91,0.73
2006-01-16,1109,5.15,20.64,0.72
2006-01-17,1109,5.32,19.98,0.7
2006-01-18,1109,5.44,19.55,0.68
2006-01-19,1109,5.49,19.38,0.68
2006-01-20,1109,5.49,19.38,0.68
2006-01-23,1109,5.5,19.34,0.68
2006-01-24,1109,5.51,19.32,0.68
2006-01-25,1109,5.49,19.36,0.68
2006-02-03,1109,5.46,19.47,0.68
2006-02-06,1109,5.46,19.49,0.68
2006-02-07,1109,5.48,19.4,0.68
2006-02-08,1109,5.49,19.38,0.68
2006-02-09,1109,5.48,19.4,0.68
2006-02-10,1109,5.48,19.4,0.68
2006-02-13,1109,5.45,19.53,0.68
2006-02-14,1109,5.46,19.47,0.68
2006-02-15,1109,5.46,19.47,0.68
2006-02-16,1109,5.48,19.43,0.68
2006-02-17,1109,5.48,19.43,0.68
2006-02-20,1109,5.47,19.45,0.68
2006-02-21,1109,5.47,19.45,0.68
2006-02-22,1109,5.49,19.36,0.68
2006-02-23,1109,5.51,19.32,0.68
2006-02-24,1109,5.54,19.21,0.67
2006-02-27,1109,5.56,19.15,0.67
2006-03-01,1109,5.56,19.15,0.67
2006-03-02,1109,5.49,19.36,0.68
2006-03-03,1109,5.56,19.15,0.67
2006-03-06,1109,5.56,19.13,0.67
2006-03-07,1109,5.56,19.13,0.67
2006-03-08,1109,5.56,19.13,0.67
2006-03-09,1109,5.55,19.17,0.67
2006-03-10,1109,5.52,19.28,0.67
2006-03-13,1109,5.55,19.17,0.67
2006-03-14,1109,5.56,19.15,0.67
2006-03-15,1109,5.56,19.15,0.67
2006-03-16,1109,5.56,19.15,0.67
2006-03-17,1109,5.57,19.11,0.67
2006-03-20,1109,5.57,19.11,0.67
2006-03-21,1109,5.57,19.11,0.67
2006-03-22,1109,5.57,19.11,0.67
2006-03-23,1109,5.57,19.11,0.67
2006-03-24,1109,5.56,19.13,0.67
2006-03-27,1109,5.56,19.15,0.67
2006-03-28,1109,5.56,19.15,0.67
2006-03-29,1109,5.56,19.15,0.67
2006-03-30,1109,5.55,19.17,0.67
2006-03-31,1109,5.54,19.19,0.67
2006-04-03,1109,5.54,19.19,0.67
2006-04-04,1109,5.5,19.34,0.68
2006-04-06,1109,5.52,19.26,0.67
2006-04-07,1109,5.51,19.3,0.67
2006-04-10,1109,5.49,19.36,0.68
2006-04-11,1109,5.48,19.43,0.68
2006-04-12,1109,5.46,19.47,0.68
2006-04-13,1109,5.45,19.51,0.68
2006-04-14,1109,5.45,19.51,0.68
2006-04-17,1109,5.38,19.79,0.69
2006-04-18,1109,5.41,19.68,0.69
2006-04-19,1109,5.34,19.94,0.7
2006-04-20,1109,5.29,20.11,0.7
2006-04-21,1109,5.35,19.87,0.69
2006-04-24,1109,5.15,20.64,0.72
2006-04-25,1109,5.15,20.64,0.72
2006-04-26,1109,5.13,20.74,0.73
2006-04-27,1109,5.1,20.85,0.73
2006-04-28,1109,5.22,20.38,0.71
2006-05-02,1109,4.88,12.81,0.75
2006-05-03,1109,4.61,13.56,0.76
2006-05-04,1109,4.69,7.55,0.74
2006-05-05,1109,4.67,7.59,0.74
2006-05-09,1109,4.37,8.12,0.8
2006-05-10,1109,4.27,8.3,0.81
2006-05-11,1109,4.31,8.23,0.81
2006-05-12,1109,4.35,8.16,0.8
2006-05-15,1109,4.07,8.72,0.86
2006-05-16,1109,4.1,8.65,0.85
2006-05-17,1109,4.2,8.44,0.83
2006-05-18,1109,4.24,8.37,0.82
2006-05-19,1109,4.33,8.19,0.8
2006-05-22,1109,4.5,7.87,0.77
2006-05-23,1109,4.61,7.7,0.76
2006-05-24,1109,4.46,7.94,0.78
2006-05-25,1109,4.31,8.23,0.81
2006-05-26,1109,4.33,8.19,0.8
2006-05-29,1109,4.31,8.23,0.81
2006-05-30,1109,4.55,7.8,0.77
2006-06-01,1109,4.59,7.73,0.76
2006-06-02,1109,4.55,7.8,0.77
2006-06-05,1109,4.83,7.34,0.72
2006-06-06,1109,4.83,7.34,0.72
2006-06-07,1109,4.76,7.45,0.73
2006-06-08,1109,5.05,7.02,0.69
2006-06-09,1109,4.9,7.23,0.71
2006-06-12,1109,4.93,7.2,0.71
2006-06-13,1109,4.95,7.16,0.7
2006-06-14,1109,4.76,7.45,0.73
2006-06-15,1109,4.85,7.3,0.72
2006-06-16,1109,4.74,7.48,0.73
2006-06-19,1109,4.78,7.41,0.73
2006-06-20,1109,4.9,7.23,0.71
2006-06-21,1109,4.95,7.16,0.7
2006-06-22,1109,4.81,7.38,0.72
2006-06-23,1109,4.9,7.23,0.71
2006-06-26,1109,4.81,7.38,0.72
2006-06-27,1109,4.83,7.34,0.72
2006-06-28,1109,4.81,7.38,0.72
2006-06-29,1109,4.72,7.52,0.74
2006-06-30,1109,4.69,7.55,0.74
2006-07-03,1109,4.67,7.59,0.74
2006-07-04,1109,4.55,7.8,0.77
2006-07-05,1109,4.65,7.62,0.75
2006-07-06,1109,4.63,7.66,0.75
2006-07-07,1109,4.67,7.59,0.74
2006-07-10,1109,4.63,7.66,0.75
2006-07-11,1109,4.59,7.73,0.76
2006-07-12,1109,4.59,7.73,0.76
2006-07-13,1109,4.59,7.73,0.76
2006-07-14,1109,4.69,7.55,0.74
2006-07-17,1109,4.76,7.45,0.73
2006-07-18,1109,4.74,7.48,0.73
2006-07-19,1109,4.78,7.41,0.73
2006-07-20,1109,4.98,7.13,0.7
2006-07-21,1109,4.98,7.13,0.7
2006-07-24,1109,4.98,7.13,0.7
2006-07-25,1109,4.95,7.16,0.7
2006-07-26,1109,4.95,7.16,0.7
2006-07-27,1109,4.95,7.16,0.7
2006-07-28,1109,4.9,7.23,0.71
2006-07-31,1109,4.95,7.16,0.7
2006-08-01,1109,4.95,7.16,0.7
2006-08-02,1109,4.9,7.23,0.71
2006-08-03,1109,4.9,7.23,0.71
2006-08-04,1109,4.9,7.23,0.71
2006-08-07,1109,4.95,7.16,0.7
2006-08-08,1109,4.93,7.2,0.71
2006-08-09,1109,4.93,7.2,0.71
2006-08-10,1109,4.93,7.2,0.71
2006-08-11,1109,4.95,7.16,0.7
2006-08-14,1109,4.98,7.13,0.7
2006-08-15,1109,4.98,7.13,0.7
2006-08-16,1109,4.95,7.16,0.7
2006-08-17,1109,4.93,7.2,0.71
2006-08-18,1109,4.95,7.16,0.7
2006-08-21,1109,5.02,7.07,0.69
2006-08-22,1109,5.04,7.04,0.69
2006-08-23,1109,5.05,7.02,0.69
2006-08-24,1109,5.02,7.06,0.69
2006-08-25,1109,5.03,7.06,0.69
2006-08-28,1109,5.05,7.02,0.69
2006-08-29,1109,5.06,7.01,0.69
2006-08-30,1109,5.05,7.02,0.69
2006-08-31,1109,4.93,7.2,0.72
2006-09-01,1109,4.95,6.43,0.71
2006-09-04,1109,4.9,6.5,0.72
2006-09-05,1109,3.89,8.18,0.89
2006-09-06,1109,4.95,6.43,0.71
2006-09-07,1109,4.98,6.4,0.71
2006-09-08,1109,4.98,6.4,0.71
2006-09-11,1109,4.98,6.4,0.71
2006-09-12,1109,4.98,6.4,0.71
2006-09-13,1109,5.0,6.37,0.71
2006-09-14,1109,5.04,6.32,0.7
2006-09-15,1109,5.0,6.37,0.71
2006-09-19,1109,4.9,6.5,0.72
2006-09-20,1109,4.85,6.56,0.73
2006-09-21,1109,4.83,6.59,0.73
2006-09-22,1109,4.76,6.69,0.74
2006-09-25,1109,4.72,6.75,0.75
2006-09-26,1109,4.72,6.75,0.75
2006-09-27,1109,4.69,6.78,0.75
2006-09-28,1109,4.78,6.66,0.74
2006-09-29,1109,4.76,6.69,0.74
2006-10-02,1109,4.46,7.13,0.79
2006-10-03,1109,4.52,7.04,0.78
2006-10-04,1109,4.55,7.01,0.78
2006-10-05,1109,4.44,7.17,0.8
2006-10-11,1109,4.33,7.36,0.82
2006-10-12,1109,4.39,7.26,0.81
2006-10-13,1109,4.35,7.32,0.81
2006-10-14,1109,4.29,7.42,0.82
2006-10-16,1109,4.35,7.32,0.81
2006-10-17,1109,4.42,7.2,0.8
2006-10-18,1109,4.46,7.13,0.79
2006-10-19,1109,4.39,7.26,0.81
2006-10-20,1109,4.26,7.48,0.83
2006-10-23,1109,4.24,7.52,0.83
2006-10-24,1109,4.24,7.52,0.83
2006-10-25,1109,4.33,7.36,0.82
2006-10-26,1109,4.39,7.26,0.81
2006-10-27,1109,4.41,7.23,0.8
2006-10-30,1109,4.44,7.17,0.78
2006-10-31,1109,4.41,7.23,0.78
2006-11-01,1109,4.35,7.32,0.79
2006-11-02,1109,4.35,7.32,0.79
2006-11-06,1109,4.35,7.32,0.79
2006-11-07,1109,4.29,7.42,0.8
2006-11-08,1109,4.12,7.74,0.84
2006-11-09,1109,4.17,7.64,0.83
2006-11-10,1109,4.17,7.64,0.83
2006-11-13,1109,4.12,7.74,0.84
2006-11-14,1109,4.15,7.68,0.83
2006-11-15,1109,4.12,7.74,0.84
2006-11-16,1109,4.2,7.58,0.82
2006-11-17,1109,4.18,7.61,0.83
2006-11-20,1109,4.2,7.58,0.82
2006-11-21,1109,4.22,7.55,0.82
2006-11-22,1109,4.18,7.61,0.83
2006-11-23,1109,4.07,7.83,0.85
2006-11-24,1109,3.95,8.06,0.87
2006-11-27,1109,3.79,8.41,0.91
2006-11-28,1109,3.86,8.25,0.89
2006-11-29,1109,3.92,8.12,0.88
2006-11-30,1109,3.83,8.31,0.9
2006-12-01,1109,3.83,8.31,0.9
2006-12-04,1109,3.65,8.73,0.95
2006-12-05,1109,3.85,8.28,0.9
2006-12-06,1109,3.79,8.41,0.91
2006-12-07,1109,3.85,8.28,0.9
2006-12-08,1109,3.82,8.34,0.9
2006-12-11,1109,3.82,8.34,0.9
2006-12-12,1109,3.92,8.12,0.88
2006-12-13,1109,4.02,7.93,0.86
2006-12-14,1109,4.0,7.96,0.86
2006-12-15,1109,3.94,8.09,0.88
2006-12-18,1109,3.89,8.18,0.89
2006-12-19,1109,3.91,8.15,0.88
2006-12-20,1109,3.88,8.22,0.89
2006-12-21,1109,3.94,8.09,0.88
2006-12-22,1109,3.77,8.44,0.92
2006-12-25,1109,3.75,8.5,0.92
2006-12-26,1109,3.79,8.41,0.91
2006-12-27,1109,3.83,8.31,0.9
2006-12-28,1109,3.83,8.31,0.9
2006-12-29,1109,3.85,8.28,0.9
2007-01-02,1109,3.82,8.34,0.9
2007-01-03,1109,3.86,8.25,0.89
2007-01-04,1109,3.88,8.22,0.89
2007-01-05,1109,3.91,8.15,0.88
2007-01-08,1109,3.94,8.09,0.88
2007-01-09,1109,3.89,8.18,0.89
2007-01-10,1109,3.95,8.06,0.87
2007-01-11,1109,4.15,7.68,0.83
2007-01-12,1109,4.15,7.68,0.83
2007-01-15,1109,4.17,7.64,0.83
2007-01-16,1109,4.15,7.68,0.83
2007-01-17,1109,4.13,7.71,0.84
2007-01-18,1109,4.1,7.77,0.84
2007-01-19,1109,4.1,7.77,0.84
2007-01-22,1109,4.07,7.83,0.85
2007-01-23,1109,4.1,7.77,0.84
2007-01-24,1109,4.07,7.83,0.85
2007-01-25,1109,4.08,7.8,0.85
2007-01-26,1109,4.07,7.83,0.85
2007-01-29,1109,4.13,7.71,0.84
2007-01-31,1109,4.13,7.71,0.84
2007-02-01,1109,4.13,7.71,0.84
2007-02-02,1109,4.13,7.71,0.84
2007-02-05,1109,4.15,7.68,0.83
2007-02-07,1109,4.18,7.61,0.83
2007-02-08,1109,4.13,7.71,0.84
2007-02-09,1109,4.15,7.68,0.83
2007-02-12,1109,4.15,7.68,0.83
2007-02-13,1109,4.1,7.77,0.84
2007-02-14,1109,4.12,7.74,0.84
2007-02-26,1109,4.08,7.8,0.85
2007-02-27,1109,4.1,7.77,0.84
2007-03-01,1109,4.18,7.61,0.83
2007-03-02,1109,4.1,7.77,0.84
2007-03-03,1109,4.13,7.71,0.84
2007-03-05,1109,4.27,7.45,0.81
2007-03-06,1109,4.24,7.52,0.81
2007-03-07,1109,4.29,7.42,0.8
2007-03-08,1109,4.24,7.52,0.81
2007-03-09,1109,4.26,7.48,0.81
2007-03-12,1109,4.26,7.48,0.81
2007-03-13,1109,4.24,7.52,0.81
2007-03-14,1109,4.27,7.45,0.81
2007-03-15,1109,4.27,7.45,0.81
2007-03-16,1109,4.26,7.48,0.81
2007-03-19,1109,4.24,7.52,0.81
2007-03-20,1109,4.31,7.39,0.8
2007-03-21,1109,4.27,7.45,0.81
2007-03-22,1109,4.26,7.48,0.81
2007-03-23,1109,4.26,7.48,0.81
2007-03-26,1109,4.24,7.52,0.81
2007-03-27,1109,4.29,7.42,0.8
2007-03-28,1109,4.29,7.42,0.8
2007-03-29,1109,4.27,7.45,0.81
2007-03-30,1109,4.27,7.45,0.81
2007-04-02,1109,4.26,7.48,0.81
2007-04-03,1109,4.26,7.48,0.81
2007-04-04,1109,4.2,7.58,0.82
2007-04-09,1109,4.05,7.87,0.85
2007-04-10,1109,4.02,7.93,0.86
2007-04-11,1109,4.07,7.83,0.85
2007-04-12,1109,4.03,7.9,0.86
2007-04-13,1109,4.03,7.9,0.86
2007-04-14,1109,4.0,7.96,0.86
2007-04-16,1109,3.86,8.25,0.89
2007-04-17,1109,3.97,8.03,0.87
2007-04-18,1109,4.0,7.96,0.86
2007-04-19,1109,4.02,7.93,0.86
2007-04-20,1109,4.02,7.93,0.86
2007-04-23,1109,4.03,7.9,0.86
2007-04-24,1109,4.05,7.87,0.85
2007-04-25,1109,4.07,7.83,0.85
2007-04-26,1109,4.07,7.83,0.85
2007-04-27,1109,4.08,8.17,0.84
2007-04-30,1109,4.96,8.07,0.82
2007-05-02,1109,4.96,14.4,0.82
2007-05-03,1109,5.06,14.11,0.81
2007-05-04,1109,5.02,14.23,0.81
2007-05-07,1109,4.96,14.4,0.82
2007-05-08,1109,4.96,14.4,0.82
2007-05-09,1109,5.02,14.23,0.81
2007-05-10,1109,5.0,14.29,0.82
2007-05-11,1109,5.04,14.17,0.81
2007-05-14,1109,5.15,13.87,0.79
2007-05-15,1109,5.11,13.99,0.8
2007-05-16,1109,5.11,13.99,0.8
2007-05-17,1109,5.11,13.99,0.8
2007-05-18,1109,5.06,14.11,0.81
2007-05-21,1109,5.04,14.17,0.81
2007-05-22,1109,5.04,14.17,0.81
2007-05-23,1109,5.08,14.05,0.8
2007-05-24,1109,5.13,13.93,0.8
2007-05-25,1109,5.11,13.99,0.8
2007-05-28,1109,5.06,14.11,0.81
2007-05-29,1109,5.08,14.05,0.8
2007-05-30,1109,5.11,13.99,0.8
2007-05-31,1109,5.08,14.05,0.8
2007-06-01,1109,5.11,13.99,0.8
2007-06-04,1109,5.13,13.93,0.8
2007-06-05,1109,5.17,13.81,0.79
2007-06-06,1109,5.13,13.93,0.8
2007-06-07,1109,5.15,13.87,0.79
