stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
8096,擎亞,2008-08-14,12.65,11.45,1.2,除權息,12.25,10.65,11.45,11.45
8096,擎亞,2009-08-11,15.55,14.78,0.77,除息,15.8,13.75,14.8,14.78
8096,擎亞,2010-07-29,40.85,39.15,1.7,除息,41.85,36.45,39.15,39.15
8096,擎亞,2011-07-05,58.9,57.75,1.15,除權,63.0,53.8,58.9,58.9
8096,擎亞,2011-11-02,50.3,43.44,6.86,除權息,46.45,40.4,43.45,43.44
8096,擎亞,2012-08-21,29.7,26.25,3.45,除權息,28.05,24.45,26.25,26.25
8096,擎亞,2013-08-27,20.95,18.52,2.43,除權息,19.8,17.25,18.5,18.52
8096,擎亞,2016-08-26,18.85,16.44,2.41,除權息,18.05,14.8,16.45,16.44
8096,擎亞,2018-09-10,12.85,12.65,0.2,除息,13.9,11.4,12.65,12.65
8096,擎亞,2020-08-25,12.45,12.01,0.44,除權息,13.2,10.85,12.0,12.01
