stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
4120,友華,2008-07-29,53.7,47.83,5.87,除權息,51.1,44.5,47.85,47.83
4120,友華,2009-08-13,69.2,60.18,9.02,除權息,64.3,56.0,60.2,60.18
4120,友華,2010-07-28,59.2,50.6,8.6,除權息,54.1,47.1,50.6,50.6
4120,友華,2011-06-24,46.1,45.45,0.65,除息,48.6,42.3,45.45,45.45
4120,友華,2012-06-29,43.1,41.9,1.2,除息,44.8,39.0,41.9,41.9
4120,友華,2013-07-08,80.0,78.1,1.9,除息,83.5,72.7,78.1,78.1
4120,友華,2014-07-10,94.5,92.83,1.67,除息,99.3,86.4,92.8,92.83
4120,友華,2015-07-16,61.4,59.8,1.6,除息,65.7,53.9,59.8,59.8
4120,友華,2016-06-22,54.0,52.2,1.8,除息,57.4,47.0,52.2,52.2
4120,友華,2017-06-23,75.8,74.0,1.8,除息,81.4,66.6,74.0,74.0
4120,友華,2018-07-10,68.5,66.0,2.5,除息,72.6,59.4,66.0,66.0
4120,友華,2019-07-11,62.5,60.7,1.8,除息,66.7,54.7,60.7,60.7
4120,友華,2020-07-07,51.2,49.4,1.8,除息,54.3,44.5,49.4,49.4
