stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
6186,新潤,2013-06-03,37.65,36.65,1.0,除息,39.2,34.1,36.65,36.65
6186,新潤,2013-07-25,35.3,34.28,1.02,除權,37.75,31.9,35.3,35.3
6186,新潤,2014-07-24,31.0,28.0,3.0,除息,29.95,26.05,28.0,28.0
6186,新潤,2015-10-05,24.6,21.05,3.55,除權息,23.15,18.95,21.05,21.05
6186,新潤,2016-08-25,25.75,21.67,4.08,除權息,23.8,19.55,21.65,21.67
6186,新潤,2017-08-28,21.2,19.2,2.0,除息,21.1,17.3,19.2,19.2
6186,新潤,2018-02-09,15.1,14.32,0.78,除權,16.6,12.9,15.1,15.1
6186,新潤,2018-08-28,16.75,15.25,1.5,除息,16.75,13.75,15.25,15.25
6186,新潤,2019-08-22,25.45,24.45,1.0,除息,26.85,22.05,24.45,24.45
6186,新潤,2020-07-20,34.4,31.4,3.0,除息,34.5,28.3,31.4,31.4
6186,新潤,2020-07-24,31.55,29.92,1.63,除權,34.7,26.95,31.55,31.55
