stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
6274,台燿,2008-08-12,14.5,13.43,1.07,除權息,14.35,12.5,13.45,13.43
6274,台燿,2009-07-21,11.2,11.0,0.2,除息,11.75,10.25,11.0,11.0
6274,台燿,2010-08-12,16.5,16.3,0.2,除息,17.4,15.2,16.3,16.3
6274,台燿,2011-08-04,14.15,13.35,0.8,除息,14.25,12.45,13.35,13.35
6274,台燿,2012-07-19,14.4,13.8,0.6,除息,14.75,12.85,13.8,13.8
6274,台燿,2013-08-08,21.4,20.6,0.8,除息,22.0,19.2,20.6,20.6
6274,台燿,2014-08-18,29.8,28.6,1.2,除息,30.6,26.6,28.6,28.6
6274,台燿,2015-07-23,24.6,22.99,1.61,除息,25.25,20.7,23.0,22.99
6274,台燿,2016-08-11,38.65,37.05,1.6,除息,40.75,33.35,37.05,37.05
6274,台燿,2017-08-09,69.1,67.0,2.1,除息,73.7,60.3,67.0,67.0
6274,台燿,2018-08-07,118.5,115.31,3.19,除息,126.5,104.0,115.5,115.31
6274,台燿,2019-08-19,136.5,132.1,4.4,除息,145.0,119.0,132.0,132.1
6274,台燿,2020-04-17,132.0,127.4,4.6,除息,140.0,115.0,127.5,127.4
6274,台燿,2021-04-22,124.0,119.2,4.8,除息,131.0,107.5,119.0,119.2
