stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2910,統領,2008-07-03,30.85,29.65,1.2,息,31.7,27.6,29.65,29.65
2910,統領,2009-07-23,24.55,23.55,1.0,息,25.15,21.95,23.55,23.55
2910,統領,2011-07-11,25.7,24.9,0.8,息,26.6,23.2,24.9,24.9
2910,統領,2012-07-03,23.25,22.25,1.0,息,23.8,20.7,22.25,22.25
2910,統領,2013-06-24,30.85,29.85,1.0,息,31.9,27.8,29.85,29.85
2910,統領,2014-06-24,36.1,35.4,0.7,息,37.85,32.95,35.4,35.4
2910,統領,2015-06-22,29.0,28.3,0.7,息,31.1,25.5,28.3,28.3
2910,統領,2017-06-22,28.5,28.0,0.5,息,30.8,25.2,28.0,28.0
2910,統領,2020-04-22,30.9,30.2,0.7,息,33.2,27.2,30.2,30.2
2910,統領,2021-04-22,33.5,33.0,0.5,息,36.3,29.7,33.0,33.0
