stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
6176,瑞儀,2008-07-25,37.0,32.66,4.34,權息,34.9,30.4,32.65,32.66
6176,瑞儀,2009-07-27,46.0,43.0,2.99,權息,46.0,40.0,43.0,43.0
6176,瑞儀,2010-07-26,44.7,41.16,3.53,權息,44.0,38.3,41.15,41.16
6176,瑞儀,2011-06-21,98.2,91.65,6.55,權息,98.0,85.3,91.7,91.65
6176,瑞儀,2012-08-16,135.5,125.24,10.26,權息,134.0,116.5,125.0,125.24
6176,瑞儀,2013-07-31,106.0,95.14,10.85,權息,101.5,88.5,95.1,95.14
6176,瑞儀,2014-07-31,133.0,126.0,7.0,息,134.5,117.5,126.0,126.0
6176,瑞儀,2015-07-22,102.0,96.5,5.5,息,106.0,86.9,96.5,96.5
6176,瑞儀,2016-07-20,55.9,51.4,4.5,息,56.5,46.3,51.4,51.4
6176,瑞儀,2017-07-19,72.2,67.7,4.5,息,74.4,61.0,67.7,67.7
6176,瑞儀,2018-07-25,61.8,57.0,4.8,息,62.7,51.3,57.0,57.0
6176,瑞儀,2019-07-01,104.0,97.0,7.0,息,106.5,87.3,97.0,97.0
6176,瑞儀,2020-07-07,126.5,118.5,8.0,息,130.0,107.0,118.5,118.5
