stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
1724,台硝,2008-09-02,12.25,11.52,0.73,息,12.3,10.75,11.5,11.52
1724,台硝,2009-09-15,10.75,10.08,0.66,權息,10.75,9.38,10.1,10.08
1724,台硝,2010-09-07,13.95,13.76,0.19,息,14.7,12.8,13.75,13.76
1724,台硝,2011-08-29,30.0,29.75,0.25,息,31.8,27.7,29.75,29.75
1724,台硝,2012-09-03,25.65,23.65,2.0,息,25.3,22.0,23.65,23.65
1724,台硝,2013-08-05,20.4,19.4,1.0,息,20.75,18.05,19.4,19.4
1724,台硝,2014-08-25,15.35,15.15,0.2,息,16.2,14.1,15.15,15.15
1724,台硝,2015-08-26,10.65,10.45,0.2,息,11.45,9.41,10.45,10.45
1724,台硝,2016-07-25,17.7,16.7,1.0,息,18.35,15.05,16.7,16.7
1724,台硝,2017-07-20,16.25,15.25,1.0,息,16.75,13.75,15.25,15.25
1724,台硝,2018-07-19,14.0,13.4,0.6,息,14.7,12.1,13.4,13.4
1724,台硝,2019-08-01,13.6,13.1,0.5,息,14.4,11.8,13.1,13.1
1724,台硝,2020-07-03,13.0,12.5,0.5,息,13.75,11.25,12.5,12.5
