stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2332,友訊,2008-07-30,43.9,40.19,3.71,權息,43.0,37.4,40.2,40.19
2332,友訊,2009-08-21,28.4,24.47,3.93,權息,26.15,22.8,24.45,24.47
2332,友訊,2010-07-30,25.8,24.8,1.0,息,26.5,23.1,24.8,24.8
2332,友訊,2011-07-26,26.0,24.67,1.32,息,26.35,22.95,24.65,24.67
2332,友訊,2012-07-20,19.4,18.3,1.1,息,19.55,17.05,18.3,18.3
2332,友訊,2013-07-19,18.3,17.3,1.0,息,18.5,16.1,17.3,17.3
2332,友訊,2014-09-24,20.6,19.21,1.38,權息,20.55,17.9,19.2,19.21
2332,友訊,2015-07-30,10.85,10.33,0.52,權,11.35,9.3,10.35,10.33
2332,友訊,2016-07-13,12.2,11.9,0.3,息,13.05,10.75,11.9,11.9
2332,友訊,2017-08-03,11.3,11.0,0.3,息,12.1,9.9,11.0,11.0
2332,友訊,2019-08-05,12.65,12.45,0.2,息,13.65,11.25,12.45,12.45
