stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2851,中再保,2008-08-14,16.1,14.38,1.72,權息,15.35,13.4,14.4,14.38
2851,中再保,2010-07-28,17.85,16.35,1.5,息,17.45,15.25,16.35,16.35
2851,中再保,2011-08-04,17.8,16.8,1.0,息,17.95,15.65,16.8,16.8
2851,中再保,2013-07-23,13.7,12.94,0.76,權息,13.8,12.05,12.95,12.94
2851,中再保,2014-07-18,18.2,17.0,1.2,息,18.15,15.85,17.0,17.0
2851,中再保,2015-06-17,17.3,16.1,1.2,息,17.7,14.5,16.1,16.1
2851,中再保,2016-06-14,14.55,13.85,0.7,息,15.2,12.5,13.85,13.85
2851,中再保,2017-06-20,15.05,14.55,0.5,息,16.0,13.1,14.55,14.55
2851,中再保,2018-07-25,21.2,19.23,1.96,權息,21.15,17.35,19.25,19.23
2851,中再保,2019-06-19,18.65,17.75,0.9,息,19.5,16.0,17.75,17.75
2851,中再保,2020-06-18,19.7,18.8,0.9,息,20.65,16.95,18.8,18.8
