stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3665,貿聯-KY,2011-07-01,51.8,48.3,3.5,息,51.6,44.95,48.3,48.3
3665,貿聯-KY,2012-06-27,30.05,27.5,2.55,權息,29.4,25.6,27.5,27.5
3665,貿聯-KY,2013-07-10,71.0,67.5,3.5,息,72.2,62.8,67.5,67.5
3665,貿聯-KY,2014-07-10,141.0,129.53,11.46,權息,138.5,120.5,129.5,129.53
3665,貿聯-KY,2014-07-30,120.0,119.76,0.24,權,128.0,111.5,120.0,120.0
3665,貿聯-KY,2015-07-29,144.0,132.44,11.55,權息,145.5,119.5,132.5,132.44
3665,貿聯-KY,2016-08-04,198.5,184.05,14.45,權息,202.0,166.0,184.0,184.05
3665,貿聯-KY,2017-08-03,225.5,219.18,6.31,息,241.0,197.5,219.0,219.18
3665,貿聯-KY,2017-12-19,288.5,286.51,1.99,權,317.0,258.0,288.5,288.5
3665,貿聯-KY,2018-08-02,203.0,196.17,6.83,息,215.5,177.0,196.0,196.17
3665,貿聯-KY,2019-08-02,248.0,240.5,7.5,息,264.5,216.5,240.5,240.5
3665,貿聯-KY,2020-07-15,217.5,208.5,9.0,息,229.0,188.0,208.5,208.5
