stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
1582,信錦,2008-08-27,93.5,81.81,11.69,除權息,87.5,76.1,81.8,81.81
1582,信錦,2009-08-03,59.1,56.1,3.0,除息,60.0,52.2,56.1,56.1
1582,信錦,2010-07-21,69.7,65.2,4.5,息,69.7,60.7,65.2,65.2
1582,信錦,2011-08-04,42.6,39.11,3.48,息,41.8,36.4,39.1,39.11
1582,信錦,2012-07-26,46.4,43.4,3.0,息,46.4,40.4,43.4,43.4
1582,信錦,2013-08-15,53.6,49.65,3.94,息,53.1,46.2,49.65,49.65
1582,信錦,2014-07-15,72.3,68.8,3.5,息,73.6,64.0,68.8,68.8
1582,信錦,2015-07-24,52.5,48.0,4.5,息,52.8,43.2,48.0,48.0
1582,信錦,2016-07-25,55.7,51.2,4.5,息,56.3,46.1,51.2,51.2
1582,信錦,2017-07-19,71.3,65.85,5.45,息,72.4,59.3,65.9,65.85
1582,信錦,2018-07-17,62.8,57.8,5.0,息,63.5,52.1,57.8,57.8
1582,信錦,2019-07-08,84.9,78.4,6.5,息,86.2,70.6,78.4,78.4
1582,信錦,2020-07-15,82.8,78.3,4.5,息,86.1,70.5,78.3,78.3
