stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
8070,長華*,2008-07-25,87.7,77.95,9.75,權息,83.4,72.5,78.0,77.95
8070,長華*,2009-06-17,54.5,52.5,2.0,息,56.1,48.85,52.5,52.5
8070,長華*,2010-06-09,163.5,157.5,6.0,息,168.5,146.5,157.5,157.5
8070,長華*,2011-07-14,124.0,110.97,13.03,權息,118.5,103.5,111.0,110.97
8070,長華*,2012-07-26,64.8,62.39,2.41,權息,66.7,58.1,62.4,62.39
8070,長華*,2012-10-22,90.0,88.96,1.04,權,96.3,82.8,90.0,90.0
8070,長華*,2013-07-29,93.2,87.57,5.63,權息,93.6,81.5,87.6,87.57
8070,長華*,2013-11-06,80.4,79.74,0.65,權,86.0,74.2,80.4,80.4
8070,長華*,2014-06-04,84.1,81.0,3.1,息,86.6,75.4,81.0,81.0
8070,長華*,2015-06-03,103.5,100.0,3.5,息,110.0,90.0,100.0,100.0
8070,長華*,2016-06-15,90.0,83.0,7.0,息,91.3,74.7,83.0,83.0
8070,長華*,2017-06-02,159.5,149.5,10.0,息,164.0,135.0,149.5,149.5
8070,長華*,2018-06-15,149.0,138.0,11.0,息,151.5,124.5,138.0,138.0
8070,長華*,2019-07-16,172.5,160.5,12.0,息,176.5,144.5,160.5,160.5
8070,長華*,2019-12-12,177.5,173.4,4.1,息,190.5,156.5,173.5,173.4
8070,長華*,2020-07-16,165.5,157.0,8.5,息,172.5,141.5,157.0,157.0
8070,長華*,2020-12-17,30.9,30.64,0.26,息,33.7,27.6,30.65,30.64
