stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
5356,協益,2008-07-04,7.76,7.61,0.15,除息,8.14,7.08,7.61,7.61
5356,協益,2009-07-02,8.25,8.15,0.1,除息,8.72,7.58,8.15,8.15
5356,協益,2010-07-02,31.8,30.8,1.0,除息,32.95,28.65,30.8,30.8
5356,協益,2011-07-18,52.2,47.2,5.0,除息,50.5,43.9,47.2,47.2
5356,協益,2012-07-09,42.05,37.55,4.5,除息,40.15,34.95,37.55,37.55
5356,協益,2013-07-01,49.45,45.45,4.0,除息,48.6,42.3,45.45,45.45
5356,協益,2014-07-17,67.3,63.7,3.6,除息,68.1,59.3,63.7,63.7
5356,協益,2015-08-25,40.7,35.2,5.5,除息,38.7,31.7,35.2,35.2
5356,協益,2016-07-05,43.3,39.3,4.0,除息,43.2,35.4,39.3,39.3
5356,協益,2017-07-04,49.85,45.85,4.0,除息,50.4,41.3,45.85,45.85
5356,協益,2018-06-28,30.0,28.0,2.0,除息,30.8,25.2,28.0,28.0
5356,協益,2019-07-09,29.3,27.3,2.0,除息,30.0,24.6,27.3,27.3
5356,協益,2020-07-07,30.45,28.25,2.2,除息,31.05,25.45,28.25,28.25
