stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3131,弘塑,2011-07-13,93.7,85.2,8.5,除息,91.1,79.3,85.2,85.2
3131,弘塑,2012-07-09,78.7,71.7,7.0,除息,76.7,66.7,71.7,71.7
3131,弘塑,2013-07-10,239.0,229.0,10.0,除息,245.0,213.0,229.0,229.0
3131,弘塑,2014-07-15,164.0,152.0,12.0,除息,162.5,141.5,152.0,152.0
3131,弘塑,2015-07-15,202.0,194.5,7.5,除息,213.5,175.5,194.5,194.5
3131,弘塑,2016-07-14,231.0,219.0,12.0,除息,240.5,197.5,219.0,219.0
3131,弘塑,2017-07-21,209.0,199.0,10.0,除息,218.5,179.5,199.0,199.0
3131,弘塑,2018-07-23,147.0,137.0,10.0,除息,150.5,123.5,137.0,137.0
3131,弘塑,2019-07-17,142.5,134.5,8.0,除息,147.5,121.5,134.5,134.5
3131,弘塑,2020-07-22,377.0,369.0,8.0,除息,405.5,332.5,369.0,369.0
