stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
9910,豐泰,2008-06-11,24.8,22.8,2.0,息,24.35,21.25,22.8,22.8
9910,豐泰,2009-06-29,22.35,21.15,1.2,息,22.6,19.7,21.15,21.15
9910,豐泰,2010-07-22,31.7,28.2,3.49,權息,30.15,26.25,28.2,28.2
9910,豐泰,2011-06-29,28.2,26.4,1.8,息,28.2,24.6,26.4,26.4
9910,豐泰,2012-07-20,30.1,27.47,2.62,權息,29.35,25.55,27.45,27.47
9910,豐泰,2013-07-23,64.5,59.9,4.6,權息,64.0,55.8,59.9,59.9
9910,豐泰,2014-08-05,86.5,80.0,6.5,權息,85.6,74.4,80.0,80.0
9910,豐泰,2015-08-27,204.5,194.95,9.55,權息,214.0,175.5,195.0,194.95
9910,豐泰,2016-07-26,167.0,144.64,22.36,權息,159.0,130.5,144.5,144.64
9910,豐泰,2017-07-06,140.5,135.3,5.2,息,148.5,122.0,135.5,135.3
9910,豐泰,2018-07-17,163.0,158.0,5.0,息,173.5,142.5,158.0,158.0
9910,豐泰,2019-07-23,237.0,209.36,27.64,權息,230.0,188.5,209.5,209.36
9910,豐泰,2020-08-18,199.0,162.5,36.5,權息,178.5,146.5,162.5,162.5
