stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
4528,江興鍛,2008-08-11,17.3,15.06,2.24,除權息,16.1,14.05,15.05,15.06
4528,江興鍛,2009-08-18,12.45,11.34,1.11,除權息,12.1,10.55,11.35,11.34
4528,江興鍛,2010-08-02,17.9,17.25,0.65,除權息,18.45,16.05,17.25,17.25
4528,江興鍛,2011-08-09,17.4,16.21,1.19,除權息,17.3,15.1,16.2,16.21
4528,江興鍛,2012-07-30,21.45,19.48,1.97,除權息,20.8,18.15,19.5,19.48
4528,江興鍛,2013-07-25,21.65,20.24,1.41,除權息,21.65,18.85,20.25,20.24
4528,江興鍛,2014-07-17,39.0,36.48,2.52,除權息,39.0,33.95,36.5,36.48
4528,江興鍛,2015-07-22,65.5,64.0,1.5,除息,70.4,57.6,64.0,64.0
4528,江興鍛,2016-08-25,48.65,46.65,2.0,除息,51.3,42.0,46.65,46.65
4528,江興鍛,2017-08-18,82.0,80.3,1.7,除息,88.3,72.3,80.3,80.3
4528,江興鍛,2018-07-26,66.7,64.5,2.2,除息,70.9,58.1,64.5,64.5
4528,江興鍛,2019-07-29,48.95,46.85,2.1,除息,51.5,42.2,46.85,46.85
4528,江興鍛,2020-07-09,41.4,39.6,1.8,除息,43.55,35.65,39.6,39.6
