stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2387,精元,2008-09-04,32.9,28.9,4.0,權息,30.9,26.9,28.9,28.9
2387,精元,2009-08-25,34.0,32.79,1.21,息,35.05,30.5,32.8,32.79
2387,精元,2010-07-28,32.15,30.85,1.3,息,33.0,28.7,30.85,30.85
2387,精元,2011-09-27,21.4,20.0,1.4,息,21.4,18.6,20.0,20.0
2387,精元,2012-09-27,13.55,13.24,0.3,息,14.15,12.35,13.25,13.24
2387,精元,2013-09-24,11.7,11.55,0.15,息,12.35,10.75,11.55,11.55
2387,精元,2014-09-24,16.65,16.49,0.15,息,17.6,15.35,16.5,16.49
2387,精元,2015-08-27,10.75,10.59,0.15,息,11.6,9.54,10.6,10.59
2387,精元,2016-10-05,19.35,18.87,0.48,息,20.75,17.0,18.85,18.87
2387,精元,2017-10-11,19.45,18.96,0.48,息,20.85,17.1,18.95,18.96
2387,精元,2018-08-31,16.55,16.14,0.4,息,17.75,14.55,16.15,16.14
2387,精元,2019-07-22,32.8,31.79,1.01,息,34.95,28.65,31.8,31.79
2387,精元,2020-09-17,70.3,69.3,1.0,息,76.2,62.4,69.3,69.3
