stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
1712,興農,2008-07-17,14.55,13.94,0.6,息,14.9,13.0,13.95,13.94
1712,興農,2009-08-06,15.15,14.3,0.84,權息,15.3,13.3,14.3,14.3
1712,興農,2010-07-15,13.8,13.0,0.8,息,13.9,12.1,13.0,13.0
1712,興農,2011-07-14,13.9,13.1,0.8,息,14.0,12.2,13.1,13.1
1712,興農,2012-07-12,13.45,12.65,0.8,息,13.5,11.8,12.65,12.65
1712,興農,2013-07-26,16.4,15.6,0.8,息,16.65,14.55,15.6,15.6
1712,興農,2014-07-18,18.7,17.9,0.8,息,19.15,16.65,17.9,17.9
1712,興農,2015-07-20,15.85,14.95,0.9,息,16.4,13.5,14.95,14.95
1712,興農,2016-07-20,14.6,14.0,0.6,息,15.4,12.6,14.0,14.0
1712,興農,2017-07-21,16.15,15.21,0.94,息,16.7,13.7,15.2,15.21
1712,興農,2018-08-09,17.65,16.64,1.0,息,18.3,15.0,16.65,16.64
1712,興農,2019-07-04,21.25,19.95,1.3,息,21.9,18.0,19.95,19.95
1712,興農,2020-04-08,19.15,17.85,1.3,息,19.6,16.1,17.85,17.85
1712,興農,2021-04-08,23.8,22.5,1.3,息,24.75,20.25,22.5,22.5
