stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3577,泓格,2009-09-08,25.9,24.12,1.78,除權息,25.8,22.45,24.1,24.12
3577,泓格,2010-07-13,67.5,66.9,0.6,除息,71.5,62.3,66.9,66.9
3577,泓格,2011-09-09,33.6,31.61,1.99,除息,33.8,29.4,31.6,31.61
3577,泓格,2012-07-03,27.8,26.1,1.7,除息,27.9,24.3,26.1,26.1
3577,泓格,2013-07-11,27.45,25.95,1.5,除息,27.75,24.15,25.95,25.95
3577,泓格,2014-09-10,49.9,48.4,1.5,除息,51.7,45.05,48.4,48.4
3577,泓格,2015-09-10,31.8,30.3,1.5,除息,33.3,27.3,30.3,30.3
3577,泓格,2016-09-09,37.9,36.6,1.3,除息,40.25,32.95,36.6,36.6
3577,泓格,2017-07-11,39.0,34.55,4.45,除權息,38.0,31.1,34.55,34.55
3577,泓格,2018-07-12,39.35,37.85,1.5,除息,41.6,34.1,37.85,37.85
3577,泓格,2019-09-09,36.35,32.41,3.94,除權息,35.65,29.2,32.4,32.41
3577,泓格,2020-07-29,32.15,31.45,0.7,除息,34.55,28.35,31.45,31.45
