stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
6270,倍微,2008-08-20,25.5,22.24,3.26,除權息,23.75,20.7,22.25,22.24
6270,倍微,2009-07-16,23.4,21.4,2.0,除息,22.85,19.95,21.4,21.4
6270,倍微,2010-07-12,27.7,25.71,1.99,除息,27.5,23.95,25.7,25.71
6270,倍微,2011-07-28,22.3,20.3,2.0,除息,21.7,18.9,20.3,20.3
6270,倍微,2012-06-28,14.1,13.1,1.0,除息,14.0,12.2,13.1,13.1
6270,倍微,2013-07-10,12.2,11.7,0.5,除息,12.5,10.9,11.7,11.7
6270,倍微,2014-07-24,17.2,16.7,0.5,除息,17.85,15.55,16.7,16.7
6270,倍微,2015-07-22,11.25,10.7,0.55,除息,11.75,9.63,10.7,10.7
6270,倍微,2016-07-14,10.85,10.35,0.5,除息,11.35,9.32,10.35,10.35
6270,倍微,2017-07-13,11.5,11.0,0.5,除息,12.1,9.9,11.0,11.0
6270,倍微,2018-07-12,14.05,13.08,0.97,除息,14.35,11.8,13.1,13.08
6270,倍微,2019-07-10,14.55,13.55,1.0,除息,14.9,12.2,13.55,13.55
6270,倍微,2020-07-30,20.55,19.25,1.3,除息,21.15,17.35,19.25,19.25
