stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2106,建大,2008-07-30,20.4,18.97,1.43,權,20.25,17.65,18.95,18.97
2106,建大,2009-07-30,46.5,44.04,2.46,權息,47.1,41.0,44.05,44.04
2106,建大,2010-07-30,38.75,33.52,5.23,權息,35.85,31.2,33.5,33.52
2106,建大,2011-08-02,44.8,39.36,5.43,權息,42.1,36.65,39.35,39.36
2106,建大,2012-07-31,38.5,34.88,3.62,權息,37.3,32.45,34.9,34.88
2106,建大,2013-08-29,60.6,56.63,3.97,權息,60.5,52.7,56.6,56.63
2106,建大,2014-08-28,68.9,62.7,6.19,權息,67.0,58.4,62.7,62.7
2106,建大,2015-08-28,45.85,41.52,4.33,權息,45.65,37.4,41.5,41.52
2106,建大,2016-08-31,53.0,49.8,3.2,權息,54.7,44.85,49.8,49.8
2106,建大,2017-08-29,44.1,42.1,2.0,息,46.3,37.9,42.1,42.1
2106,建大,2018-08-27,32.0,30.8,1.2,息,33.85,27.75,30.8,30.8
2106,建大,2019-08-27,30.15,29.15,1.0,息,32.05,26.25,29.15,29.15
2106,建大,2020-09-02,31.8,30.19,1.61,權息,33.2,27.2,30.2,30.19
