stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3029,零壹,2008-07-09,9.08,8.48,0.6,息,9.07,7.89,8.48,8.48
3029,零壹,2009-06-25,8.52,8.01,0.5,息,8.57,7.45,8.01,8.01
3029,零壹,2010-07-08,33.55,33.05,0.5,息,35.35,30.75,33.05,33.05
3029,零壹,2011-07-14,24.4,23.7,0.7,息,25.35,22.05,23.7,23.7
3029,零壹,2012-08-06,15.9,15.2,0.7,息,16.25,14.15,15.2,15.2
3029,零壹,2013-07-01,13.85,13.05,0.8,息,13.95,12.15,13.05,13.05
3029,零壹,2014-07-11,18.25,17.4,0.85,息,18.6,16.2,17.4,17.4
3029,零壹,2015-08-25,15.35,14.35,0.99,權息,15.75,12.95,14.35,14.35
3029,零壹,2016-08-25,17.85,16.85,1.0,息,18.5,15.2,16.85,16.85
3029,零壹,2017-08-22,19.65,18.45,1.2,息,20.25,16.65,18.45,18.45
3029,零壹,2018-08-21,22.45,21.15,1.3,息,23.25,19.05,21.15,21.15
3029,零壹,2019-06-28,29.6,28.1,1.5,息,30.9,25.3,28.1,28.1
3029,零壹,2020-06-10,38.2,36.18,2.01,息,39.75,32.6,36.2,36.18
