stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
1101,台泥,2008-07-25,42.5,40.09,2.41,權息,42.85,37.3,40.1,40.09
1101,台泥,2009-08-17,38.2,36.88,1.32,息,39.45,34.3,36.9,36.88
1101,台泥,2010-07-14,28.85,27.05,1.8,息,28.9,25.2,27.05,27.05
1101,台泥,2010-11-26,31.45,30.96,0.48,權,33.65,28.8,31.45,31.45
1101,台泥,2011-07-26,48.3,46.3,2.0,息,49.5,43.1,46.3,46.3
1101,台泥,2012-07-26,35.4,33.5,1.9,息,35.8,31.2,33.5,33.5
1101,台泥,2013-07-25,38.5,36.6,1.9,息,39.15,34.05,36.6,36.6
1101,台泥,2014-07-17,46.2,43.9,2.3,息,46.95,40.85,43.9,43.9
1101,台泥,2015-07-23,39.1,36.61,2.49,息,40.25,32.95,36.6,36.61
1101,台泥,2016-07-25,34.85,33.52,1.33,息,36.85,30.2,33.5,33.52
1101,台泥,2017-07-25,36.0,34.55,1.45,息,38.0,31.1,34.55,34.55
1101,台泥,2018-07-26,45.1,39.63,5.46,權息,43.55,35.7,39.65,39.63
1101,台泥,2019-08-13,43.95,37.98,5.97,權息,41.75,34.2,38.0,37.98
1101,台泥,2020-08-12,46.5,41.9,4.6,權息,46.05,37.75,41.9,41.9
