stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3056,總太,2010-05-28,23.0,22.16,0.84,權,24.6,20.65,23.0,23.0
3056,總太,2011-10-12,21.1,20.9,0.2,權,22.55,19.45,21.1,21.1
3056,總太,2012-08-20,30.05,24.2,5.84,權息,25.85,22.55,24.2,24.2
3056,總太,2013-07-17,30.7,28.28,2.41,權息,30.25,26.35,28.3,28.28
3056,總太,2014-06-17,27.1,24.72,2.37,權息,27.05,23.0,25.3,25.3
3056,總太,2015-08-25,15.0,12.6,2.39,權息,13.85,11.35,12.6,12.6
3056,總太,2015-11-18,13.35,12.97,0.37,權,14.65,11.7,13.35,13.35
3056,總太,2016-06-30,17.35,14.85,2.5,息,16.3,13.4,14.85,14.85
3056,總太,2017-06-28,21.35,18.85,2.5,息,20.7,17.0,18.85,18.85
3056,總太,2018-07-16,22.55,20.55,2.0,息,22.6,18.5,20.55,20.55
3056,總太,2019-06-27,21.2,19.7,1.5,息,21.65,17.75,19.7,19.7
3056,總太,2020-07-08,39.4,36.4,3.0,息,40.0,32.8,36.4,36.4
