stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
8048,德勝,2010-07-22,24.0,22.05,1.95,除權息,23.55,20.55,22.05,22.05
8048,德勝,2011-08-26,12.3,11.86,0.44,除權息,12.65,11.05,11.85,11.86
8048,德勝,2012-07-06,12.1,11.69,0.41,除息,12.5,10.9,11.7,11.69
8048,德勝,2013-08-15,17.2,16.7,0.5,除息,17.85,15.55,16.7,16.7
8048,德勝,2014-07-24,40.4,37.29,3.11,除權息,39.9,34.7,37.3,37.29
8048,德勝,2015-07-07,63.0,61.5,1.5,除息,67.6,55.4,61.5,61.5
8048,德勝,2016-07-21,38.6,35.05,3.55,除權息,38.55,31.55,35.05,35.05
8048,德勝,2017-08-16,27.9,25.88,2.02,除息,28.45,23.3,25.9,25.88
8048,德勝,2018-07-11,33.3,31.1,2.2,除息,34.2,28.0,31.1,31.1
8048,德勝,2019-07-09,39.0,36.8,2.2,除息,40.45,33.15,36.8,36.8
8048,德勝,2020-07-02,33.4,30.9,2.5,除息,33.95,27.85,30.9,30.9
