stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3490,單井,2008-08-11,53.5,46.82,6.68,除權息,50.0,43.55,46.8,46.82
3490,單井,2009-07-15,25.55,23.05,2.5,除息,24.65,21.45,23.05,23.05
3490,單井,2010-07-26,46.2,45.7,0.5,除息,48.85,42.55,45.7,45.7
3490,單井,2010-10-28,40.75,40.37,0.38,除權,43.6,37.55,40.75,40.75
3490,單井,2011-08-15,32.0,28.5,3.5,除息,30.45,26.55,28.5,28.5
3490,單井,2012-07-24,21.2,19.7,1.5,除息,21.05,18.35,19.7,19.7
3490,單井,2014-08-19,88.1,87.1,1.0,除息,93.1,81.1,87.1,87.1
3490,單井,2015-07-30,87.9,84.19,3.71,除息,92.6,75.8,84.2,84.19
3490,單井,2016-06-23,59.0,58.79,0.21,除息,64.6,53.0,58.8,58.79
3490,單井,2016-11-25,33.25,30.63,2.62,除權,33.65,27.6,30.65,30.63
3490,單井,2017-10-25,34.3,33.22,1.08,除權息,36.5,29.9,33.2,33.22
3490,單井,2018-07-16,24.35,23.85,0.5,除息,26.2,21.5,23.85,23.85
3490,單井,2019-07-15,21.35,20.86,0.49,除息,22.9,18.8,20.85,20.86
3490,單井,2020-08-26,24.55,24.05,0.5,除息,26.45,21.65,24.05,24.05
