stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
4133,亞諾法,2010-07-08,86.0,84.5,1.5,息,90.4,78.6,84.5,84.5
4133,亞諾法,2011-07-15,70.3,68.3,2.0,息,73.0,63.6,68.3,68.3
4133,亞諾法,2012-07-03,46.35,44.35,2.0,息,47.45,41.25,44.35,44.35
4133,亞諾法,2013-07-04,46.15,44.95,1.2,息,48.05,41.85,44.95,44.95
4133,亞諾法,2014-07-17,42.4,41.3,1.1,息,44.15,38.45,41.3,41.3
4133,亞諾法,2015-07-08,30.25,29.22,1.03,息,32.1,26.3,29.2,29.22
4133,亞諾法,2016-08-26,34.45,33.35,1.1,權息,36.65,30.05,33.35,33.35
4133,亞諾法,2017-08-28,35.75,34.32,1.43,權息,37.75,30.9,34.3,34.32
4133,亞諾法,2018-07-05,36.25,35.45,0.8,息,38.95,31.95,35.45,35.45
4133,亞諾法,2019-07-11,28.5,27.9,0.6,息,30.65,25.15,27.9,27.9
4133,亞諾法,2020-07-16,110.5,110.4,0.1,息,121.0,99.4,110.5,110.4
