stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2365,昆盈,2008-07-17,39.2,30.83,8.38,權息,32.95,28.7,30.85,30.83
2365,昆盈,2009-07-23,33.3,29.1,4.2,權息,31.1,27.1,29.1,29.1
2365,昆盈,2010-07-23,33.15,30.3,2.85,息,32.4,28.2,30.3,30.3
2365,昆盈,2011-07-25,15.7,15.46,0.24,息,16.5,14.4,15.45,15.46
2365,昆盈,2013-07-10,11.0,10.8,0.2,息,11.55,10.05,10.8,10.8
2365,昆盈,2014-08-04,13.3,12.54,0.76,權息,13.4,11.7,12.55,12.54
2365,昆盈,2015-11-09,10.35,9.56,0.78,權息,10.5,8.61,9.56,9.56
2365,昆盈,2016-07-21,9.3,9.13,0.17,息,10.0,8.22,9.13,9.13
2365,昆盈,2018-09-20,10.7,10.39,0.3,息,11.4,9.36,10.4,10.39
2365,昆盈,2019-08-28,8.06,7.86,0.2,息,8.64,7.08,7.86,7.86
2365,昆盈,2020-07-28,8.82,8.4,0.42,息,9.24,7.56,8.4,8.4
