stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
5347,世界,2008-07-23,19.9,18.01,1.89,除權息,19.25,16.75,18.0,18.01
5347,世界,2009-07-02,13.9,13.5,0.4,除息,14.4,12.6,13.5,13.5
5347,世界,2010-07-09,13.9,13.5,0.4,除息,14.4,12.6,13.5,13.5
5347,世界,2011-07-08,14.95,14.35,0.6,除息,15.35,13.35,14.35,14.35
5347,世界,2012-07-10,13.45,12.82,0.63,除息,13.7,11.95,12.8,12.82
5347,世界,2013-07-16,35.9,34.93,0.97,除息,37.35,32.5,34.95,34.93
5347,世界,2014-07-04,50.3,48.54,1.76,除息,51.9,45.15,48.55,48.54
5347,世界,2015-07-02,50.0,47.4,2.6,除息,52.1,42.7,47.4,47.4
5347,世界,2016-06-30,54.4,51.8,2.6,除息,56.9,46.65,51.8,51.8
5347,世界,2017-07-06,58.9,55.9,3.0,除息,61.4,50.4,55.9,55.9
5347,世界,2018-07-05,69.0,66.0,3.0,除息,72.6,59.4,66.0,66.0
5347,世界,2019-07-04,64.6,61.4,3.2,除息,67.5,55.3,61.4,61.4
5347,世界,2020-07-06,80.9,77.7,3.2,除息,85.4,70.0,77.7,77.7
