stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
6216,居易,2008-07-11,26.4,23.04,3.35,息,24.65,21.45,23.05,23.04
6216,居易,2009-07-17,19.8,18.2,1.6,息,19.45,16.95,18.2,18.2
6216,居易,2010-09-17,24.4,22.85,1.55,息,24.4,21.3,22.85,22.85
6216,居易,2011-08-02,18.45,17.26,1.18,息,18.45,16.1,17.25,17.26
6216,居易,2012-08-14,23.0,20.75,2.24,息,22.2,19.3,20.75,20.75
6216,居易,2013-08-14,20.7,19.34,1.35,息,20.65,18.0,19.35,19.34
6216,居易,2014-08-27,30.75,29.12,1.62,息,31.15,27.1,29.1,29.12
6216,居易,2015-09-03,26.4,24.27,2.12,息,26.65,21.85,24.25,24.27
6216,居易,2016-08-04,31.05,28.47,2.58,息,31.3,25.65,28.45,28.47
6216,居易,2017-08-28,31.95,29.31,2.64,息,32.2,26.4,29.3,29.31
6216,居易,2018-08-27,29.85,27.79,2.06,息,30.55,25.05,27.8,27.79
6216,居易,2019-08-28,28.9,26.91,1.98,息,29.6,24.25,26.9,26.91
6216,居易,2020-08-26,27.45,25.58,1.87,息,28.1,23.05,25.6,25.58
