stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
8042,金山電,2008-07-10,18.9,17.87,1.03,除息,19.1,16.65,17.85,17.87
8042,金山電,2009-07-14,33.5,32.11,1.39,除息,34.35,29.9,32.1,32.11
8042,金山電,2010-07-15,53.5,50.5,3.0,除息,54.0,47.0,50.5,50.5
8042,金山電,2011-08-01,49.8,45.8,4.0,除息,49.0,42.6,45.8,45.8
8042,金山電,2012-07-13,33.15,30.65,2.5,除息,32.75,28.55,30.65,30.65
8042,金山電,2012-11-09,37.0,36.93,0.07,除權,39.55,34.35,37.0,37.0
8042,金山電,2013-07-19,43.55,40.08,3.47,除息,42.85,37.3,40.1,40.08
8042,金山電,2014-07-21,54.3,50.8,3.5,除息,54.3,47.25,50.8,50.8
8042,金山電,2015-07-17,42.45,39.45,3.0,除息,43.35,35.55,39.45,39.45
8042,金山電,2016-07-15,46.85,43.85,3.0,除息,48.2,39.5,43.85,43.85
8042,金山電,2017-07-13,57.2,53.73,3.47,除息,59.1,48.4,53.7,53.73
8042,金山電,2018-07-13,66.4,63.21,3.19,除權息,69.8,56.9,63.5,63.46
8042,金山電,2019-07-11,36.45,34.45,2.0,除息,37.85,31.05,34.45,34.45
8042,金山電,2020-09-10,35.3,34.27,1.03,除權,37.65,30.85,34.25,34.27
