stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
6203,海韻電,2008-09-02,79.1,70.51,8.59,除息,75.4,65.6,70.5,70.51
6203,海韻電,2009-09-02,75.6,70.51,5.09,除息,75.4,65.6,70.5,70.51
6203,海韻電,2010-08-10,88.1,65.3,22.8,除權息,69.8,60.8,65.3,65.3
6203,海韻電,2011-09-08,38.9,35.4,3.5,除息,37.85,32.95,35.4,35.4
6203,海韻電,2012-09-04,39.15,36.45,2.7,除息,39.0,33.9,36.45,36.45
6203,海韻電,2013-08-28,38.5,34.48,4.02,除權息,36.85,32.1,34.5,34.48
6203,海韻電,2014-08-26,62.0,59.0,3.0,除息,63.1,54.9,59.0,59.0
6203,海韻電,2015-09-01,31.8,28.3,3.5,除息,31.1,25.5,28.3,28.3
6203,海韻電,2016-08-31,34.1,32.1,2.0,除息,35.3,28.9,32.1,32.1
6203,海韻電,2017-08-30,30.8,28.8,2.0,除息,31.65,25.95,28.8,28.8
6203,海韻電,2018-08-29,38.2,37.0,1.2,除息,40.7,33.3,37.0,37.0
6203,海韻電,2019-08-28,35.0,32.5,2.5,除息,35.75,29.25,32.5,32.5
6203,海韻電,2020-08-26,69.7,67.2,2.5,除息,73.9,60.5,67.2,67.2
