stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
4416,三圓,2008-08-21,72.1,69.35,2.75,除息,74.2,64.5,69.4,69.35
4416,三圓,2009-09-15,71.0,69.2,1.8,除息,74.0,64.4,69.2,69.2
4416,三圓,2010-09-13,80.0,76.4,3.6,除息,81.7,71.1,76.4,76.4
4416,三圓,2011-09-15,66.8,63.6,3.2,除息,68.0,59.2,63.6,63.6
4416,三圓,2012-09-13,145.0,140.5,4.5,除息,150.0,131.0,140.5,140.5
4416,三圓,2013-07-08,132.5,120.5,12.0,除息,128.5,112.5,120.5,120.5
4416,三圓,2014-08-28,124.0,119.5,4.5,除息,127.5,111.5,119.5,119.5
4416,三圓,2015-07-23,98.6,94.1,4.5,除息,103.5,84.7,94.1,94.1
4416,三圓,2016-08-04,82.3,77.8,4.5,除息,85.5,70.1,77.8,77.8
4416,三圓,2017-07-25,80.6,78.6,2.0,除息,86.4,70.8,78.6,78.6
4416,三圓,2018-09-11,80.0,78.0,2.0,除息,85.8,70.2,78.0,78.0
4416,三圓,2019-09-06,72.5,70.5,2.0,除息,77.5,63.5,70.5,70.5
4416,三圓,2020-09-07,80.2,79.2,1.0,除息,87.1,71.3,79.2,79.2
