stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
3324,雙鴻,2010-07-09,22.0,21.25,0.75,除權,23.5,19.8,22.0,22.0
3324,雙鴻,2011-07-11,27.3,26.32,0.98,除權,29.2,24.5,27.3,27.3
3324,雙鴻,2012-08-17,43.0,42.01,0.99,除息,44.95,39.1,42.0,42.01
3324,雙鴻,2013-08-05,20.0,19.0,1.0,除息,20.3,17.7,19.0,19.0
3324,雙鴻,2013-09-10,18.55,18.01,0.54,除權,19.8,16.75,18.55,18.55
3324,雙鴻,2014-08-15,20.45,20.05,0.4,除息,21.45,18.65,20.05,20.05
3324,雙鴻,2015-08-31,16.0,15.8,0.2,除息,17.35,14.25,15.8,15.8
3324,雙鴻,2016-06-27,65.8,64.76,1.04,除權,72.3,58.3,65.8,65.8
3324,雙鴻,2016-09-23,105.5,104.58,0.92,除息,115.0,94.2,104.5,104.58
3324,雙鴻,2017-07-07,86.8,83.25,3.55,除息,91.5,75.0,83.2,83.25
3324,雙鴻,2018-07-24,70.6,68.57,2.03,除息,75.4,61.8,68.6,68.57
3324,雙鴻,2019-07-04,150.0,148.48,1.52,除息,163.0,134.0,148.5,148.48
3324,雙鴻,2020-07-13,179.5,174.46,5.04,除息,191.5,157.5,174.5,174.46
