stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
1531,高林股,2008-09-11,18.4,16.05,2.35,權息,17.15,14.95,16.05,16.05
1531,高林股,2009-09-14,14.95,14.25,0.7,息,15.2,13.3,14.25,14.25
1531,高林股,2010-09-10,32.2,31.5,0.7,息,33.7,29.3,31.5,31.5
1531,高林股,2011-08-01,32.5,30.7,1.8,息,32.8,28.6,30.7,30.7
1531,高林股,2012-09-10,21.05,19.05,2.0,息,20.35,17.75,19.05,19.05
1531,高林股,2013-09-02,23.2,22.0,1.2,息,23.5,20.5,22.0,22.0
1531,高林股,2014-07-21,22.4,21.4,1.0,息,22.85,19.95,21.4,21.4
1531,高林股,2015-08-31,17.65,16.85,0.8,息,18.5,15.2,16.85,16.85
1531,高林股,2016-08-29,17.1,16.5,0.6,息,18.15,14.85,16.5,16.5
1531,高林股,2017-07-20,19.25,18.65,0.6,息,20.5,16.8,18.65,18.65
1531,高林股,2018-08-29,19.3,18.5,0.8,息,20.35,16.65,18.5,18.5
1531,高林股,2019-07-11,16.1,15.6,0.5,息,17.15,14.05,15.6,15.6
1531,高林股,2020-07-27,11.25,11.04,0.2,息,12.1,9.94,11.05,11.04
