stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
4306,炎洲,2008-10-27,15.5,14.26,1.24,權息,15.25,13.3,14.25,14.26
4306,炎洲,2009-08-12,24.4,20.9,3.5,權息,22.35,19.45,20.9,20.9
4306,炎洲,2010-10-29,33.6,28.64,4.95,權息,30.6,26.65,28.65,28.64
4306,炎洲,2011-10-25,27.1,25.23,1.87,權息,26.95,23.5,25.25,25.23
4306,炎洲,2012-09-06,28.4,22.89,5.5,權息,24.45,21.3,22.9,22.89
4306,炎洲,2012-11-21,18.65,18.51,0.14,權,19.95,17.25,18.65,18.65
4306,炎洲,2013-09-24,24.4,21.78,2.62,權息,23.3,20.3,21.8,21.78
4306,炎洲,2014-08-21,19.35,17.2,2.14,權息,18.4,16.0,17.2,17.2
4306,炎洲,2015-07-28,11.2,10.94,0.25,息,12.0,9.85,10.95,10.94
4306,炎洲,2016-08-01,13.7,13.2,0.5,息,14.5,11.9,13.2,13.2
4306,炎洲,2017-07-17,13.0,12.7,0.3,息,13.95,11.45,12.7,12.7
4306,炎洲,2018-07-17,19.45,18.85,0.6,息,20.7,17.0,18.85,18.85
4306,炎洲,2019-07-11,13.15,12.57,0.57,權息,13.9,11.35,12.65,12.65
4306,炎洲,2020-07-31,11.75,11.44,0.31,息,12.55,10.3,11.45,11.44
