stock_id,stock_name,date,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
8163,達方,2008-08-11,62.3,53.21,9.09,權息,56.9,49.5,53.2,53.21
8163,達方,2009-07-15,42.25,38.8,3.44,權息,41.5,36.1,38.8,38.8
8163,達方,2010-07-20,37.6,34.66,2.93,權息,37.05,32.25,34.65,34.66
8163,達方,2011-07-07,31.5,30.0,1.5,息,32.1,27.9,30.0,30.0
8163,達方,2012-07-10,23.5,23.0,0.5,息,24.6,21.4,23.0,23.0
8163,達方,2013-07-10,21.9,21.3,0.6,息,22.75,19.85,21.3,21.3
8163,達方,2014-07-10,21.4,21.2,0.2,息,22.65,19.75,21.2,21.2
8163,達方,2015-07-09,15.7,15.4,0.3,息,16.9,13.9,15.4,15.4
8163,達方,2016-07-07,19.9,17.9,2.0,息,19.65,16.15,17.9,17.9
8163,達方,2017-07-06,27.7,25.7,2.0,息,28.25,23.15,25.7,25.7
8163,達方,2018-07-10,74.7,72.7,2.0,息,79.9,65.5,72.7,72.7
8163,達方,2019-07-09,46.5,43.0,3.5,息,47.3,38.7,43.0,43.0
8163,達方,2020-07-09,40.2,37.9,2.3,息,41.65,34.15,37.9,37.9
