stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1233,2016-02-01,,2000,72900,72900
1233,2016-02-02,,0,0,0
1233,2016-02-03,,0,0,0
1233,2016-02-15,,0,0,0
1233,2016-02-16,,0,0,0
1233,2016-02-17,,1000,36500,36850
1233,2016-02-18,,0,0,0
1233,2016-02-19,,0,0,0
1233,2016-02-22,,2000,75400,74300
1233,2016-02-23,,3000,114550,114000
1233,2016-02-24,,0,0,0
1233,2016-02-25,,0,0,0
1233,2016-02-26,,0,0,0
1233,2016-03-01,,0,0,0
1233,2016-03-02,,0,0,0
1233,2016-03-03,,0,0,0
1233,2016-03-04,,0,0,0
1233,2016-03-07,,0,0,0
1233,2016-03-08,,0,0,0
1233,2016-03-09,,0,0,0
1233,2016-03-10,,10000,394350,404350
1233,2016-03-11,,0,0,0
1233,2016-03-14,,0,0,0
1233,2016-03-15,,0,0,0
1233,2016-03-16,,0,0,0
1233,2016-03-17,,0,0,0
1233,2016-03-18,,0,0,0
1233,2016-03-21,,0,0,0
1233,2016-03-22,,0,0,0
1233,2016-03-23,,0,0,0
1233,2016-03-24,,0,0,0
1233,2016-03-25,,0,0,0
1233,2016-03-28,,0,0,0
1233,2016-03-29,,0,0,0
1233,2016-03-30,,0,0,0
1233,2016-03-31,,0,0,0
1233,2016-04-01,,0,0,0
1233,2016-04-06,,0,0,0
1233,2016-04-07,,0,0,0
1233,2016-04-08,,0,0,0
1233,2016-04-11,Y,0,0,0
1233,2016-04-12,Y,0,0,0
1233,2016-04-13,Y,0,0,0
1233,2016-04-14,Y,0,0,0
1233,2016-04-15,Y,0,0,0
1233,2016-04-18,,0,0,0
1233,2016-04-19,,0,0,0
1233,2016-04-20,,0,0,0
1233,2016-04-21,,0,0,0
1233,2016-04-22,,0,0,0
1233,2016-04-25,,0,0,0
1233,2016-04-26,,0,0,0
1233,2016-04-27,,0,0,0
1233,2016-04-28,,0,0,0
1233,2016-04-29,,0,0,0
1233,2016-05-03,,0,0,0
1233,2016-05-04,,0,0,0
1233,2016-05-05,,0,0,0
1233,2016-05-06,,2000,77350,77400
1233,2016-05-09,,0,0,0
1233,2016-05-10,,0,0,0
1233,2016-05-11,,0,0,0
1233,2016-05-12,,0,0,0
1233,2016-05-13,,0,0,0
1233,2016-05-16,,0,0,0
1233,2016-05-17,,3000,111650,112800
1233,2016-05-18,,0,0,0
1233,2016-05-19,,0,0,0
1233,2016-05-20,,1000,36400,36700
1233,2016-05-23,,1000,36550,36950
1233,2016-05-24,,0,0,0
1233,2016-05-25,,0,0,0
1233,2016-05-26,,0,0,0
1233,2016-05-27,,0,0,0
1233,2016-05-30,,0,0,0
1233,2016-05-31,,0,0,0
1233,2016-06-01,,0,0,0
1233,2016-06-02,,0,0,0
1233,2016-06-03,,1000,37150,37250
1233,2016-06-06,,0,0,0
1233,2016-06-07,,3000,111350,112500
1233,2016-06-08,,1000,37300,37600
1233,2016-06-13,,0,0,0
1233,2016-06-14,,0,0,0
1233,2016-06-15,,0,0,0
1233,2016-06-16,,0,0,0
1233,2016-06-17,,0,0,0
1233,2016-06-20,,0,0,0
1233,2016-06-21,,1000,37500,37500
1233,2016-06-22,,0,0,0
1233,2016-06-23,,0,0,0
1233,2016-06-24,,2000,74300,74900
1233,2016-06-27,,3000,111300,112000
1233,2016-06-28,,0,0,0
1233,2016-06-29,,0,0,0
1233,2016-06-30,,0,0,0
1233,2016-07-01,,0,0,0
1233,2016-07-04,,0,0,0
1233,2016-07-05,,0,0,0
1233,2016-07-06,,5000,189900,190500
1233,2016-07-07,,1000,38000,38100
1233,2016-07-11,Y,0,0,0
1233,2016-07-12,Y,0,0,0
1233,2016-07-13,Y,5000,183650,187000
1233,2016-07-14,Y,0,0,0
1233,2016-07-15,,0,0,0
1233,2016-07-18,,0,0,0
1233,2016-07-19,,0,0,0
1233,2016-07-20,,0,0,0
1233,2016-07-21,,0,0,0
1233,2016-07-22,,1000,37550,37150
1233,2016-07-25,,0,0,0
1233,2016-07-26,,0,0,0
1233,2016-07-27,,0,0,0
1233,2016-07-28,,0,0,0
1233,2016-07-29,,0,0,0
1233,2016-08-01,,0,0,0
1233,2016-08-02,,0,0,0
1233,2016-08-03,,0,0,0
1233,2016-08-04,,0,0,0
