stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1319,2014-01-06,,48000,2005500,1998950
1319,2014-01-07,,137000,5789650,5841100
1319,2014-01-08,,125000,5327250,5313800
1319,2014-01-09,,175000,7483200,7356500
1319,2014-01-10,,63000,2668950,2649950
1319,2014-01-13,,25000,1046200,1045250
1319,2014-01-14,,23000,958700,947800
1319,2014-01-15,,65000,2690050,2704200
1319,2014-01-16,,280000,11875400,11969800
1319,2014-01-17,,137000,5848600,5799000
1319,2014-01-20,,47000,2002850,2008750
1319,2014-01-21,,32000,1367900,1365100
1319,2014-01-22,,8000,341150,341350
1319,2014-01-23,,36000,1521550,1504050
1319,2014-01-24,,30000,1247650,1253450
1319,2014-01-27,,30000,1225100,1235150
1319,2014-02-05,,32000,1296800,1313100
1319,2014-02-06,,16000,660850,667200
1319,2014-02-07,,42000,1770350,1777950
1319,2014-02-10,,55000,2359200,2366000
1319,2014-02-11,,171000,7368400,7304700
1319,2014-02-12,,30000,1279550,1287400
1319,2014-02-13,,192000,8249000,8302400
1319,2014-02-14,,104000,4510150,4461100
1319,2014-02-17,,85000,3650000,3666050
1319,2014-02-18,,96000,4174450,4168250
1319,2014-02-19,,69000,2978600,2975800
1319,2014-02-20,,285000,12560950,12643000
1319,2014-02-21,,41000,1806600,1789850
1319,2014-02-24,,19000,831600,826450
1319,2014-02-25,,5000,216550,215500
1319,2014-02-26,,67000,2849000,2819000
1319,2014-02-27,,39000,1643450,1638050
1319,2014-03-03,,13000,548550,549900
1319,2014-03-04,,15000,636550,633350
1319,2014-03-05,,8000,337750,336950
1319,2014-03-06,,151000,6464750,6546200
1319,2014-03-07,,112000,4958800,4970950
1319,2014-03-10,,160000,7077950,7040950
1319,2014-03-11,,28000,1238000,1236450
1319,2014-03-12,,332000,14937800,14999750
1319,2014-03-13,,164000,7368700,7380200
1319,2014-03-14,,49000,2191150,2198750
1319,2014-03-17,,36000,1597950,1591600
1319,2014-03-18,,168000,7519400,7559000
1319,2014-03-19,,95000,4259050,4269000
1319,2014-03-20,,56000,2462050,2434950
1319,2014-03-21,,47000,2025350,2024650
1319,2014-03-24,,109000,4618300,4688900
1319,2014-03-25,,125000,5471950,5517550
1319,2014-03-26,,57000,2505500,2497050
1319,2014-03-27,,28000,1226850,1235250
1319,2014-03-28,,28000,1228250,1225900
