stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1315,2016-02-01,,0,0,0
1315,2016-02-02,,0,0,0
1315,2016-02-03,,1000,22650,22900
1315,2016-02-15,,0,0,0
1315,2016-02-16,,0,0,0
1315,2016-02-17,,0,0,0
1315,2016-02-18,,0,0,0
1315,2016-02-19,,0,0,0
1315,2016-02-22,,0,0,0
1315,2016-02-23,,0,0,0
1315,2016-02-24,,0,0,0
1315,2016-02-25,,0,0,0
1315,2016-02-26,,0,0,0
1315,2016-03-01,,0,0,0
1315,2016-03-02,,1000,23650,23650
1315,2016-03-03,,0,0,0
1315,2016-03-04,,0,0,0
1315,2016-03-07,,3000,72200,72300
1315,2016-03-08,,0,0,0
1315,2016-03-09,,0,0,0
1315,2016-03-10,,0,0,0
1315,2016-03-11,,0,0,0
1315,2016-03-14,,5000,121250,121500
1315,2016-03-15,,0,0,0
1315,2016-03-16,,0,0,0
1315,2016-03-17,,0,0,0
1315,2016-03-18,,0,0,0
1315,2016-03-21,,0,0,0
1315,2016-03-22,,1000,24150,24500
1315,2016-03-23,,0,0,0
1315,2016-03-24,,0,0,0
1315,2016-03-25,,0,0,0
1315,2016-03-28,,0,0,0
1315,2016-03-29,,0,0,0
1315,2016-03-30,,0,0,0
1315,2016-03-31,,0,0,0
1315,2016-04-01,,0,0,0
1315,2016-04-06,,1000,24000,24350
1315,2016-04-07,,0,0,0
1315,2016-04-08,,0,0,0
1315,2016-04-11,,0,0,0
1315,2016-04-12,Y,1000,24300,24300
1315,2016-04-13,Y,0,0,0
1315,2016-04-14,Y,0,0,0
1315,2016-04-15,Y,0,0,0
1315,2016-04-18,Y,0,0,0
1315,2016-04-19,,0,0,0
1315,2016-04-20,,0,0,0
1315,2016-04-21,,1000,24050,24150
1315,2016-04-22,,0,0,0
1315,2016-04-25,,0,0,0
1315,2016-04-26,,0,0,0
1315,2016-04-27,,6000,146100,149100
1315,2016-04-28,,0,0,0
1315,2016-04-29,,0,0,0
1315,2016-05-03,,0,0,0
1315,2016-05-04,,0,0,0
1315,2016-05-05,,0,0,0
1315,2016-05-06,,0,0,0
1315,2016-05-09,,0,0,0
1315,2016-05-10,,0,0,0
1315,2016-05-11,,0,0,0
1315,2016-05-12,,0,0,0
1315,2016-05-13,,0,0,0
1315,2016-05-16,,0,0,0
1315,2016-05-17,,0,0,0
1315,2016-05-18,,0,0,0
1315,2016-05-19,,0,0,0
1315,2016-05-20,,0,0,0
1315,2016-05-23,,0,0,0
1315,2016-05-24,,0,0,0
1315,2016-05-25,,0,0,0
1315,2016-05-26,,0,0,0
1315,2016-05-27,,1000,23550,23750
1315,2016-05-30,,14000,324950,333100
1315,2016-05-31,,3000,72050,72650
1315,2016-06-01,,0,0,0
1315,2016-06-02,,1000,24050,24250
1315,2016-06-03,,4000,98100,98500
1315,2016-06-06,,0,0,0
1315,2016-06-07,,0,0,0
1315,2016-06-08,,3000,73200,73950
