stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1323,2016-02-01,,0,0,0
1323,2016-02-02,,0,0,0
1323,2016-02-03,,0,0,0
1323,2016-02-15,,0,0,0
1323,2016-02-16,,2000,48700,49250
1323,2016-02-17,,8000,202000,201300
1323,2016-02-18,,0,0,0
1323,2016-02-19,,0,0,0
1323,2016-02-22,,2000,50000,50200
1323,2016-02-23,,1000,25100,25600
1323,2016-02-24,,5000,123300,125850
1323,2016-02-25,,21000,550350,556950
1323,2016-02-26,,2000,52950,53650
1323,2016-03-01,,8000,211600,214850
1323,2016-03-02,,2000,53850,54200
1323,2016-03-03,,1000,26850,26950
1323,2016-03-04,,1000,27000,27000
1323,2016-03-07,,0,0,0
1323,2016-03-08,,4000,107600,107400
1323,2016-03-09,,3000,79650,80350
1323,2016-03-10,,0,0,0
1323,2016-03-11,,6000,161100,160800
1323,2016-03-14,,0,0,0
1323,2016-03-15,,374000,12080850,12121150
1323,2016-03-16,,725000,24371650,24658400
1323,2016-03-17,,355000,12090650,11815100
1323,2016-03-18,,237000,7881050,7917650
1323,2016-03-21,,148000,4975400,4953250
1323,2016-03-22,,103000,3469950,3433250
1323,2016-03-23,,81000,2710450,2687500
1323,2016-03-24,,36000,1157700,1165300
1323,2016-03-25,,178000,5926300,5911700
1323,2016-03-28,,57000,1871300,1868900
1323,2016-03-29,,62000,1981850,1934850
1323,2016-03-30,Y,13000,409100,412550
1323,2016-03-31,Y,9000,286700,289450
1323,2016-04-01,Y,19000,609350,618100
1323,2016-04-06,Y,166000,5625400,5673900
1323,2016-04-07,Y,26000,861100,856350
1323,2016-04-08,,24000,777200,785550
1323,2016-04-11,,13000,419700,417500
1323,2016-04-12,,126000,4115000,4131100
1323,2016-04-13,,19000,619900,617150
1323,2016-04-14,,15000,488100,490150
1323,2016-04-15,,21000,681550,686050
1323,2016-04-18,,484000,16398500,16589000
1323,2016-04-19,,1038000,37480700,37465450
1323,2016-04-20,,189000,6511600,6503250
1323,2016-04-21,,214000,7467100,7501500
1323,2016-04-22,,229000,8200450,8192650
1323,2016-04-25,,30000,1065500,1065700
1323,2016-04-26,,40000,1386200,1379250
