stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1457,2016-02-01,,470000,5553750,5571700
1457,2016-02-02,,48000,560650,560150
1457,2016-02-03,,118000,1374050,1360600
1457,2016-02-15,,43000,498650,500450
1457,2016-02-16,,104000,1226700,1230700
1457,2016-02-17,,64000,756200,756300
1457,2016-02-18,,34000,399550,399950
1457,2016-02-19,,33000,385500,388200
1457,2016-02-22,,48000,567050,567150
1457,2016-02-23,,36000,426300,428900
1457,2016-02-24,,24000,281700,280650
1457,2016-02-25,,4000,46650,46750
1457,2016-02-26,,2903000,35618250,35984950
1457,2016-03-01,,235000,2938100,2935200
1457,2016-03-02,,165000,2043350,2042700
1457,2016-03-03,,506000,6324700,6320000
1457,2016-03-04,,52000,646900,649550
1457,2016-03-07,,602000,7657650,7658050
1457,2016-03-08,,116000,1453200,1460350
1457,2016-03-09,,119000,1495500,1488300
1457,2016-03-10,,104000,1302150,1308150
1457,2016-03-11,,232000,2911050,2891150
1457,2016-03-14,,46000,572950,572300
1457,2016-03-15,,80000,980700,965950
1457,2016-03-16,,32000,386950,386200
1457,2016-03-17,,236000,2857450,2829500
1457,2016-03-18,,24000,290350,290250
1457,2016-03-21,,0,0,0
1457,2016-03-22,,126000,1539850,1546150
1457,2016-03-23,,126000,1549800,1543750
1457,2016-03-24,,182000,2147650,2146650
1457,2016-03-25,,108000,1261900,1258400
1457,2016-03-28,,84000,996650,996600
1457,2016-03-29,,38000,444550,443150
1457,2016-03-30,,190000,2226250,2245800
1457,2016-03-31,,312000,3695250,3680050
1457,2016-04-01,,44000,519700,518700
1457,2016-04-06,,28000,327400,331600
1457,2016-04-07,,37000,433400,438500
1457,2016-04-08,,1000,11800,11800
1457,2016-04-11,,829000,10036300,10140150
1457,2016-04-12,,2453000,30906150,30914900
1457,2016-04-13,,183000,2257700,2253800
1457,2016-04-14,,324000,4024250,4003300
1457,2016-04-15,,122000,1512200,1508000
1457,2016-04-18,,257000,3191150,3173550
1457,2016-04-19,Y,174000,2150250,2114450
1457,2016-04-20,Y,875000,10845650,10812500
1457,2016-04-21,Y,32000,388300,387250
1457,2016-04-22,Y,81000,975950,962200
1457,2016-04-25,Y,49000,583850,586300
1457,2016-04-26,,15000,179600,179700
1457,2016-04-27,,25000,301400,299600
1457,2016-04-28,,14000,166900,167150
1457,2016-04-29,,100000,1190550,1187750
1457,2016-05-03,,12000,142250,141200
1457,2016-05-04,,30000,350950,347050
1457,2016-05-05,,6000,68700,69600
1457,2016-05-06,,27000,308550,309500
1457,2016-05-09,,34000,383100,380550
1457,2016-05-10,,93000,1019150,1021100
1457,2016-05-11,,61000,673600,674400
1457,2016-05-12,,7000,77400,77750
1457,2016-05-13,,245000,2543550,2554300
1457,2016-05-16,,639000,6136300,6223130
1457,2016-05-17,,195000,1946650,1952070
1457,2016-05-18,,21000,209630,210370
1457,2016-05-19,,20000,199100,198250
1457,2016-05-20,,61000,600630,604940
1457,2016-05-23,,185000,1857000,1872960
1457,2016-05-24,,49000,491700,492600
1457,2016-05-25,,87000,878400,871950
1457,2016-05-26,,5000,50000,49850
1457,2016-05-27,,0,0,0
