stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1423,2016-02-01,,0,0,0
1423,2016-02-02,,2000,13220,13320
1423,2016-02-03,,6000,39240,39300
1423,2016-02-15,,1000,6480,6600
1423,2016-02-16,,15000,98730,99710
1423,2016-02-17,,4000,26720,26600
1423,2016-02-18,,0,0,0
1423,2016-02-19,,0,0,0
1423,2016-02-22,,0,0,0
1423,2016-02-23,,6000,39480,39660
1423,2016-02-24,,0,0,0
1423,2016-02-25,,0,0,0
1423,2016-02-26,,0,0,0
1423,2016-03-01,,2000,13100,13320
1423,2016-03-02,,24000,159200,159640
1423,2016-03-03,,8000,53460,53360
1423,2016-03-04,,8000,54000,53680
1423,2016-03-07,,0,0,0
1423,2016-03-08,,8000,54080,54370
1423,2016-03-09,,10000,67320,67940
1423,2016-03-10,,0,0,0
1423,2016-03-11,,3000,20300,20400
1423,2016-03-14,,26000,176800,175740
1423,2016-03-15,,6000,40320,40620
1423,2016-03-16,,0,0,0
1423,2016-03-17,,0,0,0
1423,2016-03-18,,20000,137200,137200
1423,2016-03-21,,0,0,0
1423,2016-03-22,,2000,13320,13480
1423,2016-03-23,,0,0,0
1423,2016-03-24,,6000,40620,40680
1423,2016-03-25,,13000,87580,87600
1423,2016-03-28,,0,0,0
1423,2016-03-29,,4000,26540,26860
1423,2016-03-30,,8000,54240,53920
1423,2016-03-31,,2000,13500,13520
1423,2016-04-01,,0,0,0
1423,2016-04-06,,35000,232210,232320
1423,2016-04-07,,0,0,0
1423,2016-04-08,,2000,13200,13300
1423,2016-04-11,,33000,219190,219680
1423,2016-04-12,,0,0,0
1423,2016-04-13,,26000,176220,176340
1423,2016-04-14,,0,0,0
1423,2016-04-15,,0,0,0
1423,2016-04-18,Y,5000,33750,33800
1423,2016-04-19,Y,1000,6780,6790
1423,2016-04-20,Y,6000,40550,40740
1423,2016-04-21,Y,4000,26860,26990
1423,2016-04-22,Y,0,0,0
1423,2016-04-25,,2000,13400,13420
1423,2016-04-26,,0,0,0
1423,2016-04-27,,0,0,0
1423,2016-04-28,,2000,13440,13640
1423,2016-04-29,,21000,140350,139100
1423,2016-05-03,,5000,33350,33100
1423,2016-05-04,,4000,26200,26420
1423,2016-05-05,,0,0,0
1423,2016-05-06,,0,0,0
1423,2016-05-09,,0,0,0
1423,2016-05-10,,2000,13170,13180
1423,2016-05-11,,3000,19770,19770
1423,2016-05-12,,1000,6530,6540
1423,2016-05-13,,20000,129800,130000
1423,2016-05-16,,9000,56700,58010
1423,2016-05-17,,46000,298310,295410
1423,2016-05-18,,3000,19320,19380
1423,2016-05-19,,2000,12820,13000
1423,2016-05-20,,0,0,0
1423,2016-05-23,,27000,174960,175300
1423,2016-05-24,,0,0,0
1423,2016-05-25,,5000,32020,32400
1423,2016-05-26,,20000,129600,128880
1423,2016-05-27,,0,0,0
1423,2016-05-30,,42000,269820,270600
1423,2016-05-31,,60000,385600,386000
1423,2016-06-01,,0,0,0
1423,2016-06-02,,10000,64150,64690
1423,2016-06-03,,0,0,0
1423,2016-06-06,,5000,32000,32100
1423,2016-06-07,,16000,101500,102890
1423,2016-06-08,,10000,63300,63000
1423,2016-06-13,,1000,6210,6300
1423,2016-06-14,,0,0,0
1423,2016-06-15,,3000,18670,18900
1423,2016-06-16,,10000,61640,62880
1423,2016-06-17,,1000,6230,6310
1423,2016-06-20,,5000,31450,31450
1423,2016-06-21,,15000,93750,93780
1423,2016-06-22,,0,0,0
1423,2016-06-23,,0,0,0
1423,2016-06-24,,0,0,0
1423,2016-06-27,,0,0,0
1423,2016-06-28,,7000,42960,43380
1423,2016-06-29,,0,0,0
1423,2016-06-30,,29000,179900,180590
1423,2016-07-01,,14000,88200,88390
1423,2016-07-04,,7000,43960,44030
1423,2016-07-05,,0,0,0
1423,2016-07-06,,4000,24840,24880
1423,2016-07-07,,2000,12340,12460
1423,2016-07-11,,0,0,0
1423,2016-07-12,,0,0,0
1423,2016-07-13,,14000,86890,87050
1423,2016-07-14,,0,0,0
1423,2016-07-15,,0,0,0
1423,2016-07-18,,60000,381600,381600
1423,2016-07-19,,10000,63400,63500
1423,2016-07-20,,0,0,0
1423,2016-07-21,,7000,44590,46830
1423,2016-07-22,,12000,78880,78200
1423,2016-07-25,,0,0,0
1423,2016-07-26,,4000,26150,26430
1423,2016-07-27,,0,0,0
1423,2016-07-28,,2000,13290,13290
1423,2016-07-29,,0,0,0
1423,2016-08-01,,0,0,0
1423,2016-08-02,,2000,13250,13430
1423,2016-08-03,,0,0,0
1423,2016-08-04,,0,0,0
1423,2016-08-05,,5000,33100,33200
1423,2016-08-08,,1000,6610,6690
1423,2016-08-09,,9000,59000,59840
1423,2016-08-10,,3000,20080,20190
1423,2016-08-11,,13000,86580,86190
1423,2016-08-12,,6000,40200,40140
1423,2016-08-15,,5000,33300,33250
1423,2016-08-16,,11000,72710,72820
1423,2016-08-17,,49000,324000,321130
1423,2016-08-18,,0,0,0
1423,2016-08-19,,0,0,0
1423,2016-08-22,,37000,239610,239910
1423,2016-08-23,,2000,13000,13300
1423,2016-08-24,,60000,397200,397800
1423,2016-08-25,,5000,33200,33100
1423,2016-08-26,,0,0,0
1423,2016-08-29,,4000,25800,26000
1423,2016-08-30,,20000,130600,130000
1423,2016-08-31,,63000,410480,411010
1423,2016-09-01,,13000,84500,84630
1423,2016-09-02,,11000,71610,71720
1423,2016-09-05,,5000,32700,32800
1423,2016-09-06,,24000,157240,156860
1423,2016-09-07,,2000,13000,13100
1423,2016-09-08,,1000,6500,6570
1423,2016-09-09,,60000,397800,399190
1423,2016-09-12,,2000,13200,13400
1423,2016-09-13,,0,0,0
1423,2016-09-14,,0,0,0
1423,2016-09-19,,2000,13300,13450
1423,2016-09-20,,0,0,0
1423,2016-09-21,,1000,6660,6780
1423,2016-09-22,,0,0,0
1423,2016-09-23,,0,0,0
1423,2016-09-26,,0,0,0
1423,2016-09-27,,0,0,0
1423,2016-09-28,,0,0,0
1423,2016-09-29,,0,0,0
1423,2016-09-30,,0,0,0
1423,2016-10-03,,0,0,0
1423,2016-10-04,,10000,66900,67300
1423,2016-10-05,,12000,79440,80100
1423,2016-10-06,,9000,60120,60120
1423,2016-10-07,,7000,46480,46710
1423,2016-10-11,,5000,32750,32950
1423,2016-10-12,,1000,6510,6560
1423,2016-10-13,,7000,45820,45730
1423,2016-10-14,,8000,52160,51980
1423,2016-10-17,,3000,19170,19380
1423,2016-10-18,,2000,12980,13000
1423,2016-10-19,,8000,51680,51920
1423,2016-10-20,,1000,6470,6530
1423,2016-10-21,,5000,32550,32550
1423,2016-10-24,,20000,130800,131030
1423,2016-10-25,,52000,340160,339430
1423,2016-10-26,,0,0,0
1423,2016-10-27,,13000,84890,85020
1423,2016-10-28,,0,0,0
1423,2016-10-31,,4000,25920,25960
1423,2016-11-01,,12000,77960,77370
1423,2016-11-02,,3000,19230,19430
1423,2016-11-03,,11000,71050,71350
1423,2016-11-04,,0,0,0
1423,2016-11-07,,10000,64200,64370
1423,2016-11-08,,9000,57730,57940
1423,2016-11-09,,9000,57690,57780
1423,2016-11-10,,14000,90160,90440
1423,2016-11-11,,5000,32150,32200
1423,2016-11-14,,5000,32200,32250
1423,2016-11-15,,5000,32070,32280
1423,2016-11-16,,0,0,0
1423,2016-11-17,,5000,32490,33380
1423,2016-11-18,,0,0,0
